Kennziffer;Raumeinheit;Aggregat;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben;Gästeübernachtungen in Beherbergungsbetrieben
"01054105";"Ramstedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"01054106";"Rantrum";"Gemeinden";"0,00";;;"0,00";
"01054108";"Reußenköge";"Gemeinden";"25,01";"23,00";;"38,57";"39,36"
"01054109";"Risum-Lindholm";"Gemeinden";"0,00";;;"0,00";
"01054110";"Rodenäs";"Gemeinden";"8,86";"14,10";"15,65";"0,00";
"01054113";"Sankt Peter-Ording";"Gemeinden";"293,70";"317,58";"343,67";"383,52";"468,12"
"01054116";"Schwabstedt";"Gemeinden";"0,00";;;"0,00";
"01054118";"Schwesing";"Gemeinden";"0,00";;;"0,00";"0,00"
"01054119";"Seeth";"Gemeinden";"0,00";;;"0,00";"0,00"
"01054120";"Simonsberg";"Gemeinden";"14,94";"22,34";"20,93";"22,97";"23,11"
"01054121";"Sönnebüll";"Gemeinden";"0,00";;;"0,00";"0,00"
"01054123";"Sollwitt";"Gemeinden";"0,00";;;"0,00";"0,00"
"01054124";"Sprakebüll";"Gemeinden";"0,00";;;"0,00";
"01054125";"Stadum";"Gemeinden";"0,00";;;"0,00";"0,00"
"01054126";"Stedesand";"Gemeinden";"0,00";;;"0,00";
"01054128";"Struckum";"Gemeinden";"0,00";;;"0,00";
"01054129";"Süderende";"Gemeinden";"59,40";"63,90";"73,86";"62,47";"61,56"
"01054130";"Süderhöft";"Gemeinden";"0,00";;;"0,00";"0,00"
"01054131";"Süderlügum";"Gemeinden";"6,63";"6,62";"7,63";"5,07";"6,62"
"01054132";"Südermarsch";"Gemeinden";"0,00";;;"0,00";
"01054134";"Tating";"Gemeinden";"24,55";"22,94";"21,88";"37,80";"42,54"
"01054135";"Tetenbüll";"Gemeinden";"17,95";"10,27";"14,19";"13,30";"17,41"
"01054136";"Tinningstedt";"Gemeinden";"0,00";;;"0,00";
"01054138";"Tönning, Stadt";"Gemeinden";"17,52";"17,73";"16,92";"12,13";"17,31"
"01054140";"Tümlauer Koog";"Gemeinden";"201,46";"213,99";"224,27";"328,24";"250,44"
"01054141";"Uelvesbüll";"Gemeinden";"0,00";;"6,91";"24,26";"15,22"
"01054142";"Uphusum";"Gemeinden";"0,00";;;"0,00";"0,00"
"01054143";"Utersum";"Gemeinden";"279,76";"279,10";"322,13";"265,19";"306,25"
"01054144";"Viöl";"Gemeinden";"0,00";;;"0,00";"0,00"
"01054145";"Vollerwiek";"Gemeinden";"97,48";"122,31";"111,05";"85,82";"66,52"
"01054146";"Vollstedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"01054148";"Welt";"Gemeinden";"32,53";"29,40";"46,47";"68,74";"68,95"
"01054149";"Wenningstedt-Braderup (Sylt)";"Gemeinden";"265,61";"256,60";"342,81";"464,18";"581,34"
"01054150";"Westerhever";"Gemeinden";"104,91";"146,35";"231,96";"190,74";"137,35"
"01054152";"Wester-Ohrstedt";"Gemeinden";"0,00";;;"0,00";
"01054154";"Westre";"Gemeinden";"0,00";;;"0,00";"0,00"
"01054156";"Winnert";"Gemeinden";"0,00";;;"0,00";
"01054157";"Wisch";"Gemeinden";"0,00";;;"0,00";"0,00"
"01054158";"Witsum";"Gemeinden";"0,00";;;"0,00";
"01054159";"Wittbek";"Gemeinden";"0,00";;;"0,00";"0,00"
"01054160";"Wittdün auf Amrum";"Gemeinden";"263,69";"227,94";"210,16";"213,27";"282,48"
"01054161";"Witzwort";"Gemeinden";"0,00";;;"0,00";
"01054162";"Wobbenbüll";"Gemeinden";"0,00";;;"0,00";"0,00"
"01054163";"Wrixum";"Gemeinden";"26,19";"17,01";"36,18";"46,47";"43,30"
"01054164";"Wyk auf Föhr, Stadt";"Gemeinden";"125,69";"118,85";"157,08";"193,93";"199,96"
"01054165";"Galmsbüll";"Gemeinden";"0,54";;;"0,00";
"01054166";"Emmelsbüll-Horsbüll";"Gemeinden";"5,91";"5,43";"13,74";"14,12";"17,27"
"01054167";"Enge-Sande";"Gemeinden";"0,00";;;"0,00";
"01054168";"Sylt";"Gemeinden";"150,50";"152,92";"184,45";"194,89";"210,98"
"01055001";"Ahrensbök";"Gemeinden";"0,42";"0,17";"0,25";"0,13";
"01055002";"Altenkrempe";"Gemeinden";"0,00";;;"0,00";
"01055004";"Bad Schwartau, Stadt";"Gemeinden";"5,65";"5,70";"5,82";"4,66";"5,54"
"01055006";"Beschendorf";"Gemeinden";"0,00";;;"0,00";
"01055007";"Bosau";"Gemeinden";"14,87";"10,78";"13,69";"9,47";"6,75"
"01055010";"Dahme";"Gemeinden";"186,03";"165,69";"196,92";"429,48";"462,49"
"01055011";"Damlos";"Gemeinden";"0,00";;;"0,00";"0,00"
"01055012";"Eutin, Stadt";"Gemeinden";"2,35";"2,85";"1,88";"0,92";"1,66"
"01055014";"Göhl";"Gemeinden";"0,00";;;"0,00";
"01055015";"Gremersdorf";"Gemeinden";"9,78";"12,87";"20,15";"16,09";"16,20"
"01055016";"Grömitz";"Gemeinden";"97,48";"115,56";"141,98";"163,27";"190,89"
"01055017";"Großenbrode";"Gemeinden";"59,03";"63,11";"104,52";"197,56";"152,33"
"01055018";"Grube";"Gemeinden";"21,95";"4,46";"4,35";"8,83";"8,38"
"01055020";"Harmsdorf";"Gemeinden";"0,00";;;"0,00";
"01055021";"Heiligenhafen, Stadt";"Gemeinden";"9,43";"11,54";"43,08";"58,61";"66,52"
"01055022";"Heringsdorf";"Gemeinden";"8,85";"27,90";"38,15";"43,53";"50,73"
"01055023";"Kabelhorst";"Gemeinden";"0,00";;;"0,00";
"01055024";"Kasseedorf";"Gemeinden";"1,15";"0,82";;"0,00";
"01055025";"Kellenhusen (Ostsee)";"Gemeinden";"263,83";"239,44";"222,48";"373,65";"384,24"
"01055027";"Lensahn";"Gemeinden";"0,00";;;"0,00";
"01055028";"Malente";"Gemeinden";"34,26";"35,09";"36,26";"27,10";"33,75"
"01055029";"Manhagen";"Gemeinden";"6,13";"6,67";;"0,00";"0,00"
"01055031";"Neukirchen";"Gemeinden";"9,83";"8,51";"12,16";"12,90";"6,64"
"01055032";"Neustadt in Holstein, Stadt";"Gemeinden";"8,96";"10,80";"17,29";"19,39";"20,92"
"01055033";"Oldenburg in Holstein, Stadt";"Gemeinden";"1,23";"1,03";"1,01";"0,69";"1,02"
"01055035";"Ratekau";"Gemeinden";"5,44";"4,71";"4,40";"3,08";"5,23"
"01055036";"Riepsdorf";"Gemeinden";"1,86";"0,99";"3,48";"8,94";"8,68"
"01055037";"Schashagen";"Gemeinden";"12,92";"16,31";"19,42";"29,38";"36,37"
"01055038";"Schönwalde am Bungsberg";"Gemeinden";"10,91";"7,93";"6,79";"2,95";"2,98"
"01055039";"Sierksdorf";"Gemeinden";"47,08";"57,58";"82,71";"88,88";"93,38"
"01055040";"Stockelsdorf";"Gemeinden";"1,87";;;"0,00";
"01055041";"Süsel";"Gemeinden";"1,49";"1,86";"2,62";"1,33";"5,50"
"01055042";"Timmendorfer Strand";"Gemeinden";"99,73";"103,67";"123,24";"131,67";"165,12"
"01055043";"Wangels";"Gemeinden";"0,00";;;"0,00";
"01055044";"Scharbeutz";"Gemeinden";"30,02";"31,73";"40,12";"65,57";"74,20"
"01055046";"Fehmarn, Stadt";"Gemeinden";"73,83";"79,70";"92,94";"90,29";"94,59"
"01056001";"Appen";"Gemeinden";"0,00";;;"0,00";
"01056002";"Barmstedt, Stadt";"Gemeinden";"2,55";"3,91";"2,08";"0,62";"1,98"
"01056003";"Bevern";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056004";"Bilsen";"Gemeinden";"0,00";;;"0,00";
"01056005";"Bönningstedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056006";"Bokel";"Gemeinden";"0,00";;;"0,00";
"01056008";"Bokholt-Hanredder";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056009";"Borstel-Hohenraden";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056010";"Brande-Hörnerkirchen";"Gemeinden";"0,00";;;"0,00";
"01056011";"Bullenkuhlen";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056013";"Ellerbek";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056014";"Ellerhoop";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056015";"Elmshorn, Stadt";"Gemeinden";"0,84";"0,94";"1,14";"1,23";"2,15"
"01056016";"Groß Nordende";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056017";"Groß Offenseth-Aspern";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056018";"Halstenbek";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056019";"Haselau";"Gemeinden";"0,00";;;"0,00";
"01056020";"Haseldorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056021";"Hasloh";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056022";"Heede";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056023";"Heidgraben";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056024";"Heist";"Gemeinden";"1,53";"2,76";;"0,00";
"01056025";"Helgoland";"Gemeinden";"152,98";"155,54";"168,78";"134,39";"191,93"
"01056026";"Hemdingen";"Gemeinden";"0,00";;;"0,00";
"01056027";"Hetlingen";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056028";"Holm";"Gemeinden";"0,00";;;"0,00";
"01056029";"Klein Nordende";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056030";"Klein Offenseth-Sparrieshoop";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056031";"Kölln-Reisiek";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056032";"Kummerfeld";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056033";"Seester";"Gemeinden";"0,00";;;"0,00";
"01056034";"Langeln";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056035";"Lutzhorn";"Gemeinden";"0,00";;;"0,00";
"01056036";"Moorrege";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056037";"Neuendeich";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056038";"Osterhorn";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056039";"Pinneberg, Stadt";"Gemeinden";"0,63";"0,81";"0,92";"0,44";"0,86"
"01056040";"Prisdorf";"Gemeinden";"0,00";;;"0,00";
"01056041";"Quickborn, Stadt";"Gemeinden";"2,53";"3,52";"4,72";"2,16";"4,21"
"01056042";"Raa-Besenbek";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056043";"Rellingen";"Gemeinden";"2,32";"2,28";"2,03";"0,99";
"01056044";"Schenefeld, Stadt";"Gemeinden";"0,00";;;"0,00";
"01056045";"Seestermühe";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056046";"Seeth-Ekholt";"Gemeinden";"0,00";;;"0,00";"0,00"
"01056047";"Tangstedt";"Gemeinden";"0,00";;;"0,00";
"01056048";"Tornesch, Stadt";"Gemeinden";"0,00";;;"0,00";
"01056049";"Uetersen, Stadt";"Gemeinden";"1,05";"1,07";;"0,00";
"01056050";"Wedel, Stadt";"Gemeinden";"1,77";"1,64";"1,72";"1,14";"1,93"
"01056051";"Westerhorn";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057001";"Ascheberg (Holstein)";"Gemeinden";"8,69";"9,11";;"0,00";
"01057002";"Barmissen";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057003";"Barsbek";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057004";"Behrensdorf (Ostsee)";"Gemeinden";"46,87";"47,89";"46,67";"38,41";"31,64"
"01057005";"Belau";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057006";"Bendfeld";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057007";"Blekendorf";"Gemeinden";"13,62";"14,92";"15,10";"21,23";"19,59"
"01057008";"Bönebüttel";"Gemeinden";"0,00";;;"0,00";
"01057009";"Bösdorf";"Gemeinden";"29,71";"39,86";"40,85";"38,56";"45,98"
"01057010";"Boksee";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057011";"Bothkamp";"Gemeinden";"0,00";;;"0,00";
"01057012";"Brodersdorf";"Gemeinden";"0,00";;;"0,00";
"01057013";"Dannau";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057015";"Dersau";"Gemeinden";"25,77";"23,68";"13,99";"0,00";
"01057016";"Dobersdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057017";"Dörnick";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057018";"Fahren";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057020";"Fiefbergen";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057021";"Giekau";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057022";"Grebin";"Gemeinden";"0,59";;;"0,00";"0,00"
"01057023";"Großbarkau";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057024";"Großharrie";"Gemeinden";"0,00";;;"0,00";
"01057025";"Heikendorf";"Gemeinden";"0,00";;;"0,00";
"01057026";"Helmstorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057027";"Högsdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057028";"Höhndorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057029";"Hohenfelde";"Gemeinden";"14,41";"16,31";"20,52";"19,02";"19,94"
"01057030";"Hohwacht (Ostsee)";"Gemeinden";"139,32";"153,36";"169,35";"206,50";"243,24"
"01057031";"Honigsee";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057032";"Kalübbe";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057033";"Kirchbarkau";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057034";"Kirchnüchel";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057035";"Klamp";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057037";"Klein Barkau";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057038";"Kletkamp";"Gemeinden";"0,00";;;"0,00";
"01057039";"Köhn";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057040";"Krokau";"Gemeinden";"0,00";;;"0,00";
"01057041";"Krummbek";"Gemeinden";"0,00";;;"0,00";
"01057042";"Kühren";"Gemeinden";"0,00";;;"0,00";
"01057043";"Laboe";"Gemeinden";"15,72";"19,73";"27,12";"27,23";"26,74"
"01057044";"Lammershagen";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057045";"Lebrade";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057046";"Lehmkuhlen";"Gemeinden";"0,00";;"4,94";"0,00";
"01057047";"Löptin";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057048";"Lütjenburg, Stadt";"Gemeinden";"0,00";;;"0,00";
"01057049";"Lutterbek";"Gemeinden";"0,00";;;"0,00";
"01057050";"Martensrade";"Gemeinden";"0,00";;;"0,00";
"01057051";"Mönkeberg";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057052";"Mucheln";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057053";"Nehmten";"Gemeinden";"0,00";;;"0,00";
"01057054";"Nettelsee";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057055";"Panker";"Gemeinden";"2,68";"7,40";"6,94";"4,39";"10,24"
"01057056";"Passade";"Gemeinden";"0,00";;;"0,00";
"01057057";"Plön, Stadt";"Gemeinden";"9,48";"17,10";"16,61";"11,99";"18,81"
"01057058";"Pohnsdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057059";"Postfeld";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057060";"Prasdorf";"Gemeinden";"9,73";;"31,63";"45,98";"50,31"
"01057062";"Preetz, Stadt";"Gemeinden";"0,00";;;"0,00";
"01057063";"Probsteierhagen";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057065";"Rantzau";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057066";"Rastorf";"Gemeinden";"0,00";;;"0,00";
"01057067";"Rathjensdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057068";"Rendswühren";"Gemeinden";"0,00";;;"0,00";
"01057069";"Ruhwinkel";"Gemeinden";"3,14";"3,98";;"0,00";
"01057070";"Schellhorn";"Gemeinden";"0,00";;;"0,00";
"01057071";"Schillsdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057072";"Schlesen";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057073";"Schönberg (Holstein)";"Gemeinden";"34,66";"41,36";"51,12";"61,31";"64,48"
"01057074";"Schönkirchen";"Gemeinden";"0,00";;;"0,00";
"01057076";"Schwartbuck";"Gemeinden";"0,00";;;"0,00";
"01057077";"Selent";"Gemeinden";"0,00";;;"0,00";
"01057078";"Stakendorf";"Gemeinden";"6,23";"1,73";;"0,00";
"01057079";"Stein";"Gemeinden";"17,21";"9,51";"99,30";"105,79";"114,42"
"01057080";"Stolpe";"Gemeinden";"0,00";;;"0,00";
"01057081";"Stoltenberg";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057082";"Tröndel";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057083";"Tasdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01057084";"Wahlstorf";"Gemeinden";"0,00";;;"0,00";
"01057085";"Wankendorf";"Gemeinden";"0,00";;;"0,00";
"01057086";"Warnau";"Gemeinden";"0,00";;;"0,00";
"01057087";"Wendtorf";"Gemeinden";"10,71";"12,03";;"0,00";
"01057088";"Wisch";"Gemeinden";"17,80";"14,67";"17,78";"16,49";"17,59"
"01057089";"Wittmoldt";"Gemeinden";"0,00";;;"0,00";
"01057090";"Fargau-Pratjau";"Gemeinden";"0,00";;;"0,00";
"01057091";"Schwentinental, Stadt";"Gemeinden";"0,00";;;"0,00";
"01058001";"Achterwehr";"Gemeinden";"0,00";;"2,10";"2,17";"2,43"
"01058003";"Alt Duvenstedt";"Gemeinden";"0,00";;;"0,00";
"01058004";"Altenhof";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058005";"Altenholz";"Gemeinden";"0,00";;;"0,00";
"01058007";"Arpsdorf";"Gemeinden";"0,00";;;"0,00";
"01058008";"Ascheffel";"Gemeinden";"0,00";;;"0,00";
"01058009";"Aukrug";"Gemeinden";"19,47";"22,27";"21,90";"15,92";"18,04"
"01058010";"Bargstall";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058011";"Bargstedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058012";"Barkelsby";"Gemeinden";"0,00";;;"0,00";
"01058013";"Beldorf";"Gemeinden";"0,00";;;"0,00";
"01058014";"Bendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058015";"Beringstedt";"Gemeinden";"0,00";;;"0,00";
"01058016";"Bissee";"Gemeinden";"0,00";;;"0,00";
"01058018";"Blumenthal";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058019";"Böhnhusen";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058021";"Bokel";"Gemeinden";"0,00";;;"0,00";
"01058022";"Bordesholm";"Gemeinden";"0,00";;;"0,00";
"01058023";"Borgdorf-Seedorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058024";"Borgstedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058025";"Bornholt";"Gemeinden";"0,00";;"16,28";"11,92";
"01058026";"Bovenau";"Gemeinden";"0,00";;;"0,00";
"01058027";"Brammer";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058028";"Bredenbek";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058029";"Breiholz";"Gemeinden";"0,00";;;"0,00";
"01058030";"Brekendorf";"Gemeinden";"0,00";;;"0,00";
"01058031";"Brinjahe";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058032";"Brodersby";"Gemeinden";"249,08";"276,61";"307,51";"245,24";"268,75"
"01058033";"Brügge";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058034";"Büdelsdorf, Stadt";"Gemeinden";"0,00";;;"0,00";
"01058035";"Bünsdorf";"Gemeinden";"0,00";;;"17,46";"32,19"
"01058036";"Christiansholm";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058037";"Dänischenhagen";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058038";"Dätgen";"Gemeinden";"0,00";;;"0,00";
"01058039";"Damendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058040";"Damp";"Gemeinden";"0,00";;;"0,00";
"01058042";"Dörphof";"Gemeinden";"18,02";"15,07";"30,22";"24,09";"36,96"
"01058043";"Eckernförde, Stadt";"Gemeinden";"3,65";"4,59";"6,48";"7,57";"8,48"
"01058044";"Ehndorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058045";"Eisendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058046";"Ellerdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058047";"Elsdorf-Westermühlen";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058048";"Embühren";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058049";"Emkendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058050";"Felde";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058051";"Felm";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058052";"Fleckeby";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058053";"Flintbek";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058054";"Fockbek";"Gemeinden";"1,62";"1,76";"1,70";"1,49";"1,66"
"01058055";"Friedrichsgraben";"Gemeinden";"0,00";;;"0,00";
"01058056";"Friedrichsholm";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058057";"Gammelby";"Gemeinden";"0,00";;;"0,00";
"01058058";"Gettorf";"Gemeinden";"0,00";;;"0,00";
"01058059";"Gnutz";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058061";"Gokels";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058062";"Grauel";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058063";"Grevenkrug";"Gemeinden";"0,00";;;"0,00";
"01058064";"Groß Buchwald";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058065";"Groß Vollstedt";"Gemeinden";"0,00";;;"0,00";
"01058066";"Groß Wittensee";"Gemeinden";"26,47";"23,74";"26,95";"20,61";"18,66"
"01058067";"Güby";"Gemeinden";"0,00";;"13,66";"10,80";"11,25"
"01058068";"Haale";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058069";"Haby";"Gemeinden";"0,00";;;"0,00";
"01058070";"Hamdorf";"Gemeinden";"0,00";;;"0,00";
"01058071";"Hamweddel";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058072";"Hanerau-Hademarschen";"Gemeinden";"2,14";"2,02";;"0,00";
"01058073";"Haßmoor";"Gemeinden";"0,00";;;"0,00";
"01058074";"Heinkenborstel";"Gemeinden";"0,00";;;"0,00";
"01058075";"Hörsten";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058076";"Hoffeld";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058077";"Hohenwestedt";"Gemeinden";"1,52";"1,47";"1,56";"0,00";
"01058078";"Hohn";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058080";"Holtsee";"Gemeinden";"0,00";;;"0,00";
"01058081";"Holzbunge";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058082";"Holzdorf";"Gemeinden";"4,43";"5,46";"4,42";"0,00";
"01058083";"Hütten";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058084";"Hummelfeld";"Gemeinden";"0,00";;;"0,00";
"01058085";"Jahrsdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058086";"Jevenstedt";"Gemeinden";"1,90";"1,89";"2,59";"2,00";"1,76"
"01058087";"Karby";"Gemeinden";"6,40";"5,05";;"0,00";
"01058088";"Klein Wittensee";"Gemeinden";"19,42";"21,86";;"0,00";
"01058089";"Königshügel";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058090";"Kosel";"Gemeinden";"0,00";"11,19";"12,83";"12,42";"12,92"
"01058091";"Krogaspe";"Gemeinden";"0,00";;;"0,00";
"01058092";"Kronshagen";"Gemeinden";"0,00";;;"0,00";
"01058093";"Krummwisch";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058094";"Langwedel";"Gemeinden";"0,00";;;"0,00";
"01058096";"Lindau";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058097";"Lohe-Föhrden";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058098";"Loop";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058099";"Loose";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058100";"Lütjenwestedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058101";"Luhnstedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058102";"Goosefeld";"Gemeinden";"0,00";;;"0,00";
"01058103";"Meezen";"Gemeinden";"0,00";;;"0,00";
"01058104";"Melsdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058105";"Mielkendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058106";"Mörel";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058107";"Molfsee";"Gemeinden";"0,00";;;"0,00";
"01058108";"Mühbrook";"Gemeinden";"0,00";;;"0,00";
"01058109";"Negenharrie";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058110";"Neudorf-Bornstein";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058111";"Neu Duvenstedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058112";"Neuwittenbek";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058113";"Nienborstel";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058115";"Nindorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058116";"Noer";"Gemeinden";"0,00";;;"0,00";
"01058117";"Nortorf, Stadt";"Gemeinden";"0,00";"2,02";"2,61";"1,81";
"01058118";"Nübbel";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058119";"Oldenbüttel";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058120";"Oldenhütten";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058121";"Osdorf";"Gemeinden";"0,00";;;"0,00";
"01058122";"Ostenfeld (Rendsburg)";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058123";"Osterby";"Gemeinden";"0,00";;;"0,00";
"01058124";"Osterrönfeld";"Gemeinden";"0,00";;;"1,82";
"01058125";"Osterstedt";"Gemeinden";"0,00";;;"0,00";
"01058126";"Ottendorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058127";"Owschlag";"Gemeinden";"0,00";;;"0,00";
"01058128";"Padenstedt";"Gemeinden";"0,00";;;"7,98";"9,08"
"01058129";"Prinzenmoor";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058130";"Quarnbek";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058131";"Rade b. Hohenwestedt";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058132";"Rade b. Rendsburg";"Gemeinden";"0,00";;;"0,00";
"01058133";"Reesdorf";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058134";"Remmels";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058135";"Rendsburg, Stadt";"Gemeinden";"1,53";"2,55";"3,26";"3,60";"4,45"
"01058136";"Rickert";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058137";"Rieseby";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058138";"Rodenbek";"Gemeinden";"0,00";;;"0,00";"0,00"
"01058139";"Rumohr";"Gemeinden";"0,00";;;"0,00";"0,00"
