Kennziffer;Raumeinheit;Aggregat;Kaufkraft;Kaufkraft;Kaufkraft;Kaufkraft
"01054020";"Breklum";"Gemeinden";"19.858,87";"22.499,49";"25.064,93";"29.079,90"
"01054022";"Dagebüll";"Gemeinden";"20.195,36";"23.727,55";"26.179,06";"31.167,47"
"01054023";"Drage";"Gemeinden";"22.931,77";"24.663,02";"27.113,49";"31.752,16"
"01054024";"Drelsdorf";"Gemeinden";"18.936,31";"21.333,16";"23.022,25";"27.029,81"
"01054025";"Dunsum";"Gemeinden";"17.490,41";"20.008,11";"23.007,39";"26.960,98"
"01054026";"Elisabeth-Sophien-Koog";"Gemeinden";"11.356,25";"13.740,02";"16.741,98";"19.784,13"
"01054027";"Ellhöft";"Gemeinden";"16.188,51";"18.850,04";"21.706,10";"24.923,12"
"01054032";"Fresendelf";"Gemeinden";"18.180,86";"20.580,91";"22.831,40";"27.135,95"
"01054033";"Friedrichstadt, Stadt";"Gemeinden";"20.087,06";"22.241,24";"24.248,12";"28.391,25"
"01054034";"Friedrich-Wilhelm-Lübke-Koog";"Gemeinden";"27.627,36";"32.232,85";"36.459,56";"41.862,44"
"01054035";"Garding, Kirchspiel";"Gemeinden";"17.633,69";"18.843,21";"20.779,23";"23.871,00"
"01054036";"Garding, Stadt";"Gemeinden";"19.924,09";"22.081,23";"24.138,71";"28.396,08"
"01054037";"Goldebek";"Gemeinden";"17.782,53";"19.982,06";"22.299,32";"26.539,42"
"01054038";"Goldelund";"Gemeinden";"19.431,90";"20.909,70";"22.586,32";"26.387,11"
"01054039";"Gröde";"Gemeinden";"25.926,50";"27.432,60";"28.088,07";"31.884,34"
"01054040";"Grothusenkoog";"Gemeinden";"43.978,66";"44.071,05";"47.325,00";"55.149,81"
"01054041";"Haselund";"Gemeinden";"18.819,57";"21.572,02";"24.134,99";"27.699,73"
"01054042";"Hattstedt";"Gemeinden";"21.322,03";"23.985,74";"26.476,16";"30.677,24"
"01054043";"Hattstedtermarsch";"Gemeinden";"18.117,21";"20.576,42";"22.477,93";"26.441,59"
"01054045";"Högel";"Gemeinden";"18.344,00";"20.969,55";"23.138,77";"26.697,39"
"01054046";"Hörnum (Sylt)";"Gemeinden";"20.612,84";"22.223,49";"23.408,70";"27.774,38"
"01054048";"Holm";"Gemeinden";"18.428,89";"21.452,33";"23.606,69";"27.621,36"
"01054050";"Hallig Hooge";"Gemeinden";"24.190,12";"25.449,96";"25.960,68";"30.635,60"
"01054052";"Horstedt";"Gemeinden";"19.447,58";"22.214,73";"24.868,67";"29.694,46"
"01054054";"Hude";"Gemeinden";"17.201,26";"19.431,72";"21.918,20";"25.628,86"
"01054055";"Humptrup";"Gemeinden";"19.267,23";"21.565,70";"23.236,99";"27.117,26"
"01054056";"Husum, Stadt";"Gemeinden";"20.881,45";"23.281,30";"25.375,18";"29.590,59"
"01054057";"Immenstedt";"Gemeinden";"18.700,59";"20.249,02";"21.767,98";"25.545,23"
"01054059";"Joldelund";"Gemeinden";"18.380,83";"20.841,49";"23.120,93";"27.649,21"
"01054061";"Kampen (Sylt)";"Gemeinden";"34.364,48";"40.971,17";"47.518,65";"54.423,14"
"01054062";"Karlum";"Gemeinden";"19.788,14";"22.164,65";"23.867,37";"27.706,85"
"01054063";"Katharinenheerd";"Gemeinden";"20.578,02";"22.025,92";"23.985,13";"28.061,76"
"01054065";"Klanxbüll";"Gemeinden";"19.503,63";"21.845,05";"24.348,55";"28.509,05"
"01054068";"Klixbüll";"Gemeinden";"19.670,77";"22.457,85";"24.860,77";"29.108,24"
"01054070";"Koldenbüttel";"Gemeinden";"20.080,25";"22.585,42";"24.551,84";"28.580,85"
"01054071";"Kolkerheide";"Gemeinden";"13.875,35";"15.284,43";"17.124,55";"20.217,62"
"01054072";"Kotzenbüll";"Gemeinden";"19.784,72";"22.173,89";"24.528,31";"29.311,16"
"01054073";"Ladelund";"Gemeinden";"17.824,52";"20.304,28";"22.505,74";"26.393,55"
"01054074";"Langeneß";"Gemeinden";"19.016,94";"22.069,02";"24.586,87";"28.716,50"
"01054075";"Langenhorn";"Gemeinden";"19.822,16";"22.257,88";"24.663,91";"28.703,01"
"01054076";"Leck";"Gemeinden";"20.568,91";"22.228,29";"23.976,15";"27.771,59"
"01054077";"Lexgaard";"Gemeinden";"19.986,34";"22.913,62";"25.004,44";"28.970,09"
"01054078";"List auf Sylt";"Gemeinden";"16.259,60";"19.154,26";"21.312,67";"24.943,12"
"01054079";"Löwenstedt";"Gemeinden";"20.066,98";"23.162,74";"26.153,72";"30.808,78"
"01054080";"Lütjenholm";"Gemeinden";"17.043,67";"19.444,21";"22.003,04";"25.352,59"
"01054083";"Midlum";"Gemeinden";"22.531,15";"25.674,91";"26.896,37";"31.069,41"
"01054084";"Mildstedt";"Gemeinden";"21.590,46";"24.641,57";"27.275,64";"31.734,89"
"01054085";"Nebel";"Gemeinden";"23.184,63";"25.130,03";"26.995,06";"31.508,87"
"01054086";"Neukirchen";"Gemeinden";"17.591,67";"20.370,05";"22.244,70";"26.088,21"
"01054087";"Nieblum";"Gemeinden";"22.626,27";"25.675,36";"27.666,80";"32.342,52"
"01054088";"Niebüll, Stadt";"Gemeinden";"20.603,81";"23.110,42";"25.171,96";"29.120,47"
"01054089";"Norddorf auf Amrum";"Gemeinden";"20.551,68";"23.073,60";"25.310,11";"29.437,79"
"01054090";"Norderfriedrichskoog";"Gemeinden";"25.641,92";"27.140,61";"27.176,60";"32.168,04"
"01054091";"Nordstrand";"Gemeinden";"20.349,79";"23.009,19";"25.324,91";"29.181,66"
"01054092";"Norstedt";"Gemeinden";"18.118,87";"20.689,19";"23.186,24";"26.741,39"
"01054093";"Ockholm";"Gemeinden";"18.431,27";"20.875,91";"23.498,04";"27.691,28"
"01054094";"Oevenum";"Gemeinden";"19.182,64";"21.287,98";"23.858,54";"27.854,51"
"01054095";"Oldenswort";"Gemeinden";"20.042,84";"22.765,68";"24.866,63";"28.958,45"
"01054096";"Oldersbek";"Gemeinden";"19.450,23";"21.905,06";"24.883,43";"29.543,16"
"01054097";"Olderup";"Gemeinden";"19.192,80";"22.023,92";"24.549,31";"28.037,08"
"01054098";"Oldsum";"Gemeinden";"19.413,34";"21.376,91";"23.214,84";"27.039,95"
"01054099";"Ostenfeld (Husum)";"Gemeinden";"22.664,59";"25.432,56";"27.879,42";"32.196,40"
"01054100";"Osterhever";"Gemeinden";"23.808,78";"25.905,79";"27.481,45";"32.659,76"
"01054101";"Oster-Ohrstedt";"Gemeinden";"19.774,48";"22.657,84";"25.167,44";"29.517,05"
"01054103";"Pellworm";"Gemeinden";"22.445,05";"24.292,53";"26.636,54";"31.220,32"
"01054104";"Poppenbüll";"Gemeinden";"23.585,00";"27.264,54";"29.354,73";"34.329,37"
"01054105";"Ramstedt";"Gemeinden";"19.230,53";"21.356,48";"23.781,81";"27.819,27"
"01054106";"Rantrum";"Gemeinden";"21.480,40";"24.107,38";"26.115,80";"30.577,87"
"01054108";"Reußenköge";"Gemeinden";"30.364,31";"36.394,05";"43.541,65";"51.822,02"
"01054109";"Risum-Lindholm";"Gemeinden";"20.140,17";"23.056,53";"25.180,81";"29.848,78"
"01054110";"Rodenäs";"Gemeinden";"18.449,89";"21.095,05";"23.183,86";"26.865,17"
"01054113";"Sankt Peter-Ording";"Gemeinden";"22.416,20";"25.303,84";"27.456,25";"31.816,89"
"01054116";"Schwabstedt";"Gemeinden";"20.886,32";"22.487,31";"24.550,87";"29.012,28"
"01054118";"Schwesing";"Gemeinden";"20.960,12";"23.764,52";"24.987,69";"29.206,09"
"01054119";"Seeth";"Gemeinden";"18.644,09";"20.122,15";"22.385,28";"26.101,46"
"01054120";"Simonsberg";"Gemeinden";"20.122,91";"23.587,63";"25.664,05";"30.214,62"
"01054121";"Sönnebüll";"Gemeinden";"17.058,35";"19.607,25";"23.122,40";"26.985,96"
"01054123";"Sollwitt";"Gemeinden";"18.129,35";"20.535,93";"23.046,05";"27.479,93"
"01054124";"Sprakebüll";"Gemeinden";"20.995,28";"24.446,62";"26.618,71";"31.572,96"
"01054125";"Stadum";"Gemeinden";"19.569,08";"22.303,23";"24.193,95";"27.731,56"
"01054126";"Stedesand";"Gemeinden";"19.058,89";"22.149,39";"24.427,70";"28.824,32"
"01054128";"Struckum";"Gemeinden";"19.739,83";"21.790,82";"24.326,00";"28.670,23"
"01054129";"Süderende";"Gemeinden";"21.056,57";"23.062,05";"25.254,83";"29.972,40"
"01054130";"Süderhöft";"Gemeinden";"21.491,58";"23.561,49";"24.327,64";"28.186,87"
"01054131";"Süderlügum";"Gemeinden";"19.352,11";"21.876,70";"24.061,25";"27.979,77"
"01054132";"Südermarsch";"Gemeinden";"19.926,33";"21.104,36";"22.728,87";"27.514,88"
"01054134";"Tating";"Gemeinden";"20.578,99";"22.141,78";"24.375,19";"28.375,89"
"01054135";"Tetenbüll";"Gemeinden";"24.468,52";"26.413,76";"28.506,32";"33.259,94"
"01054136";"Tinningstedt";"Gemeinden";"20.988,99";"23.540,22";"25.728,00";"29.560,83"
"01054138";"Tönning, Stadt";"Gemeinden";"19.959,18";"22.305,97";"24.312,36";"28.360,41"
"01054140";"Tümlauer Koog";"Gemeinden";"17.662,24";"20.068,25";"22.152,96";"25.879,17"
"01054141";"Uelvesbüll";"Gemeinden";"21.525,44";"23.863,63";"26.550,77";"31.665,63"
"01054142";"Uphusum";"Gemeinden";"17.896,22";"20.111,91";"21.810,94";"25.526,96"
"01054143";"Utersum";"Gemeinden";"22.147,45";"24.087,08";"25.771,93";"29.256,21"
"01054144";"Viöl";"Gemeinden";"20.286,26";"22.693,26";"24.933,69";"29.210,76"
"01054145";"Vollerwiek";"Gemeinden";"17.217,14";"19.757,51";"22.329,91";"25.971,00"
"01054146";"Vollstedt";"Gemeinden";"19.308,40";"21.355,57";"22.120,02";"26.585,90"
"01054148";"Welt";"Gemeinden";"19.877,66";"22.835,45";"24.770,81";"29.482,08"
"01054149";"Wenningstedt-Braderup (Sylt)";"Gemeinden";"28.755,58";"31.639,80";"32.665,91";"37.467,13"
"01054150";"Westerhever";"Gemeinden";"21.630,36";"23.528,44";"25.447,80";"29.277,89"
"01054152";"Wester-Ohrstedt";"Gemeinden";"19.819,80";"21.538,82";"23.947,70";"27.512,55"
"01054154";"Westre";"Gemeinden";"20.746,01";"23.604,54";"25.657,02";"30.129,77"
"01054156";"Winnert";"Gemeinden";"18.770,85";"21.253,08";"22.796,73";"27.313,42"
"01054157";"Wisch";"Gemeinden";"18.456,50";"20.834,99";"22.648,94";"26.186,75"
"01054158";"Witsum";"Gemeinden";"29.399,85";"36.388,62";"41.078,15";"47.506,72"
"01054159";"Wittbek";"Gemeinden";"19.720,61";"22.179,63";"24.544,21";"28.590,83"
"01054160";"Wittdün auf Amrum";"Gemeinden";"22.617,30";"24.149,03";"24.931,57";"29.027,63"
"01054161";"Witzwort";"Gemeinden";"20.772,65";"23.366,06";"25.282,10";"29.334,21"
"01054162";"Wobbenbüll";"Gemeinden";"23.217,84";"26.145,28";"29.282,05";"33.650,95"
"01054163";"Wrixum";"Gemeinden";"20.567,90";"23.072,61";"25.481,08";"29.480,61"
"01054164";"Wyk auf Föhr, Stadt";"Gemeinden";"21.304,03";"23.404,02";"25.192,34";"29.423,61"
"01054165";"Galmsbüll";"Gemeinden";"19.695,07";"23.347,68";"26.572,65";"31.000,10"
"01054166";"Emmelsbüll-Horsbüll";"Gemeinden";"19.991,19";"22.712,24";"25.435,21";"30.106,96"
"01054167";"Enge-Sande";"Gemeinden";"19.238,20";"21.901,10";"23.798,00";"27.961,01"
"01054168";"Sylt";"Gemeinden";"25.620,67";"28.012,23";"30.547,90";"35.595,00"
"01055001";"Ahrensbök";"Gemeinden";"20.093,28";"22.293,78";"24.157,16";"28.083,10"
"01055002";"Altenkrempe";"Gemeinden";"19.686,53";"22.071,97";"24.780,56";"28.787,11"
"01055004";"Bad Schwartau, Stadt";"Gemeinden";"24.302,21";"26.317,21";"27.713,85";"32.208,82"
"01055006";"Beschendorf";"Gemeinden";"18.046,30";"20.389,35";"22.186,84";"25.823,92"
"01055007";"Bosau";"Gemeinden";"20.694,49";"23.335,96";"25.377,78";"29.461,40"
"01055010";"Dahme";"Gemeinden";"22.022,99";"24.240,46";"26.460,56";"30.959,16"
"01055011";"Damlos";"Gemeinden";"20.591,17";"22.966,95";"24.903,32";"29.382,53"
"01055012";"Eutin, Stadt";"Gemeinden";"21.567,89";"23.898,33";"26.059,68";"30.486,94"
"01055014";"Göhl";"Gemeinden";"19.068,96";"21.383,76";"22.997,24";"26.687,38"
"01055015";"Gremersdorf";"Gemeinden";"20.664,23";"23.133,87";"25.462,37";"29.579,29"
"01055016";"Grömitz";"Gemeinden";"20.877,62";"23.338,18";"25.378,32";"29.670,49"
"01055017";"Großenbrode";"Gemeinden";"21.945,66";"23.857,89";"26.070,84";"30.397,04"
"01055018";"Grube";"Gemeinden";"20.069,17";"22.431,76";"24.174,66";"27.954,41"
"01055020";"Harmsdorf";"Gemeinden";"19.749,90";"21.673,18";"23.879,20";"27.731,73"
"01055021";"Heiligenhafen, Stadt";"Gemeinden";"20.597,82";"22.921,77";"24.743,59";"28.682,83"
"01055022";"Heringsdorf";"Gemeinden";"19.951,83";"21.874,62";"24.405,96";"28.315,57"
"01055023";"Kabelhorst";"Gemeinden";"16.952,09";"19.485,94";"20.884,77";"24.220,65"
"01055024";"Kasseedorf";"Gemeinden";"19.979,49";"22.583,64";"24.686,12";"28.761,87"
"01055025";"Kellenhusen (Ostsee)";"Gemeinden";"21.140,69";"24.035,25";"25.683,94";"30.075,86"
"01055027";"Lensahn";"Gemeinden";"19.742,34";"22.065,75";"23.481,26";"27.357,87"
"01055028";"Malente";"Gemeinden";"21.177,64";"23.378,90";"25.614,55";"30.049,46"
"01055029";"Manhagen";"Gemeinden";"18.292,56";"20.512,17";"21.891,81";"25.828,60"
"01055031";"Neukirchen";"Gemeinden";"21.317,79";"23.085,82";"24.753,47";"28.366,02"
"01055032";"Neustadt in Holstein, Stadt";"Gemeinden";"20.852,41";"23.369,00";"25.214,91";"29.296,56"
"01055033";"Oldenburg in Holstein, Stadt";"Gemeinden";"20.876,44";"22.896,36";"24.471,01";"28.349,10"
"01055035";"Ratekau";"Gemeinden";"22.208,35";"24.581,06";"26.097,00";"30.303,54"
"01055036";"Riepsdorf";"Gemeinden";"17.822,91";"20.358,98";"22.856,92";"26.625,51"
"01055037";"Schashagen";"Gemeinden";"19.168,67";"22.023,96";"23.998,99";"27.645,03"
"01055038";"Schönwalde am Bungsberg";"Gemeinden";"20.146,18";"22.919,34";"25.048,97";"28.957,75"
"01055039";"Sierksdorf";"Gemeinden";"25.206,28";"28.581,44";"29.443,39";"34.170,49"
"01055040";"Stockelsdorf";"Gemeinden";"23.823,92";"26.305,74";"27.872,93";"32.369,16"
"01055041";"Süsel";"Gemeinden";"19.657,96";"22.560,17";"24.919,19";"28.995,06"
"01055042";"Timmendorfer Strand";"Gemeinden";"24.771,52";"27.772,81";"30.101,94";"35.333,04"
"01055043";"Wangels";"Gemeinden";"19.982,15";"22.587,70";"24.547,85";"28.567,73"
"01055044";"Scharbeutz";"Gemeinden";"24.419,28";"26.790,96";"29.369,06";"34.253,15"
"01055046";"Fehmarn, Stadt";"Gemeinden";"21.588,68";"24.153,24";"25.776,37";"29.932,59"
"01056001";"Appen";"Gemeinden";"23.301,39";"26.348,61";"28.783,38";"33.292,15"
"01056002";"Barmstedt, Stadt";"Gemeinden";"21.966,89";"23.965,38";"25.297,75";"29.344,77"
"01056003";"Bevern";"Gemeinden";"23.895,04";"26.121,75";"28.059,67";"32.962,93"
"01056004";"Bilsen";"Gemeinden";"24.381,31";"25.633,64";"26.920,08";"31.183,09"
"01056005";"Bönningstedt";"Gemeinden";"26.187,55";"27.832,16";"29.724,17";"34.535,75"
"01056006";"Bokel";"Gemeinden";"21.460,89";"23.954,70";"26.544,29";"30.875,71"
"01056008";"Bokholt-Hanredder";"Gemeinden";"25.407,38";"27.443,22";"29.062,79";"33.533,67"
"01056009";"Borstel-Hohenraden";"Gemeinden";"25.631,20";"27.626,51";"29.011,00";"33.923,44"
"01056010";"Brande-Hörnerkirchen";"Gemeinden";"22.471,74";"24.414,41";"25.705,79";"29.929,75"
"01056011";"Bullenkuhlen";"Gemeinden";"21.083,81";"22.640,36";"25.166,12";"29.619,72"
"01056013";"Ellerbek";"Gemeinden";"29.206,72";"31.241,10";"32.615,89";"38.178,73"
"01056014";"Ellerhoop";"Gemeinden";"24.559,44";"27.800,55";"29.648,89";"35.086,03"
"01056015";"Elmshorn, Stadt";"Gemeinden";"21.493,65";"23.312,47";"24.425,14";"28.481,96"
"01056016";"Groß Nordende";"Gemeinden";"20.749,87";"23.328,68";"25.309,54";"29.685,55"
"01056017";"Groß Offenseth-Aspern";"Gemeinden";"17.947,55";"21.070,38";"22.681,61";"26.281,19"
"01056018";"Halstenbek";"Gemeinden";"28.371,54";"30.391,86";"31.365,87";"36.380,84"
"01056019";"Haselau";"Gemeinden";"25.505,96";"27.123,92";"28.686,70";"32.883,32"
"01056020";"Haseldorf";"Gemeinden";"23.799,18";"25.949,03";"27.463,94";"31.897,99"
"01056021";"Hasloh";"Gemeinden";"25.600,31";"27.462,60";"28.882,52";"33.705,06"
"01056022";"Heede";"Gemeinden";"21.868,87";"24.860,20";"26.064,10";"30.233,01"
"01056023";"Heidgraben";"Gemeinden";"27.275,71";"29.036,86";"30.464,01";"35.541,33"
"01056024";"Heist";"Gemeinden";"23.887,95";"26.120,08";"27.934,08";"32.856,23"
"01056025";"Helgoland";"Gemeinden";"25.088,21";"27.116,99";"27.862,43";"32.245,84"
"01056026";"Hemdingen";"Gemeinden";"23.595,70";"25.167,70";"27.051,65";"32.128,57"
"01056027";"Hetlingen";"Gemeinden";"25.090,94";"28.137,33";"29.434,37";"34.236,73"
"01056028";"Holm";"Gemeinden";"26.831,63";"29.011,51";"31.378,50";"36.831,43"
"01056029";"Klein Nordende";"Gemeinden";"27.454,45";"29.719,13";"30.871,45";"36.362,67"
"01056030";"Klein Offenseth-Sparrieshoop";"Gemeinden";"23.011,85";"25.896,97";"28.397,40";"33.032,51"
"01056031";"Kölln-Reisiek";"Gemeinden";"25.232,54";"27.619,82";"29.575,57";"34.381,60"
"01056032";"Kummerfeld";"Gemeinden";"28.021,25";"29.897,57";"31.468,84";"36.800,20"
"01056033";"Seester";"Gemeinden";"24.232,93";"26.724,26";"28.729,10";"33.846,29"
"01056034";"Langeln";"Gemeinden";"22.940,03";"24.290,60";"26.682,51";"31.427,04"
"01056035";"Lutzhorn";"Gemeinden";"21.702,95";"23.486,39";"25.520,63";"29.742,95"
"01056036";"Moorrege";"Gemeinden";"25.724,48";"27.406,73";"29.453,84";"34.246,07"
"01056037";"Neuendeich";"Gemeinden";"25.578,79";"27.085,94";"28.554,28";"33.078,94"
"01056038";"Osterhorn";"Gemeinden";"18.207,43";"20.504,99";"22.844,55";"26.921,79"
"01056039";"Pinneberg, Stadt";"Gemeinden";"23.192,25";"24.887,79";"25.972,83";"30.152,01"
"01056040";"Prisdorf";"Gemeinden";"26.139,18";"28.371,33";"29.870,95";"35.119,94"
"01056041";"Quickborn, Stadt";"Gemeinden";"26.855,20";"28.715,96";"30.307,48";"35.411,13"
"01056042";"Raa-Besenbek";"Gemeinden";"23.159,66";"26.649,31";"28.176,69";"33.186,20"
"01056043";"Rellingen";"Gemeinden";"27.732,78";"29.959,95";"31.131,91";"36.316,15"
"01056044";"Schenefeld, Stadt";"Gemeinden";"24.604,08";"26.292,20";"27.724,24";"32.174,39"
"01056045";"Seestermühe";"Gemeinden";"27.806,54";"30.501,41";"32.401,09";"38.412,06"
"01056046";"Seeth-Ekholt";"Gemeinden";"22.417,28";"25.153,99";"27.554,13";"32.312,38"
"01056047";"Tangstedt";"Gemeinden";"27.296,12";"29.596,81";"31.226,93";"36.385,39"
"01056048";"Tornesch, Stadt";"Gemeinden";"23.738,71";"25.974,44";"27.498,28";"31.925,58"
"01056049";"Uetersen, Stadt";"Gemeinden";"21.684,02";"23.519,72";"24.750,92";"28.749,97"
"01056050";"Wedel, Stadt";"Gemeinden";"24.130,77";"26.111,88";"27.127,34";"31.491,31"
"01056051";"Westerhorn";"Gemeinden";"21.677,31";"23.517,90";"26.251,02";"30.797,38"
"01057001";"Ascheberg (Holstein)";"Gemeinden";"20.699,65";"23.177,86";"25.390,45";"29.521,95"
"01057002";"Barmissen";"Gemeinden";"22.605,89";"24.271,77";"25.480,91";"30.129,30"
"01057003";"Barsbek";"Gemeinden";"20.583,88";"23.158,99";"24.827,89";"29.161,87"
"01057004";"Behrensdorf (Ostsee)";"Gemeinden";"22.662,36";"24.859,57";"25.940,85";"30.307,72"
"01057005";"Belau";"Gemeinden";"24.572,18";"26.408,24";"28.473,71";"33.077,84"
"01057006";"Bendfeld";"Gemeinden";"17.852,23";"20.412,22";"21.831,47";"25.748,28"
"01057007";"Blekendorf";"Gemeinden";"19.674,56";"21.962,52";"23.979,47";"28.204,03"
"01057008";"Bönebüttel";"Gemeinden";"23.874,17";"26.542,18";"28.482,74";"33.507,19"
"01057009";"Bösdorf";"Gemeinden";"20.404,17";"23.250,95";"25.617,33";"29.675,02"
"01057010";"Boksee";"Gemeinden";"21.598,02";"23.070,59";"25.316,48";"29.212,27"
"01057011";"Bothkamp";"Gemeinden";"18.860,78";"20.874,64";"22.918,43";"25.967,37"
"01057012";"Brodersdorf";"Gemeinden";"22.068,56";"24.379,92";"25.783,47";"29.848,94"
"01057013";"Dannau";"Gemeinden";"20.018,28";"22.493,42";"24.383,04";"28.459,34"
"01057015";"Dersau";"Gemeinden";"21.929,97";"24.591,42";"26.790,56";"31.433,35"
"01057016";"Dobersdorf";"Gemeinden";"22.671,09";"24.175,23";"25.462,19";"29.320,14"
"01057017";"Dörnick";"Gemeinden";"25.426,81";"26.983,40";"28.169,26";"32.986,96"
"01057018";"Fahren";"Gemeinden";"20.320,63";"22.648,19";"25.762,01";"30.011,04"
"01057020";"Fiefbergen";"Gemeinden";"19.477,04";"22.088,63";"24.387,98";"28.360,52"
"01057021";"Giekau";"Gemeinden";"20.499,88";"23.054,04";"24.962,21";"29.032,27"
"01057022";"Grebin";"Gemeinden";"21.819,52";"24.128,60";"26.516,95";"31.209,19"
"01057023";"Großbarkau";"Gemeinden";"21.625,47";"23.737,55";"26.088,50";"29.695,16"
"01057024";"Großharrie";"Gemeinden";"21.978,56";"24.463,44";"26.126,94";"30.184,15"
"01057025";"Heikendorf";"Gemeinden";"28.476,50";"31.091,20";"33.261,52";"38.428,20"
"01057026";"Helmstorf";"Gemeinden";"25.529,30";"28.642,48";"30.616,52";"36.444,54"
"01057027";"Högsdorf";"Gemeinden";"18.858,13";"20.514,94";"22.776,49";"26.480,06"
"01057028";"Höhndorf";"Gemeinden";"23.221,88";"26.288,60";"27.908,38";"33.033,53"
"01057029";"Hohenfelde";"Gemeinden";"18.797,61";"21.511,57";"23.762,49";"27.788,14"
"01057030";"Hohwacht (Ostsee)";"Gemeinden";"21.927,21";"24.648,39";"27.113,74";"31.280,32"
"01057031";"Honigsee";"Gemeinden";"19.817,87";"21.861,66";"23.879,69";"27.732,48"
"01057032";"Kalübbe";"Gemeinden";"18.790,74";"21.384,17";"23.888,23";"27.957,79"
"01057033";"Kirchbarkau";"Gemeinden";"24.880,47";"27.668,51";"29.705,68";"35.063,97"
"01057034";"Kirchnüchel";"Gemeinden";"18.530,68";"21.060,27";"23.139,30";"27.340,58"
"01057035";"Klamp";"Gemeinden";"18.555,61";"21.044,35";"23.242,56";"27.178,33"
"01057037";"Klein Barkau";"Gemeinden";"27.111,93";"28.521,92";"29.612,37";"34.822,81"
"01057038";"Kletkamp";"Gemeinden";"25.097,88";"27.787,19";"29.422,44";"35.498,26"
"01057039";"Köhn";"Gemeinden";"22.097,39";"24.618,49";"26.624,94";"30.576,08"
"01057040";"Krokau";"Gemeinden";"18.713,92";"21.160,47";"23.339,46";"27.462,87"
"01057041";"Krummbek";"Gemeinden";"20.894,06";"22.314,22";"24.351,66";"28.346,89"
"01057042";"Kühren";"Gemeinden";"21.557,74";"24.174,82";"26.267,83";"30.640,77"
"01057043";"Laboe";"Gemeinden";"22.262,12";"25.255,40";"27.635,66";"32.376,70"
"01057044";"Lammershagen";"Gemeinden";"18.199,21";"20.959,43";"23.463,10";"27.306,74"
"01057045";"Lebrade";"Gemeinden";"18.312,84";"20.437,20";"22.470,65";"25.690,05"
"01057046";"Lehmkuhlen";"Gemeinden";"19.983,15";"22.750,77";"25.325,66";"29.495,41"
"01057047";"Löptin";"Gemeinden";"23.332,62";"24.670,45";"26.633,13";"31.254,00"
"01057048";"Lütjenburg, Stadt";"Gemeinden";"18.970,69";"21.108,71";"23.010,85";"26.790,05"
"01057049";"Lutterbek";"Gemeinden";"23.610,51";"26.561,52";"27.480,24";"32.608,00"
"01057050";"Martensrade";"Gemeinden";"18.036,69";"20.919,74";"23.138,66";"26.895,18"
"01057051";"Mönkeberg";"Gemeinden";"26.085,01";"28.734,85";"30.069,41";"34.821,54"
"01057052";"Mucheln";"Gemeinden";"19.441,07";"21.810,77";"24.008,36";"27.641,05"
"01057053";"Nehmten";"Gemeinden";"25.920,49";"29.924,17";"32.651,50";"38.155,59"
"01057054";"Nettelsee";"Gemeinden";"21.530,41";"23.024,00";"24.340,04";"28.147,92"
"01057055";"Panker";"Gemeinden";"19.240,58";"21.509,99";"24.148,39";"28.068,96"
"01057056";"Passade";"Gemeinden";"24.991,10";"27.838,40";"30.996,71";"36.043,81"
"01057057";"Plön, Stadt";"Gemeinden";"17.016,02";"19.644,59";"21.827,56";"25.356,52"
"01057058";"Pohnsdorf";"Gemeinden";"20.372,69";"23.090,54";"25.812,30";"30.725,28"
"01057059";"Postfeld";"Gemeinden";"28.205,48";"29.575,76";"30.455,61";"36.373,60"
