Kennziffer;Raumeinheit;Aggregat;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"09673161";"Salz";"Gemeinden";"543,60";"199,91";"176,68";"328,82";"249,46";"221,33";"77,17";"492,07";"498,16"
"09673162";"Sandberg";"Gemeinden";"35,81";"46,24";"42,79";"34,54";"30,52";"39,28";"54,22";"114,73";"95,90"
"09673163";"Schönau a.d.Brend";"Gemeinden";"183,09";"130,67";"30,19";"64,98";"12,01";"150,93";"94,21";"116,75";"163,39"
"09673167";"Sondheim v.d.Rhön";"Gemeinden";"139,69";"175,57";"124,67";"131,28";"231,32";"71,13";"60,28";"113,87";"125,76"
"09673170";"Stockheim";"Gemeinden";"23,97";"13,10";"34,03";"24,94";"49,06";"92,29";"118,69";"50,19";"138,20"
"09673171";"Strahlungen";"Gemeinden";"85,48";"205,13";"92,75";"168,26";"45,91";"62,78";"149,36";"242,10";"228,92"
"09673172";"Sulzdorf a.d.Lederhecke";"Gemeinden";"299,68";"206,76";"76,37";"66,72";"56,95";"69,41";"664,16";"221,08";"191,33"
"09673173";"Sulzfeld";"Gemeinden";"170,97";"145,21";"106,83";"396,21";"648,06";"342,03";"48,84";"1.926,75";"643,58"
"09673174";"Trappstadt, M";"Gemeinden";"70,87";"16,21";"40,91";"82,28";"49,60";"43,39";"297,58";"166,13";"102,21"
"09673175";"Unsleben";"Gemeinden";"226,04";"145,30";"118,01";"221,16";"45,41";"281,89";"151,95";"271,80";"355,30"
"09673182";"Willmars";"Gemeinden";"19,10";"35,87";"14,43";"2,89";"227,34";"-6,77";"163,40";"130,92";"79,84"
"09673183";"Wollbach";"Gemeinden";"99,84";"103,79";"45,02";"27,47";"75,56";"88,26";"244,15";"86,48";"146,29"
"09673184";"Wülfershausen a.d.Saale";"Gemeinden";"115,66";"165,45";"21,88";"83,05";"68,11";"136,15";"170,98";"273,18";"532,78"
"09673186";"Burglauer";"Gemeinden";"64,64";"72,41";"63,13";"39,66";"44,61";"85,75";"174,70";"92,65";"105,12"
"09673451";"Bundorfer Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09673452";"Burgwallbacher Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09673453";"Forst Schmalwasser-Nord";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09673454";"Forst Schmalwasser-Süd";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09673455";"Mellrichstadter Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09673456";"Steinacher Forst r.d.Saale";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09673457";"Sulzfelder Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09673458";"Weigler";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09674111";"Aidhausen";"Gemeinden";"55,64";"33,98";"13,46";"40,27";"36,40";"86,48";"97,74";"196,71";"194,11"
"09674118";"Breitbrunn";"Gemeinden";"-6,83";"27,38";"7,49";"10,15";"46,85";"67,18";"80,36";"76,23";"90,37"
"09674120";"Bundorf";"Gemeinden";"8,92";"26,65";"22,45";"24,13";"30,80";"46,94";"52,96";"94,67";"146,37"
"09674121";"Burgpreppach, M";"Gemeinden";"75,45";"116,81";"142,39";"160,03";"-6,48";"205,44";"297,07";"310,86";"342,36"
"09674129";"Ebelsbach";"Gemeinden";"44,11";"73,62";"65,86";"139,43";"106,19";"154,03";"131,12";"202,17";"286,26"
"09674130";"Ebern, St";"Gemeinden";"135,41";"133,55";"449,23";"638,25";"351,28";"594,29";"860,57";"507,19";"406,06"
"09674133";"Eltmann, St";"Gemeinden";"241,82";"385,11";"270,85";"332,49";"189,41";"512,31";"468,34";"434,00";"622,81"
"09674139";"Gädheim";"Gemeinden";"47,16";"50,47";"13,89";"34,95";"29,24";"-35,35";"6.809,61";"79,51";"95,88"
"09674147";"Haßfurt, St";"Gemeinden";"354,54";"473,75";"327,12";"567,49";"518,59";"510,36";"175,67";"532,15";"693,92"
"09674149";"Hofheim i.UFr., St";"Gemeinden";"110,77";"150,43";"80,60";"186,35";"174,76";"327,23";"20,43";"269,59";"569,55"
"09674153";"Riedbach";"Gemeinden";"39,95";"36,33";"7,44";"55,33";"42,40";"122,06";"42,93";"173,83";"81,09"
"09674159";"Oberaurach";"Gemeinden";"59,83";"137,61";"105,08";"153,05";"145,03";"219,91";"220,92";"265,03";"309,76"
"09674160";"Kirchlauter";"Gemeinden";"25,14";"26,02";"36,43";"40,86";"74,50";"87,60";"880,25";"131,86";"204,10"
"09674163";"Knetzgau";"Gemeinden";"293,23";"453,12";"143,95";"95,59";"307,56";"212,19";"25,64";"431,75";"552,62"
"09674164";"Königsberg i.Bay., St";"Gemeinden";"832,08";"942,72";"235,11";"420,83";"559,99";"234,38";"566,40";"382,16";"827,28"
"09674171";"Maroldsweisach, M";"Gemeinden";"154,23";"192,86";"92,94";"193,72";"317,65";"137,34";"734,53";"194,71";"313,76"
"09674180";"Theres";"Gemeinden";"115,56";"79,46";"135,78";"119,71";"115,63";"68,13";"854,43";"122,68";"114,82"
"09674184";"Pfarrweisach";"Gemeinden";"54,67";"61,39";"16,31";"36,59";"65,12";"66,58";"139,34";"70,91";"160,60"
"09674187";"Rauhenebrach";"Gemeinden";"101,21";"96,27";"96,98";"106,63";"56,86";"118,81";"25,42";"249,95";"300,06"
"09674190";"Rentweinsdorf, M";"Gemeinden";"32,72";"13,15";"-15,12";"3,07";"15,94";"42,28";"305,54";"222,95";"249,39"
"09674195";"Sand a.Main";"Gemeinden";"123,36";"121,63";"96,05";"112,65";"99,49";"145,87";"250,03";"191,50";"265,78"
"09674201";"Stettfeld";"Gemeinden";"95,04";"110,51";"56,96";"99,51";"78,00";"23,98";"303,59";"311,50";"563,42"
"09674210";"Untermerzbach";"Gemeinden";"286,02";"246,10";"344,17";"879,13";"1.042,15";"373,32";"325,17";"370,71";"1.402,60"
"09674219";"Wonfurt";"Gemeinden";"83,61";"91,97";"77,04";"108,03";"63,74";"148,73";"700,81";"285,38";"458,05"
"09674221";"Zeil a.Main, St";"Gemeinden";"133,69";"179,29";"266,06";"174,67";"166,67";"163,24";"8,27";"236,80";"325,36"
"09674223";"Ermershausen";"Gemeinden";"79,94";"59,87";"21,28";"35,37";"79,81";"52,90";"258,64";"108,05";"101,39"
"09675111";"Abtswind, M";"Gemeinden";"690,14";"803,34";"498,07";"1.235,37";"1.017,28";"1.136,47";"2.104,98";"805,86";"1.493,53"
"09675112";"Albertshofen";"Gemeinden";"69,36";"25,82";"56,72";"55,61";"98,58";"163,13";"151,49";"136,62";"212,96"
"09675113";"Biebelried";"Gemeinden";"42,77";"9,72";"21,90";"22,90";"44,39";"86,27";"271,41";"258,14";"248,96"
"09675114";"Buchbrunn";"Gemeinden";"19,83";"70,91";"-2,06";"6,66";"11,54";"30,36";"45,68";"55,32";"106,66"
"09675116";"Castell";"Gemeinden";"23,58";"3,70";"28,68";"35,63";"-12,36";"32,65";"35,69";"31,05";"49,65"
"09675117";"Dettelbach, St";"Gemeinden";"190,77";"107,26";"121,71";"393,60";"272,82";"247,24";"542,55";"621,53";"660,54"
"09675127";"Geiselwind, M";"Gemeinden";"118,40";"89,07";"94,66";"132,62";"208,76";"201,61";"256,01";"338,39";"666,32"
"09675131";"Großlangheim, M";"Gemeinden";"21,75";"59,80";"214,74";"58,79";"82,67";"83,18";"142,84";"195,34";"176,92"
"09675139";"Iphofen, St";"Gemeinden";"3.048,45";"2.783,17";"2.490,83";"2.802,41";"2.521,80";"984,41";"4.706,38";"2.281,61";"2.175,62"
"09675141";"Kitzingen, GKSt";"Gemeinden";"313,22";"290,12";"342,31";"251,63";"216,74";"417,14";"560,17";"502,61";"699,17"
"09675142";"Kleinlangheim, M";"Gemeinden";"48,21";"45,94";"50,15";"56,74";"51,17";"104,31";"131,58";"110,54";"207,85"
"09675144";"Mainbernheim, St";"Gemeinden";"268,61";"129,57";"245,03";"89,14";"211,69";"26,72";"128,53";"55,50";"126,61"
"09675146";"Mainstockheim";"Gemeinden";"38,31";"27,42";"26,55";"45,08";"57,82";"120,85";"104,57";"244,96";"318,32"
"09675147";"Marktbreit, St";"Gemeinden";"285,68";"350,77";"500,40";"1.281,55";"865,80";"1.016,88";"819,38";"1.067,93";"1.375,90"
"09675148";"Markt Einersheim, M";"Gemeinden";"311,48";"115,87";"227,27";"223,54";"276,28";"177,89";"685,80";"293,51";"206,84"
"09675149";"Marktsteft, St";"Gemeinden";"106,76";"118,53";"135,83";"1.184,23";"566,78";"1.138,43";"548,49";"586,11";"693,61"
"09675150";"Martinsheim";"Gemeinden";"33,27";"21,07";"64,08";"72,64";"65,11";"267,20";"509,68";"331,61";"1.397,48"
"09675155";"Nordheim a.Main";"Gemeinden";"50,10";"48,18";"7,89";"74,11";"0,00";"69,56";"258,23";"204,46";"80,63"
"09675156";"Obernbreit, M";"Gemeinden";"91,28";"62,01";"81,62";"46,93";"62,04";"120,77";"216,98";"379,11";"441,25"
"09675158";"Prichsenstadt, St";"Gemeinden";"90,70";"135,03";"46,64";"105,87";"162,26";"297,04";"382,69";"357,02";"304,97"
"09675161";"Rödelsee";"Gemeinden";"53,71";"26,39";"173,11";"36,99";"66,08";"140,01";"414,13";"223,78";"648,91"
"09675162";"Rüdenhausen, M";"Gemeinden";"165,61";"61,79";"68,67";"27,13";"72,22";"102,50";"216,86";"76,41";"147,26"
"09675165";"Schwarzach a.Main, M";"Gemeinden";"171,78";"91,44";"84,20";"110,28";"140,91";"115,49";"217,04";"328,96";"504,36"
"09675166";"Segnitz";"Gemeinden";"55,10";"40,70";"69,09";"43,33";"43,84";"120,33";"224,25";"136,59";"189,51"
"09675167";"Seinsheim, M";"Gemeinden";"31,80";"10,71";"26,13";"93,95";"1,94";"46,47";"22,34";"66,06";"119,70"
"09675169";"Sommerach";"Gemeinden";"70,04";"14,75";"56,92";"199,29";"67,91";"252,27";"329,42";"387,43";"628,49"
"09675170";"Sulzfeld a.Main";"Gemeinden";"105,30";"-12,06";"21,04";"21,19";"79,34";"68,25";"135,99";"299,69";"293,61"
"09675174";"Volkach, St";"Gemeinden";"202,42";"116,10";"193,23";"190,68";"122,89";"184,67";"279,97";"515,23";"508,65"
"09675177";"Wiesenbronn";"Gemeinden";"306,15";"93,98";"174,45";"23,47";"102,96";"380,76";"383,69";"280,04";"795,53"
"09675178";"Wiesentheid, M";"Gemeinden";"248,96";"224,70";"328,51";"480,62";"218,89";"402,20";"1.547,36";"1.037,50";"1.609,94"
"09675179";"Willanzheim, M";"Gemeinden";"446,32";"147,20";"188,86";"222,98";"132,33";"150,96";"343,47";"277,74";"159,33"
"09676111";"Altenbuch";"Gemeinden";"87,59";"49,49";"10,49";"64,54";"104,64";"103,31";"112,86";"166,72";"134,00"
"09676112";"Amorbach, St";"Gemeinden";"329,17";"224,66";"246,68";"140,10";"146,11";"241,51";"312,27";"336,32";"449,41"
"09676116";"Bürgstadt, M";"Gemeinden";"570,70";"505,90";"495,63";"726,26";"828,21";"532,05";"966,47";"1.315,47";"1.706,57"
"09676117";"Collenberg";"Gemeinden";"143,08";"44,86";"89,06";"63,94";"442,53";"138,14";"221,81";"248,29";"348,30"
"09676118";"Dorfprozelten";"Gemeinden";"294,12";"49,59";"93,94";"174,83";"237,73";"102,58";"53,53";"296,58";"686,40"
"09676119";"Eichenbühl";"Gemeinden";"45,29";"103,40";"150,91";"180,34";"193,96";"140,75";"148,25";"389,40";"201,75"
"09676121";"Elsenfeld, M";"Gemeinden";"197,36";"191,45";"124,96";"259,11";"248,92";"277,30";"391,45";"440,16";"536,92"
"09676122";"Erlenbach a.Main, St";"Gemeinden";"123,02";"145,93";"238,25";"612,02";"419,96";"294,61";"572,75";"325,73";"427,65"
"09676123";"Eschau, M";"Gemeinden";"78,57";"146,92";"175,63";"106,66";"185,31";"260,37";"220,98";"375,38";"288,02"
"09676124";"Faulbach";"Gemeinden";"86,80";"220,28";"259,14";"236,97";"215,62";"216,26";"522,78";"285,74";"798,09"
"09676125";"Großheubach, M";"Gemeinden";"117,46";"143,83";"5,47";"153,06";"228,68";"245,38";"330,55";"733,18";"732,03"
"09676126";"Großwallstadt";"Gemeinden";"317,17";"272,38";"483,28";"34,14";"570,11";"960,86";"959,47";"3.241,02";"2.240,99"
"09676128";"Hausen";"Gemeinden";"26,71";"34,19";"17,97";"28,71";"58,03";"41,15";"53,51";"125,95";"80,03"
"09676131";"Kirchzell, M";"Gemeinden";"56,75";"48,76";"74,81";"84,67";"107,45";"141,16";"164,42";"208,66";"257,43"
"09676132";"Kleinheubach, M";"Gemeinden";"240,36";"380,17";"295,42";"787,44";"1.003,96";"865,71";"1.298,26";"1.809,09";"1.507,07"
"09676133";"Kleinwallstadt, M";"Gemeinden";"216,46";"172,83";"118,44";"143,74";"230,22";"142,21";"221,90";"360,79";"632,12"
"09676134";"Klingenberg a.Main, St";"Gemeinden";"798,22";"491,40";"186,34";"551,54";"456,21";"872,98";"1.154,63";"473,64";"622,79"
"09676135";"Laudenbach";"Gemeinden";"20,82";"67,41";"26,59";"44,55";"129,84";"345,80";"146,18";"280,97";"819,76"
"09676136";"Leidersbach";"Gemeinden";"117,93";"47,58";"51,92";"87,69";"178,88";"202,02";"217,39";"230,61";"187,35"
"09676139";"Miltenberg, St";"Gemeinden";"345,31";"197,87";"183,80";"252,73";"373,06";"547,46";"803,52";"732,41";"756,16"
"09676140";"Mömlingen";"Gemeinden";"104,86";"77,55";"77,50";"77,12";"126,26";"107,30";"129,99";"138,13";"130,57"
"09676141";"Mönchberg, M";"Gemeinden";"61,98";"51,56";"26,10";"125,34";"191,92";"97,22";"175,05";"164,64";"143,48"
"09676143";"Neunkirchen";"Gemeinden";"31,55";"-22,52";"45,69";"32,88";"56,74";"65,96";"134,09";"223,71";"140,29"
"09676144";"Niedernberg";"Gemeinden";"307,82";"138,11";"227,27";"293,69";"692,68";"1.086,91";"741,27";"1.386,78";"818,50"
"09676145";"Obernburg a.Main, St";"Gemeinden";"270,18";"324,86";"69,68";"202,54";"394,16";"431,31";"315,12";"346,00";"304,97"
"09676151";"Röllbach";"Gemeinden";"131,39";"-15,24";"87,55";"95,21";"173,37";"81,18";"147,36";"126,20";"140,94"
"09676153";"Rüdenau";"Gemeinden";"14,86";"18,35";"7,08";"20,00";"29,59";"105,88";"213,81";"104,07";"155,57"
"09676156";"Schneeberg, M";"Gemeinden";"106,71";"75,01";"83,82";"136,15";"142,70";"78,52";"146,65";"145,41";"130,33"
"09676158";"Stadtprozelten, St";"Gemeinden";"-24,65";"33,56";"24,56";"49,82";"77,86";"78,27";"188,20";"93,38";"83,91"
"09676160";"Sulzbach a.Main, M";"Gemeinden";"170,34";"173,79";"86,38";"36,05";"73,66";"138,52";"201,56";"198,19";"121,28"
"09676165";"Weilbach, M";"Gemeinden";"263,99";"413,23";"297,00";"274,18";"438,99";"964,27";"1.077,17";"326,06";"955,99"
"09676169";"Wörth a.Main, St";"Gemeinden";"238,80";"255,26";"145,62";"405,82";"501,94";"458,02";"445,52";"499,78";"495,83"
"09676452";"Forstwald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09676455";"Hohe Wart";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09677114";"Arnstein, St";"Gemeinden";"248,89";"204,03";"238,63";"78,98";"121,22";"184,41";"247,13";"236,42";"300,05"
"09677116";"Aura i.Sinngrund";"Gemeinden";"19,06";"95,94";"-8,29";"29,08";"199,43";"419,58";"744,23";"660,01";"-146,53"
"09677119";"Birkenfeld";"Gemeinden";"77,14";"91,08";"105,48";"61,17";"143,59";"248,26";"292,58";"379,53";"151,59"
"09677120";"Bischbrunn";"Gemeinden";"59,87";"44,44";"-8,83";"34,85";"32,93";"103,20";"75,89";"60,08";"133,74"
"09677122";"Burgsinn, M";"Gemeinden";"53,39";"68,67";"28,31";"75,05";"119,40";"90,69";"102,84";"153,33";"240,70"
"09677125";"Erlenbach b.Marktheidenfeld";"Gemeinden";"73,79";"85,67";"16,23";"74,45";"108,73";"216,58";"107,92";"134,00";"195,36"
"09677126";"Esselbach";"Gemeinden";"47,84";"37,70";"30,70";"57,05";"65,28";"139,05";"112,56";"217,87";"289,68"
"09677127";"Eußenheim";"Gemeinden";"28,76";"34,40";"18,05";"46,40";"84,79";"76,51";"120,46";"87,58";"121,51"
"09677128";"Fellen";"Gemeinden";"102,90";"98,45";"114,32";"389,25";"45,56";"151,73";"145,47";"267,74";"298,14"
"09677129";"Frammersbach, M";"Gemeinden";"117,62";"121,87";"145,26";"92,66";"283,91";"249,61";"451,27";"439,17";"757,66"
"09677131";"Gemünden a.Main, St";"Gemeinden";"222,67";"208,65";"154,56";"206,45";"228,24";"240,91";"364,80";"330,54";"414,24"
"09677132";"Gössenheim";"Gemeinden";"123,89";"148,55";"242,42";"94,54";"252,57";"251,06";"401,55";"405,84";"721,25"
"09677133";"Gräfendorf";"Gemeinden";"58,31";"56,06";"149,97";"57,57";"79,47";"108,87";"144,27";"136,57";"225,57"
"09677135";"Hafenlohr";"Gemeinden";"67,03";"48,75";"23,19";"123,09";"172,47";"698,98";"618,89";"374,46";"164,52"
"09677137";"Hasloch";"Gemeinden";"25,20";"161,25";"14,29";"75,99";"-16,75";"73,17";"328,51";"46,18";"74,56"
"09677142";"Himmelstadt";"Gemeinden";"141,41";"91,27";"31,00";"36,66";"19,42";"111,04";"153,06";"305,22";"199,38"
"09677146";"Karbach, M";"Gemeinden";"210,75";"124,82";"233,12";"165,12";"97,91";"265,18";"348,00";"328,33";"266,86"
"09677148";"Karlstadt, St";"Gemeinden";"260,72";"257,62";"104,01";"213,95";"273,61";"355,10";"676,10";"583,96";"773,87"
"09677149";"Karsbach";"Gemeinden";"53,91";"85,29";"1,10";"79,74";"76,76";"168,28";"243,39";"260,46";"335,57"
"09677151";"Kreuzwertheim, M";"Gemeinden";"513,66";"426,29";"249,17";"426,04";"336,64";"457,04";"657,64";"313,66";"1.060,36"
"09677154";"Triefenstein, M";"Gemeinden";"253,43";"233,86";"-65,47";"61,10";"205,14";"531,66";"67,64";"417,67";"652,56"
"09677155";"Lohr a.Main, St";"Gemeinden";"250,80";"626,79";"784,82";"860,35";"774,13";"267,39";"109,59";"397,56";"457,76"
"09677157";"Marktheidenfeld, St";"Gemeinden";"675,07";"1.235,87";"1.159,74";"189,59";"509,89";"1.047,08";"453,42";"1.521,18";"1.406,88"
"09677159";"Mittelsinn";"Gemeinden";"126,68";"50,90";"-40,88";"58,69";"54,79";"131,68";"33.327,10";"694,78";"441,85"
"09677164";"Neuendorf";"Gemeinden";"342,83";"113,86";"78,28";"62,64";"70,60";"123,32";"255,91";"142,39";"165,95"
"09677165";"Neuhütten";"Gemeinden";"25,84";"33,73";"10,28";"36,62";"22,30";"72,34";"132,00";"137,80";"32,49"
"09677166";"Neustadt a.Main";"Gemeinden";"42,20";"61,39";"88,84";"60,70";"16,36";"85,53";"63,40";"187,61";"150,90"
"09677169";"Obersinn, M";"Gemeinden";"29,75";"15,82";"-21,04";"42,49";"33,40";"85,45";"89,11";"138,01";"164,72"
"09677170";"Partenstein";"Gemeinden";"71,73";"58,84";"26,85";"88,56";"92,20";"122,16";"30,90";"258,71";"138,40"
"09677172";"Rechtenbach";"Gemeinden";"28,02";"45,33";"-14,98";"17,96";"26,79";"23,00";"507,13";"4,26";"5,60"
"09677175";"Retzstadt";"Gemeinden";"54,43";"52,44";"22,81";"43,66";"52,76";"12,89";"6,88";"217,17";"359,99"
"09677177";"Rieneck, St";"Gemeinden";"34,69";"40,13";"35,05";"89,10";"69,36";"146,46";"87,91";"151,40";"185,36"
"09677178";"Roden";"Gemeinden";"239,37";"166,34";"113,40";"144,21";"51,96";"76,69";"321,86";"109,84";"143,93"
"09677181";"Rothenfels, St";"Gemeinden";"78,97";"82,53";"46,03";"70,37";"98,62";"7,13";"69,33";"96,52";"38,72"
"09677182";"Schollbrunn";"Gemeinden";"49,64";"32,43";"332,97";"408,56";"158,24";"46,36";"144,14";"154,77";"207,46"
"09677186";"Steinfeld";"Gemeinden";"277,44";"251,45";"367,45";"161,88";"160,10";"284,80";"105,64";"271,76";"620,31"
"09677189";"Thüngen, M";"Gemeinden";"113,83";"119,97";"202,75";"182,30";"66,52";"211,26";"511,32";"350,12";"494,93"
"09677193";"Urspringen";"Gemeinden";"120,41";"149,43";"29,90";"57,12";"86,96";"149,49";"186,28";"212,72";"454,72"
"09677200";"Wiesthal";"Gemeinden";"34,90";"168,93";"618,19";"586,73";"463,38";"511,83";"611,95";"140,17";"129,80"
"09677203";"Zellingen, M";"Gemeinden";"135,52";"73,34";"51,40";"326,62";"86,58";"161,28";"221,40";"228,43";"272,54"
"09677452";"Burgjoß";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09677453";"Forst Aura";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09677454";"Forst Lohrerstraße";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09677455";"Frammersbacher Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09677456";"Fürstl. Löwenstein'scher Park";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09677457";"Haurain";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09677458";"Herrnwald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09677459";"Langenprozeltener Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09677461";"Partensteiner Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09677463";"Ruppertshüttener Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09678115";"Bergrheinfeld";"Gemeinden";"184,15";"144,15";"116,26";"95,75";"211,43";"123,32";"306,98";"304,31";"368,87"
"09678122";"Dingolshausen";"Gemeinden";"34,14";"46,72";"40,54";"155,95";"122,58";"123,57";"184,54";"235,31";"215,34"
"09678123";"Dittelbrunn";"Gemeinden";"37,10";"50,59";"30,42";"36,51";"62,91";"92,94";"96,76";"144,26";"158,70"
"09678124";"Donnersdorf";"Gemeinden";"117,39";"73,17";"196,07";"173,89";"315,10";"597,00";"736,12";"754,39";"1.168,99"
"09678128";"Euerbach";"Gemeinden";"20,81";"14,37";"20,90";"39,78";"53,04";"123,25";"139,01";"372,42";"428,82"
"09678130";"Frankenwinheim";"Gemeinden";"88,54";"123,93";"50,94";"135,32";"67,13";"192,19";"397,95";"533,03";"804,75"
"09678132";"Geldersheim";"Gemeinden";"74,69";"64,28";"92,63";"85,60";"119,29";"117,14";"166,89";"171,66";"216,73"
"09678134";"Gerolzhofen, St";"Gemeinden";"312,72";"222,17";"279,19";"470,54";"354,85";"310,49";"133,29";"582,64";"709,84"
"09678135";"Gochsheim";"Gemeinden";"106,43";"447,18";"262,46";"290,47";"392,83";"423,63";"697,09";"780,60";"456,81"
"09678136";"Grafenrheinfeld";"Gemeinden";"2.986,41";"3.374,66";"940,36";"1.482,48";"3.627,05";"370,57";"1.169,64";"844,90";"818,93"
"09678138";"Grettstadt";"Gemeinden";"84,38";"63,41";"81,76";"57,86";"80,52";"142,35";"330,63";"213,47";"312,23"
"09678150";"Kolitzheim";"Gemeinden";"76,16";"31,30";"34,94";"93,13";"1.217,29";"434,61";"233,74";"444,31";"392,45"
"09678153";"Lülsfeld";"Gemeinden";"48,37";"56,42";"121,39";"217,28";"72,24";"51,79";"209,47";"114,73";"70,57"
"09678157";"Michelau i.Steigerwald";"Gemeinden";"50,85";"85,51";"18,85";"76,53";"31,47";"40,54";"86,70";"78,24";"101,90"
"09678160";"Niederwerrn";"Gemeinden";"32,90";"43,39";"20,92";"46,35";"42,01";"72,29";"69,83";"91,24";"93,07"
"09678164";"Oberschwarzach, M";"Gemeinden";"70,32";"10,53";"37,06";"79,43";"86,04";"110,23";"186,34";"99,06";"177,53"
"09678168";"Poppenhausen";"Gemeinden";"60,69";"37,07";"69,65";"109,58";"72,44";"146,39";"168,78";"255,03";"239,53"
"09678170";"Röthlein";"Gemeinden";"67,61";"99,32";"86,25";"59,06";"150,29";"238,13";"353,94";"587,68";"454,93"
"09678174";"Schonungen";"Gemeinden";"35,11";"33,94";"39,97";"64,21";"39,24";"107,92";"177,84";"167,28";"212,26"
"09678175";"Schwanfeld";"Gemeinden";"58,68";"59,87";"65,41";"96,95";"85,80";"121,78";"135,19";"215,00";"187,34"
"09678176";"Schwebheim";"Gemeinden";"214,14";"217,68";"152,32";"416,46";"230,14";"365,15";"447,96";"737,07";"552,03"
"09678178";"Sennfeld";"Gemeinden";"287,13";"156,61";"295,73";"465,36";"447,00";"674,04";"2.163,79";"1.179,91";"899,43"
"09678181";"Stadtlauringen, M";"Gemeinden";"67,95";"53,53";"53,08";"70,58";"185,71";"257,80";"204,03";"327,17";"339,68"
"09678183";"Sulzheim";"Gemeinden";"119,48";"52,21";"-1,47";"38,31";"49,27";"135,33";"184,63";"275,57";"201,10"
"09678186";"Üchtelhausen";"Gemeinden";"23,23";"10,88";"25,08";"19,13";"31,22";"34,03";"46,97";"65,20";"154,51"
"09678190";"Waigolshausen";"Gemeinden";"53,35";"60,05";"36,12";"66,30";"33,26";"57,92";"115,20";"81,09";"147,18"
"09678192";"Wasserlosen";"Gemeinden";"60,91";"59,70";"117,61";"43,77";"79,04";"73,41";"117,17";"95,00";"105,63"
"09678193";"Werneck, M";"Gemeinden";"50,95";"72,54";"60,55";"168,35";"147,45";"155,61";"228,80";"386,87";"317,27"
"09678196";"Wipfeld";"Gemeinden";"93,30";"54,03";"144,82";"59,29";"48,17";"38,57";"252,61";"156,28";"75,14"
"09678451";"Bürgerwald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09678452";"Geiersberg";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09678453";"Hundelshausen";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09678454";"Nonnenkloster";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09678455";"Stollbergerforst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09678456";"Vollburg";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09678457";"Wustvieler Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"09679114";"Aub, St";"Gemeinden";"70,02";"192,53";"161,38";"389,88";"167,55";"254,45";"372,13";"371,20";"778,56"
"09679117";"Bergtheim";"Gemeinden";"89,58";"33,95";"51,83";"56,15";"80,40";"137,85";"13,28";"193,18";"255,45"
"09679118";"Bieberehren";"Gemeinden";"7,16";"16,63";"14,82";"20,06";"3,15";"23,00";"655,99";"92,43";"95,70"
"09679122";"Bütthard, M";"Gemeinden";"120,06";"94,77";"-12,29";"151,87";"208,04";"238,94";"1.112,18";"423,83";"433,50"
"09679124";"Eibelstadt, St";"Gemeinden";"109,27";"78,82";"382,18";"443,17";"640,54";"614,67";"257,18";"540,14";"744,07"
"09679126";"Eisingen";"Gemeinden";"72,97";"40,10";"63,09";"76,58";"81,01";"225,49";"1.272,27";"189,90";"305,25"
"09679128";"Erlabrunn";"Gemeinden";"81,54";"114,93";"31,05";"38,63";"107,69";"77,06";"87,21";"74,35";"141,57"
