Kennziffer;Raumeinheit;Aggregat;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte;Einwohner-Arbeitsplatz-Dichte
;;;2000;2004;2009;2013;2017;2021;2023
"12060280";"Werneuchen, Stadt";"Gemeinden";"77,22";"81,32";"83,92";"89,22";"96,97";"102,89";"101,98"
"12060296";"Ziethen";"Gemeinden";"26,11";"24,83";"23,88";"20,92";"21,43";"22,09";"21,92"
"12061005";"Alt Zauche-Wußwerk/Stara Niwa-Wózwjerch";"Gemeinden";"22,83";"20,26";"19,29";"17,47";"14,65";"17,08";"17,56"
"12061017";"Bersteland";"Gemeinden";"46,42";"44,87";"49,47";"50,08";"49,88";"54,78";"54,71"
"12061020";"Bestensee";"Gemeinden";"209,11";"206,83";"212,75";"218,32";"240,01";"268,57";"276,35"
"12061061";"Byhleguhre-Byhlen/Bela Góra-Belin";"Gemeinden";"27,69";"26,62";"25,69";"24,07";"24,88";"25,41";"24,78"
"12061097";"Drahnsdorf";"Gemeinden";"28,71";"27,15";"25,41";"23,61";"24,65";"25,36";"27,13"
"12061112";"Eichwalde";"Gemeinden";"2.301,79";"2.344,29";"2.413,21";"2.487,81";"2.586,38";"2.556,27";"2.549,82"
"12061164";"Golßen, Stadt";"Gemeinden";"69,06";"60,67";"58,67";"57,22";"60,02";"60,69";"59,16"
"12061192";"Groß Köris";"Gemeinden";"38,56";"35,91";"38,35";"36,44";"38,58";"39,96";"46,49"
"12061216";"Halbe";"Gemeinden";"38,77";"38,29";"35,23";"34,85";"38,66";"38,99";"39,62"
"12061217";"Heidesee";"Gemeinden";"58,27";"59,60";"60,41";"59,06";"62,17";"62,50";"64,68"
"12061219";"Heideblick";"Gemeinden";"35,48";"29,15";"27,06";"24,75";"24,10";"23,54";"23,69"
"12061224";"Jamlitz";"Gemeinden";"18,12";"15,67";"14,92";"13,77";"12,04";"12,32";"12,23"
"12061244";"Kasel-Golzig";"Gemeinden";"33,39";"29,72";"31,59";"27,80";"31,44";"29,90";"28,55"
"12061260";"Königs Wusterhausen, Stadt";"Gemeinden";"394,80";"426,93";"442,24";"451,11";"483,43";"504,59";"516,68"
"12061265";"Krausnick-Groß Wasserburg";"Gemeinden";"18,76";"14,56";"22,94";"23,00";"24,27";"22,43";"23,51"
"12061308";"Lieberose, Stadt";"Gemeinden";"29,07";"24,67";"22,87";"21,37";"20,83";"20,31";"20,21"
"12061316";"Lübben (Spreewald) / Lubin (Blota), Stadt";"Gemeinden";"177,59";"169,04";"165,57";"162,77";"167,10";"168,72";"169,76"
"12061320";"Luckau, Stadt";"Gemeinden";"68,79";"68,78";"67,70";"63,96";"65,07";"65,10";"63,73"
"12061328";"Märkisch Buchholz, Stadt";"Gemeinden";"38,70";"36,35";"34,73";"32,74";"35,04";"37,69";"37,65"
"12061329";"Märkische Heide/Markojska Góla";"Gemeinden";"30,20";"27,01";"25,25";"22,94";"22,49";"22,16";"21,45"
"12061332";"Mittenwalde, Stadt";"Gemeinden";"130,50";"126,01";"121,84";"128,77";"135,43";"143,03";"145,29"
"12061344";"Münchehofe";"Gemeinden";"12,41";"11,44";"9,96";"10,17";"10,43";"10,06";"9,27"
"12061352";"Neu Zauche/Nowa Niwa";"Gemeinden";"39,13";"37,22";"36,37";"33,93";"33,18";"31,76";"30,79"
"12061405";"Rietzneuendorf-Staakow";"Gemeinden";"28,02";"25,72";"24,37";"23,42";"21,24";"22,31";
"12061428";"Schlepzig/Slopišca";"Gemeinden";"26,93";"25,85";"25,75";"26,61";"27,10";"26,49";"26,88"
"12061433";"Schönefeld";"Gemeinden";"257,98";"239,93";"297,51";"339,06";"377,70";"443,26";"456,08"
"12061435";"Schönwald";"Gemeinden";"34,83";"33,85";"30,57";"29,60";"30,14";"30,67";"31,38"
"12061444";"Schulzendorf";"Gemeinden";"830,95";"867,73";"898,13";"905,49";"967,47";"1.112,75";"1.117,25"
"12061448";"Schwerin";"Gemeinden";"115,25";"106,43";"106,43";"131,40";"134,67";"146,05";"152,76"
"12061450";"Schwielochsee/Gójacki Jazor";"Gemeinden";"15,59";"15,03";"14,70";"14,00";"13,17";"13,16";"13,16"
"12061470";"Spreewaldheide/Blosanska Góla";"Gemeinden";"17,42";"16,25";"14,81";"14,74";"13,27";"12,47";
"12061471";"Steinreich";"Gemeinden";"19,37";"19,54";"21,05";"15,21";"11,65";"20,31";"22,50"
"12061476";"Straupitz (Spreewald)/Tšupc (Blota)";"Gemeinden";"64,23";"59,57";"56,93";"57,85";"55,00";"54,44";"54,12"
"12061492";"Teupitz, Stadt";"Gemeinden";"50,05";"52,92";"51,20";"50,70";"56,12";"57,18";"57,39"
"12061510";"Unterspreewald";"Gemeinden";"43,26";"43,95";"43,43";"44,18";"39,18";"37,70";"34,24"
"12061540";"Wildau, Stadt";"Gemeinden";"1.433,33";"1.436,08";"1.594,18";"1.680,88";"1.802,31";"1.889,90";"1.857,85"
"12061572";"Zeuthen";"Gemeinden";"859,00";"902,45";"924,41";"972,08";"1.023,97";"1.036,04";"1.038,80"
"12062024";"Bad Liebenwerda, Stadt";"Gemeinden";"107,49";"99,15";"92,81";"89,23";"86,73";"88,58";"86,74"
"12062088";"Crinitz";"Gemeinden";"87,49";"77,83";"71,09";"68,06";"63,01";"60,50";"59,09"
"12062092";"Doberlug-Kirchhain, Stadt";"Gemeinden";"94,18";"84,97";"75,91";"73,76";"77,85";"76,08";"74,70"
"12062124";"Elsterwerda, Stadt";"Gemeinden";"349,24";"333,49";"305,40";"289,16";"288,39";"288,17";"284,62"
"12062128";"Falkenberg/Elster, Stadt";"Gemeinden";"130,77";"115,93";"107,30";"100,94";"96,12";"93,77";"91,52"
"12062134";"Fichtwald";"Gemeinden";"30,11";"27,64";"24,66";"24,84";"22,95";"21,76";"21,16"
"12062140";"Finsterwalde, Stadt";"Gemeinden";"342,92";"316,43";"294,55";"286,23";"286,70";"274,36";"272,69"
"12062177";"Gorden-Staupitz";"Gemeinden";"44,89";"43,27";"39,36";"35,92";"33,46";"33,64";"33,29"
"12062196";"Gröden";"Gemeinden";"90,43";"83,79";"81,80";"76,11";"73,08";"72,40";"73,22"
"12062208";"Großthiemig";"Gemeinden";"73,07";"66,92";"66,85";"64,43";"62,64";"60,75";"59,35"
"12062219";"Heideland";"Gemeinden";"26,10";"22,49";"21,15";"20,42";"19,31";"17,93";"16,98"
"12062224";"Herzberg (Elster), Stadt";"Gemeinden";"100,45";"105,31";"99,56";"97,82";"103,53";"99,79";"99,14"
"12062232";"Hirschfeld";"Gemeinden";"89,25";"83,00";"85,00";"78,49";"71,60";"70,48";"67,74"
"12062237";"Hohenbucko";"Gemeinden";"26,46";"25,69";"18,21";"17,50";"16,80";"15,92";"16,03"
"12062240";"Hohenleipisch";"Gemeinden";"86,27";"81,01";"69,49";"65,34";"63,14";"59,98";"59,61"
"12062282";"Kremitzaue";"Gemeinden";"46,69";"45,54";"43,00";"38,58";"36,33";"35,40";"36,58"
"12062289";"Lebusa";"Gemeinden";"34,12";"31,11";"28,92";"27,64";"28,14";"27,67";"27,49"
"12062293";"Lichterfeld-Schacksdorf";"Gemeinden";"36,03";"32,30";"32,00";"28,28";"29,37";"28,91";"27,65"
"12062333";"Massen-Niederlausitz";"Gemeinden";"52,90";"46,85";"47,42";"49,74";"47,91";"48,74";"50,42"
"12062336";"Merzdorf";"Gemeinden";"87,26";"82,33";"81,46";"74,41";"68,62";"68,00";"68,20"
"12062341";"Mühlberg/Elbe, Stadt";"Gemeinden";"76,69";"64,93";"55,18";"50,94";"49,34";"46,68";"45,25"
"12062372";"Plessa";"Gemeinden";"86,63";"70,43";"62,50";"60,33";"57,17";"55,76";"55,40"
"12062410";"Röderland";"Gemeinden";"129,18";"120,36";"114,83";"107,21";"102,25";"100,35";"99,24"
"12062417";"Rückersdorf";"Gemeinden";"87,76";"81,64";"75,72";"72,12";"67,06";"65,48";"64,75"
"12062425";"Sallgast";"Gemeinden";"47,90";"46,40";"42,93";"38,65";"37,13";"35,69";"35,83"
"12062440";"Schilda";"Gemeinden";"73,48";"66,70";"60,39";"59,15";"54,78";"49,83";"50,63"
"12062445";"Schlieben, Stadt";"Gemeinden";"53,34";"45,49";"41,45";"39,87";"36,88";"36,96";"36,57"
"12062453";"Schönborn";"Gemeinden";"60,79";"54,86";"48,60";"45,35";"45,45";"44,32";"43,39"
"12062461";"Schönewalde, Stadt";"Gemeinden";"29,90";"27,94";"24,81";"25,86";"25,28";"23,13";"22,24"
"12062464";"Schraden";"Gemeinden";"45,85";"44,11";"43,62";"42,09";"38,81";"36,20";"35,78"
"12062469";"Sonnewalde, Stadt";"Gemeinden";"43,85";"38,77";"36,32";"35,03";"34,34";"33,88";"34,43"
"12062492";"Tröbitz";"Gemeinden";"106,16";"101,61";"109,47";"99,24";"92,07";"92,45";"88,01"
"12062500";"Uebigau-Wahrenbrück, Stadt";"Gemeinden";"66,54";"57,44";"52,70";"52,14";"50,84";"49,70";"48,59"
"12063036";"Brieselang";"Gemeinden";"264,32";"279,03";"290,92";"317,84";"364,03";"363,29";"361,34"
"12063056";"Dallgow-Döberitz";"Gemeinden";"123,93";"137,18";"154,28";"163,12";"177,54";"190,74";"197,28"
"12063080";"Falkensee, Stadt";"Gemeinden";"928,16";"1.007,21";"1.083,90";"1.126,62";"1.188,19";"1.218,44";"1.229,72"
"12063088";"Friesack, Stadt";"Gemeinden";"53,17";"43,11";"40,99";"40,91";"37,75";"37,48";"37,72"
"12063094";"Gollenberg";"Gemeinden";"18,96";"17,54";"16,44";"15,86";"13,34";"15,37";"15,24"
"12063112";"Großderschau";"Gemeinden";"33,25";"30,95";"28,49";"26,00";"25,66";"24,71";"24,67"
"12063134";"Havelaue";"Gemeinden";"14,68";"16,21";"15,54";"14,13";"13,74";"13,50";"12,86"
"12063142";"Wiesenaue";"Gemeinden";"18,87";"17,76";"17,51";"16,66";"17,34";"17,34";"17,45"
"12063148";"Ketzin/Havel, Stadt";"Gemeinden";"86,65";"83,22";"83,36";"82,96";"85,53";"89,44";"89,52"
"12063161";"Kleßen-Görne";"Gemeinden";"12,61";"11,11";"10,28";"9,43";"8,58";"8,34";
"12063165";"Kotzen";"Gemeinden";"15,89";"15,26";"15,19";"13,88";"14,44";"14,32";
"12063186";"Märkisch Luch";"Gemeinden";"21,40";"21,32";"20,26";"18,93";"18,89";"19,70";"20,33"
"12063189";"Milower Land";"Gemeinden";"34,78";"33,30";"31,45";"30,08";"29,91";"30,45";"29,90"
"12063202";"Mühlenberge";"Gemeinden";"24,04";"22,44";"21,28";"19,66";"19,81";"21,10";"21,43"
"12063208";"Nauen, Stadt";"Gemeinden";"86,90";"81,71";"83,55";"86,63";"97,05";"104,22";"106,88"
"12063212";"Nennhausen";"Gemeinden";"27,60";"26,33";"24,67";"24,34";"24,26";"23,65";"23,45"
"12063228";"Paulinenaue";"Gemeinden";"57,46";"52,44";"44,67";"41,99";"44,53";"46,91";"46,85"
"12063240";"Pessin";"Gemeinden";"40,34";"37,18";"35,60";"35,10";"36,13";"36,18";"35,00"
"12063244";"Premnitz, Stadt";"Gemeinden";"310,83";"264,51";"245,88";"226,43";"223,21";"220,34";"217,61"
"12063252";"Rathenow, Stadt";"Gemeinden";"345,79";"320,55";"307,70";"298,23";"291,41";"290,83";"298,97"
"12063256";"Retzow";"Gemeinden";"42,87";"45,21";"43,52";"42,89";"40,97";"41,64";"38,81"
"12063260";"Rhinow, Stadt";"Gemeinden";"82,79";"73,69";"66,39";"64,66";"63,74";"63,39";"62,24"
"12063273";"Schönwalde-Glien";"Gemeinden";"87,23";"100,96";"107,49";"109,06";"114,22";"125,65";"127,73"
"12063274";"Seeblick";"Gemeinden";"22,15";"21,96";"21,65";"21,38";"21,46";"20,35";"20,37"
"12063293";"Stechow-Ferchesar";"Gemeinden";"20,04";"20,00";"19,37";"18,68";"20,50";"20,25";"19,25"
"12063357";"Wustermark";"Gemeinden";"158,03";"178,96";"208,38";"222,49";"251,87";"294,52";"316,15"
"12064009";"Alt Tucheband";"Gemeinden";"37,41";"34,49";"31,06";"28,06";"28,06";"28,59";"28,59"
"12064029";"Altlandsberg, Stadt";"Gemeinden";"98,33";"103,85";"102,24";"104,96";"109,50";"110,39";"112,10"
"12064044";"Bad Freienwalde (Oder), Stadt";"Gemeinden";"144,49";"129,80";"119,59";"120,39";"122,48";"120,79";"118,23"
"12064053";"Beiersdorf-Freudenberg";"Gemeinden";"28,40";"32,54";"32,38";"25,64";"25,29";"25,56";"25,36"
"12064057";"Bleyen-Genschmar";"Gemeinden";"21,16";"19,64";"17,08";"16,91";"15,33";"14,89";"14,02"
"12064061";"Bliesdorf";"Gemeinden";"43,34";"39,26";"33,60";"31,92";"34,14";"39,69";"41,84"
"12064084";"Buckow (Märkische Schweiz), Stadt";"Gemeinden";"150,52";"150,24";"147,73";"142,16";"142,44";"145,35";"153,12"
"12064125";"Falkenberg";"Gemeinden";"45,94";"45,58";"44,23";"42,21";"40,82";"41,12";"40,22"
"12064128";"Falkenhagen (Mark)";"Gemeinden";"34,84";"31,64";"31,75";"29,86";"28,57";"27,51";"27,87"
"12064130";"Fichtenhöhe";"Gemeinden";"27,65";"26,56";"24,83";"24,05";"23,31";"21,87";"21,78"
"12064136";"Fredersdorf-Vogelsdorf";"Gemeinden";"848,69";"902,32";"941,98";"928,91";"1.010,54";"1.063,89";"1.083,25"
"12064153";"Garzau-Garzin";"Gemeinden";"21,36";"21,51";"26,61";"28,74";"19,43";"20,08";"20,69"
"12064172";"Golzow";"Gemeinden";"80,36";"69,79";"65,53";"61,85";"55,19";"55,94";"58,07"
"12064190";"Gusow-Platkow";"Gemeinden";"43,34";"40,02";"37,43";"34,52";"36,22";"38,27";"38,76"
"12064205";"Heckelberg-Brunow";"Gemeinden";"32,73";"26,07";"23,18";"21,24";"20,27";"21,86";"22,08"
"12064222";"Höhenland";"Gemeinden";"21,88";"22,42";"21,45";"22,31";"21,25";"21,93";"21,24"
"12064227";"Hoppegarten";"Gemeinden";"556,86";"605,90";"693,23";"754,28";"821,39";"852,97";"882,68"
"12064266";"Küstriner Vorland";"Gemeinden";"85,34";"76,83";"71,77";"63,51";"63,53";"61,87";"60,49"
"12064268";"Lebus, Stadt";"Gemeinden";"71,28";"70,03";"68,33";"67,08";"67,77";"67,88";"66,50"
"12064274";"Letschin";"Gemeinden";"44,30";"39,93";"35,88";"33,73";"33,18";"33,35";"32,17"
"12064288";"Lietzen";"Gemeinden";"36,13";"33,94";"30,37";"25,97";"28,33";"26,59";"25,68"
"12064290";"Lindendorf";"Gemeinden";"48,41";"44,13";"41,26";"39,40";"38,35";"38,35";"38,76"
"12064303";"Märkische Höhe";"Gemeinden";"22,17";"21,04";"18,88";"18,71";"17,95";"19,32";"18,62"
"12064317";"Müncheberg, Stadt";"Gemeinden";"69,22";"61,76";"58,05";"55,94";"56,23";"59,07";"57,50"
"12064336";"Neuenhagen bei Berlin";"Gemeinden";"945,97";"974,64";"1.017,64";"1.061,19";"1.126,06";"1.189,90";"1.190,57"
"12064340";"Neuhardenberg";"Gemeinden";"48,45";"46,05";"41,67";"38,50";"40,30";"42,08";"38,86"
"12064349";"Neulewin";"Gemeinden";"34,45";"31,06";"27,38";"25,34";"24,76";"25,27";"24,98"
"12064365";"Neutrebbin";"Gemeinden";"57,06";"50,59";"50,03";"45,08";"42,30";"41,87";"41,08"
"12064370";"Oberbarnim";"Gemeinden";"30,38";"30,44";"29,86";"28,53";"31,35";"38,83";"42,45"
"12064371";"Oderaue";"Gemeinden";"33,44";"31,72";"28,86";"28,58";"27,02";"26,95";"26,66"
"12064380";"Petershagen/Eggersdorf";"Gemeinden";"767,49";"806,35";"856,31";"887,46";"944,53";"981,85";"964,04"
"12064388";"Podelzig";"Gemeinden";"42,17";"41,21";"40,25";"37,57";"36,70";"39,79";"38,33"
"12064393";"Prötzel";"Gemeinden";"16,04";"15,70";"14,46";"12,46";"12,78";"13,44";"13,67"
"12064408";"Rehfelde";"Gemeinden";"106,07";"113,95";"109,31";"110,73";"118,58";"128,90";"128,42"
"12064417";"Reichenow-Möglin";"Gemeinden";"30,80";"29,17";"27,55";"25,37";"24,89";"26,69";"25,99"
"12064420";"Reitwein";"Gemeinden";"23,70";"23,27";"21,05";"19,40";"20,48";"19,71";"20,63"
"12064428";"Rüdersdorf bei Berlin";"Gemeinden";"316,83";"297,49";"292,38";"290,34";"301,85";"316,69";"315,98"
"12064448";"Seelow, Stadt";"Gemeinden";"229,06";"213,61";"198,28";"195,81";"199,56";"200,66";"207,33"
"12064472";"Strausberg, Stadt";"Gemeinden";"508,36";"502,95";"493,43";"502,52";"520,47";"531,09";"538,96"
"12064480";"Treplin";"Gemeinden";"45,82";"40,30";"41,46";"36,74";"36,04";"35,59";"35,15"
"12064482";"Vierlinden";"Gemeinden";"25,49";"26,84";"26,97";"25,30";"26,31";"26,38";"26,79"
"12064484";"Waldsieversdorf";"Gemeinden";"103,91";"86,29";"69,76";"64,68";"63,46";"63,71";"65,00"
"12064512";"Wriezen, Stadt";"Gemeinden";"117,43";"104,19";"97,62";"92,48";"92,13";"89,88";"89,62"
"12064538";"Zechin";"Gemeinden";"33,00";"30,47";"28,02";"26,36";"23,95";"24,81";"24,13"
"12064539";"Zeschdorf";"Gemeinden";"37,72";"38,78";"36,73";"34,45";"34,15";"34,97";"34,79"
"12065036";"Birkenwerder";"Gemeinden";"509,28";"507,79";"556,57";"553,42";"559,44";"560,49";"541,83"
"12065084";"Fürstenberg/Havel, Stadt";"Gemeinden";"41,03";"36,86";"34,72";"32,72";"32,65";"32,55";"32,68"
"12065096";"Glienicke/Nordbahn";"Gemeinden";"1.877,61";"2.163,91";"2.546,09";"2.851,19";"2.912,15";"2.951,41";"2.887,20"
"12065100";"Gransee, Stadt";"Gemeinden";"74,80";"69,03";"63,54";"62,78";"64,90";"64,74";"63,95"
"12065117";"Großwoltersdorf";"Gemeinden";"21,72";"20,96";"18,90";"17,24";"17,43";"18,25";"16,67"
"12065136";"Hennigsdorf, Stadt";"Gemeinden";"1.163,67";"1.142,70";"1.135,09";"1.157,93";"1.158,09";"1.196,54";"1.205,34"
"12065144";"Hohen Neuendorf, Stadt";"Gemeinden";"467,08";"516,79";"563,47";"582,74";"610,44";"628,73";"628,07"
"12065165";"Kremmen, Stadt";"Gemeinden";"44,76";"44,51";"43,18";"43,36";"45,72";"48,04";"47,26"
"12065180";"Leegebruch";"Gemeinden";"1.523,81";"1.117,24";"1.148,76";"1.130,54";"1.172,87";"1.200,47";"1.172,40"
"12065193";"Liebenwalde, Stadt";"Gemeinden";"40,27";"37,43";"35,10";"34,26";"35,01";"36,13";"36,23"
"12065198";"Löwenberger Land";"Gemeinden";"42,66";"40,31";"39,89";"39,61";"41,23";"43,52";"43,24"
"12065225";"Mühlenbecker Land";"Gemeinden";"226,71";"262,18";"293,03";"311,07";"334,28";"345,01";"340,78"
"12065251";"Oberkrämer";"Gemeinden";"101,92";"119,51";"126,03";"122,88";"131,70";"139,01";"142,86"
"12065256";"Oranienburg, Stadt";"Gemeinden";"325,70";"329,52";"341,90";"354,55";"370,15";"393,07";"411,45"
"12065276";"Schönermark";"Gemeinden";"50,72";"48,19";"43,38";"40,86";"43,16";"43,74";"41,90"
"12065301";"Sonnenberg";"Gemeinden";"22,64";"19,40";"18,24";"17,46";"17,48";"17,60";"17,70"
"12065310";"Stechlin";"Gemeinden";"18,17";"17,34";"16,91";"15,63";"16,11";"16,03";"14,80"
"12065332";"Velten, Stadt";"Gemeinden";"688,80";"650,90";"655,16";"663,67";"693,08";"744,93";"757,86"
"12065356";"Zehdenick, Stadt";"Gemeinden";"86,34";"79,59";"75,15";"73,45";"73,84";"73,24";"74,30"
"12066008";"Altdöbern";"Gemeinden";"84,02";"54,81";"50,77";"46,88";"44,25";"44,18";"43,01"
"12066041";"Bronkow";"Gemeinden";"25,33";"22,22";"21,67";"21,90";"20,55";"20,19";"19,72"
"12066052";"Calau/Kalawa, Stadt";"Gemeinden";"78,08";"71,72";"66,59";"63,06";"61,71";"60,80";"61,53"
"12066064";"Frauendorf";"Gemeinden";"46,09";"45,35";"44,01";"41,19";"39,70";"39,56";"39,70"
"12066104";"Großkmehlen";"Gemeinden";"110,40";"107,49";"102,25";"95,82";"93,08";"90,78";"92,00"
"12066112";"Großräschen/Ran, Stadt";"Gemeinden";"208,51";"171,51";"159,74";"141,66";"136,83";"136,89";"136,10"
"12066116";"Grünewald";"Gemeinden";"51,86";"47,99";"45,31";"41,04";"39,55";"38,14";
"12066120";"Guteborn";"Gemeinden";"45,41";"41,44";"37,66";"35,59";"34,69";"33,91";"34,63"
"12066124";"Hermsdorf";"Gemeinden";"34,52";"31,20";"28,09";"25,89";"25,73";"25,04";"23,61"
"12066132";"Hohenbocka";"Gemeinden";"82,75";"83,26";"78,45";"71,92";"70,32";"73,46";"71,60"
"12066168";"Kroppen";"Gemeinden";"58,05";"52,90";"49,08";"46,23";"46,62";"50,43";"49,84"
"12066176";"Lauchhammer, Stadt";"Gemeinden";"303,34";"267,94";"244,29";"218,54";"216,30";"204,73";"202,03"
"12066188";"Lindenau";"Gemeinden";"74,87";"74,12";"74,75";"75,74";"71,08";"76,45";"77,80"
"12066196";"Lübbenau/Spreewald / Lubnjow/Blota, Stadt";"Gemeinden";"182,47";"167,16";"156,29";"162,14";"169,51";"163,59";"163,46"
"12066202";"Luckaitztal";"Gemeinden";"28,28";"23,95";"22,43";"22,07";"21,24";"20,42";"19,71"
"12066226";"Neu-Seeland/Nowa Jazorina";"Gemeinden";"23,20";"28,82";"17,74";"17,45";"15,58";"15,03";
"12066228";"Neupetershain/Nowe Wiki";"Gemeinden";"111,87";"95,83";"86,00";"75,64";"70,96";"71,91";"70,37"
"12066240";"Ortrand, Stadt";"Gemeinden";"466,49";"447,21";"420,82";"411,01";"406,93";"402,99";"403,67"
"12066272";"Ruhland, Stadt";"Gemeinden";"140,49";"131,95";"126,10";"119,88";"117,79";"121,01";"120,15"
"12066285";"Schipkau";"Gemeinden";"147,35";"129,02";"122,92";"116,40";"115,09";"112,33";"114,90"
"12066292";"Schwarzbach";"Gemeinden";"59,47";"56,93";"53,51";"49,43";"47,41";"47,10";"45,96"
"12066296";"Schwarzheide, Stadt";"Gemeinden";"341,11";"328,62";"310,17";"292,25";"299,25";"305,86";"314,41"
"12066304";"Senftenberg/Zly Komorow, Stadt";"Gemeinden";"329,34";"307,60";"294,82";"285,47";"290,73";"274,29";"276,37"
"12066316";"Tettau";"Gemeinden";"114,07";"107,05";"100,34";"97,06";"96,27";"91,52";"90,27"
"12066320";"Vetschau/Spreewald / Wetošow/Blota, Stadt";"Gemeinden";"126,49";"108,24";"103,96";"100,05";"96,44";"93,78";"90,82"
"12067024";"Bad Saarow";"Gemeinden";"134,33";"133,55";"135,26";"146,60";"169,46";"180,66";"187,43"
"12067036";"Beeskow, Stadt";"Gemeinden";"181,99";"170,81";"156,24";"159,53";"164,83";"168,58";"165,17"
"12067040";"Berkenbrück";"Gemeinden";"61,55";"62,39";"61,83";"57,20";"58,82";"61,40";"62,50"
"12067072";"Briesen (Mark)";"Gemeinden";"30,90";"30,22";"29,22";"28,66";"28,78";"30,14";"29,85"
"12067076";"Brieskow-Finkenheerd";"Gemeinden";"237,27";"218,11";"208,83";"193,68";"190,45";"195,30";"194,78"
"12067112";"Diensdorf-Radlow";"Gemeinden";"65,63";"65,42";"64,03";"64,88";"68,56";"69,52";"72,09"
"12067120";"Eisenhüttenstadt, Stadt";"Gemeinden";"888,42";"762,24";"688,91";"623,07";"590,08";"550,43";"582,13"
"12067124";"Erkner, Stadt";"Gemeinden";"848,19";"822,17";"813,63";"829,89";"877,74";"891,71";"878,95"
"12067137";"Friedland, Stadt";"Gemeinden";"22,95";"22,54";"21,25";"20,34";"19,45";"18,97";"18,74"
"12067144";"Fürstenwalde/Spree, Stadt";"Gemeinden";"670,26";"646,46";"633,67";"622,48";"653,57";"655,19";"656,04"
"12067173";"Gosen-Neu Zittau";"Gemeinden";"208,17";"216,39";"227,14";"236,17";"256,03";"278,70";"267,37"
"12067180";"Groß Lindow";"Gemeinden";"128,11";"131,32";"125,62";"115,14";"113,91";"115,98";"111,89"
"12067201";"Grünheide (Mark)";"Gemeinden";"76,53";"95,48";"96,10";"85,96";"89,78";"107,17";"188,93"
"12067205";"Grunow-Dammendorf";"Gemeinden";"16,22";"15,79";"13,46";"12,21";"11,74";"12,12";"11,72"
"12067237";"Jacobsdorf";"Gemeinden";"47,08";"46,66";"46,54";"44,44";"47,07";"49,19";"48,04"
"12067288";"Langewahl";"Gemeinden";"61,87";"67,22";"65,49";"64,09";"64,88";"66,22";"65,65"
"12067292";"Lawitz";"Gemeinden";"122,02";"116,56";"110,60";"107,91";"99,67";"91,93";
"12067324";"Mixdorf";"Gemeinden";"88,55";"84,65";"77,30";"73,30";"71,71";"74,28";"70,73"
"12067336";"Müllrose, Stadt";"Gemeinden";"83,43";"82,65";"85,03";"87,93";"91,93";"88,59";"88,50"
"12067338";"Neißemünde";"Gemeinden";"53,76";"48,10";"45,45";"42,52";"41,72";"40,26";"40,40"
"12067357";"Neuzelle";"Gemeinden";"40,94";"40,61";"39,04";"38,05";"38,04";"38,63";"38,28"
"12067397";"Ragow-Merz";"Gemeinden";"13,60";"13,37";"11,78";"12,17";"12,67";"12,88";"12,82"
"12067408";"Rauen";"Gemeinden";"92,75";"94,45";"94,82";"93,61";"97,36";"103,84";"101,53"
"12067413";"Reichenwalde";"Gemeinden";"48,91";"50,02";"50,44";"50,68";"53,15";"59,83";"59,18"
"12067426";"Rietz-Neuendorf";"Gemeinden";"29,63";"27,89";"26,99";"25,50";"25,26";"25,33";"25,45"
"12067438";"Schlaubetal";"Gemeinden";"41,16";"40,42";"39,35";"37,70";"37,21";"36,09";"35,60"
"12067440";"Schöneiche bei Berlin";"Gemeinden";"786,18";"798,62";"821,88";"821,22";"851,58";"894,20";"902,33"
"12067458";"Siehdichum";"Gemeinden";"24,42";"25,49";"23,48";"21,98";"22,21";"21,65";"22,13"
"12067469";"Spreenhagen";"Gemeinden";"32,58";"30,80";"29,54";"27,70";"29,01";"31,99";"31,21"
"12067473";"Steinhöfel";"Gemeinden";"35,12";"32,19";"31,73";"30,90";"31,21";"31,51";"30,80"
"12067481";"Storkow (Mark), Stadt";"Gemeinden";"65,22";"63,37";"62,00";"62,44";"65,85";"68,06";"68,90"
"12067493";"Tauche";"Gemeinden";"41,85";"39,27";"39,06";"37,49";"36,76";"35,93";"35,04"
"12067508";"Vogelsang";"Gemeinden";"159,07";"159,07";"146,71";"138,23";"128,16";"123,72";
"12067520";"Wendisch Rietz";"Gemeinden";"59,75";"66,49";"68,85";"73,90";"79,58";"87,28";"84,20"
"12067528";"Wiesenau";"Gemeinden";"57,70";"56,64";"54,02";"49,60";"50,24";"51,97";"51,36"
"12067544";"Woltersdorf";"Gemeinden";"910,98";"966,56";"996,82";"1.015,68";"1.066,78";"1.096,27";"1.083,77"
"12067552";"Ziltendorf";"Gemeinden";"63,36";"62,36";"60,96";"58,76";"56,34";"55,68";"55,47"
"12068052";"Breddin";"Gemeinden";"28,48";"25,93";"24,01";"22,30";"22,16";"21,68";"21,46"
"12068072";"Dabergotz";"Gemeinden";"53,92";"56,55";"56,00";"56,40";"58,69";"58,29";"61,85"
"12068109";"Dreetz";"Gemeinden";"21,72";"20,88";"20,33";"19,27";"18,75";"19,10";"18,92"
"12068117";"Fehrbellin";"Gemeinden";"45,95";"42,42";"40,95";"39,76";"40,53";"40,62";"40,76"
