Kennziffer;Raumeinheit;Aggregat;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"01053069";"Koberg";"Gemeinden";"321,88";"317,11";"373,15";"367,57";"479,27";"557,18";"679,78";"711,59";"816,24"
"01053070";"Köthel";"Gemeinden";"561,18";"361,94";"443,22";"389,47";"487,89";"642,34";"830,03";"813,85";"848,46"
"01053071";"Kollow";"Gemeinden";"408,54";"349,75";"371,43";"369,30";"591,90";"690,48";"798,07";"919,43";"866,92"
"01053072";"Kröppelshagen-Fahrendorf";"Gemeinden";"569,87";"455,68";"580,28";"540,19";"602,70";"758,42";"916,37";"985,59";"1.111,05"
"01053073";"Krüzen";"Gemeinden";"307,96";"314,94";"304,62";"281,61";"417,14";"599,45";"649,17";"869,42";"1.001,01"
"01053074";"Krukow";"Gemeinden";"376,34";"316,06";"311,88";"335,05";"512,82";"746,75";"889,89";"882,11";"869,91"
"01053075";"Krummesse";"Gemeinden";"614,64";"533,14";"542,17";"514,51";"732,71";"732,09";"934,44";"1.136,42";"1.346,98"
"01053076";"Kuddewörde";"Gemeinden";"504,38";"509,80";"514,35";"463,09";"702,46";"788,65";"968,07";"1.031,38";"910,78"
"01053077";"Kühsen";"Gemeinden";"286,08";"306,95";"365,91";"354,01";"439,09";"607,14";"622,14";"728,16";"845,98"
"01053078";"Kulpin";"Gemeinden";"240,82";"319,33";"298,32";"313,81";"405,29";"531,10";"740,57";"890,76";"936,30"
"01053079";"Labenz";"Gemeinden";"335,38";"346,32";"357,76";"326,56";"468,16";"721,23";"860,76";"837,70";"1.024,08"
"01053080";"Langenlehsten";"Gemeinden";"413,79";"361,11";"300,00";"331,25";"386,50";"496,82";"599,57";"760,72";"652,26"
"01053081";"Lankau";"Gemeinden";"291,06";"292,25";"334,72";"295,41";"355,10";"460,08";"633,63";"713,99";"759,15"
"01053082";"Lanze";"Gemeinden";"206,41";"220,15";"219,88";"201,53";"264,34";"416,37";"538,99";"685,50";"767,68"
"01053083";"Lauenburg/ Elbe, Stadt";"Gemeinden";"488,96";"539,59";"507,16";"458,21";"469,61";"555,32";"923,50";"893,54";"1.041,20"
"01053084";"Lehmrade";"Gemeinden";"377,60";"334,15";"304,62";"391,49";"485,71";"484,73";"737,61";"738,23";"635,43"
"01053085";"Linau";"Gemeinden";"340,44";"371,68";"399,29";"384,28";"516,89";"641,82";"704,56";"819,74";"923,06"
"01053086";"Lüchow";"Gemeinden";"328,57";"361,11";"379,15";"411,17";"558,25";"541,52";"728,50";"718,28";"717,58"
"01053087";"Lütau";"Gemeinden";"378,64";"378,38";"373,83";"312,41";"401,40";"650,21";"725,12";"765,72";"974,92"
"01053088";"Mechow";"Gemeinden";"348,31";"323,23";"354,17";"373,63";"475,73";"403,51";"626,56";"803,12";"767,23"
"01053089";"Möhnsen";"Gemeinden";"577,00";"437,50";"446,10";"478,42";"631,00";"729,63";"1.137,35";"2.082,19";"1.753,27"
"01053090";"Mölln, Stadt";"Gemeinden";"504,67";"496,71";"436,15";"446,26";"473,93";"603,24";"967,49";"860,11";"1.155,94"
"01053091";"Mühlenrade";"Gemeinden";"431,14";"329,41";"328,04";"320,86";"439,39";"613,64";"821,58";"1.155,10";"932,84"
"01053092";"Müssen";"Gemeinden";"458,89";"488,27";"392,86";"379,45";"500,00";"671,75";"798,24";"770,58";"757,08"
"01053093";"Mustin";"Gemeinden";"327,69";"362,43";"341,07";"354,70";"403,61";"531,83";"668,83";"781,56";"888,48"
"01053094";"Niendorf bei Berkenthin";"Gemeinden";"351,15";"270,59";"256,83";"370,37";"484,04";"538,86";"626,55";"682,47";"756,63"
"01053095";"Niendorf/ Stecknitz";"Gemeinden";"398,11";"375,20";"342,40";"330,16";"500,83";"528,86";"664,96";"801,18";"871,37"
"01053096";"Nusse";"Gemeinden";"368,75";"370,26";"374,88";"392,54";"472,92";"617,28";"828,17";"913,22";"898,48"
"01053097";"Panten";"Gemeinden";"434,65";"477,59";"360,95";"318,94";"383,62";"470,87";"728,60";"849,75";"831,02"
"01053098";"Pogeez";"Gemeinden";"348,78";"391,09";"439,59";"454,07";"845,51";"1.062,99";"1.682,79";"3.724,74";"2.569,87"
"01053099";"Poggensee";"Gemeinden";"326,09";"297,87";"329,27";"279,07";"333,33";"483,58";"499,25";"941,21";"1.298,22"
"01053100";"Ratzeburg, Stadt";"Gemeinden";"525,75";"580,47";"453,27";"443,45";"563,84";"753,21";"995,97";"993,16";"1.131,89"
"01053101";"Ritzerau";"Gemeinden";"258,17";"266,21";"261,59";"283,22";"354,39";"469,09";"577,14";"731,88";"783,21"
"01053102";"Römnitz";"Gemeinden";"388,06";"310,81";"267,61";"290,32";"378,79";"524,59";"703,80";"657,54";"689,44"
"01053103";"Rondeshagen";"Gemeinden";"371,67";"406,98";"468,48";"298,39";"396,18";"500,00";"666,69";"770,91";"841,83"
"01053104";"Roseburg";"Gemeinden";"348,89";"340,47";"352,46";"330,08";"575,34";"626,17";"724,84";"912,07";"1.149,38"
"01053105";"Sachsenwald (Forstgutsbez.),gemfr.Geb.";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"01053106";"Sahms";"Gemeinden";"468,75";"391,30";"342,62";"320,95";"496,10";"634,21";"704,90";"787,78";"837,56"
"01053107";"Salem";"Gemeinden";"423,89";"408,93";"449,91";"414,34";"546,41";"639,73";"814,69";"995,38";"879,05"
"01053108";"Sandesneben";"Gemeinden";"557,90";"449,23";"385,86";"449,66";"530,16";"571,76";"836,34";"870,71";"1.012,94"
"01053109";"Schiphorst";"Gemeinden";"342,92";"351,72";"308,45";"301,06";"466,67";"582,24";"672,48";"749,85";"912,76"
"01053110";"Schmilau";"Gemeinden";"418,28";"398,95";"926,62";"744,11";"729,41";"820,98";"1.031,33";"1.242,64";"1.043,27"
"01053111";"Schnakenbek";"Gemeinden";"423,67";"434,57";"422,43";"378,12";"460,14";"582,55";"765,61";"830,37";"954,04"
"01053112";"Schönberg";"Gemeinden";"438,07";"394,33";"385,09";"355,71";"550,86";"540,62";"775,22";"825,89";"875,52"
"01053113";"Schretstaken";"Gemeinden";"335,43";"366,95";"329,48";"342,47";"462,43";"587,65";"731,34";"801,71";"928,28"
"01053114";"Schürensöhlen";"Gemeinden";"485,21";"478,53";"509,09";"475,31";"552,63";"597,48";"736,08";"923,33";"1.118,53"
"01053115";"Schulendorf";"Gemeinden";"357,32";"421,55";"428,90";"362,87";"423,87";"601,31";"767,77";"930,96";"1.001,84"
"01053116";"Schwarzenbek, Stadt";"Gemeinden";"569,77";"542,59";"534,56";"540,72";"504,32";"947,05";"1.255,88";"1.160,40";"1.158,96"
"01053117";"Seedorf";"Gemeinden";"437,85";"397,66";"374,78";"380,41";"447,17";"558,27";"3.578,12";"732,68";"804,88"
"01053118";"Siebenbäumen";"Gemeinden";"304,66";"306,80";"282,57";"262,15";"407,85";"567,14";"701,48";"789,58";"783,49"
"01053119";"Siebeneichen";"Gemeinden";"343,63";"299,27";"326,69";"321,43";"332,12";"543,40";"667,61";"666,65";"731,48"
"01053120";"Sierksrade";"Gemeinden";"368,93";"550,00";"447,81";"412,34";"524,10";"395,10";"444,64";"496,20";"502,11"
"01053121";"Sirksfelde";"Gemeinden";"307,17";"261,54";"263,98";"301,24";"476,19";"503,11";"602,34";"613,77";"664,14"
"01053122";"Steinhorst";"Gemeinden";"430,83";"397,44";"368,04";"348,67";"452,46";"551,47";"678,45";"758,65";"802,13"
"01053123";"Sterley";"Gemeinden";"391,67";"408,58";"381,40";"330,61";"403,51";"570,49";"681,70";"878,88";"987,55"
"01053124";"Stubben";"Gemeinden";"367,57";"353,09";"351,42";"354,07";"569,23";"764,71";"850,01";"941,36";"1.169,02"
"01053125";"Talkau";"Gemeinden";"388,55";"395,21";"415,98";"375,00";"588,68";"706,23";"729,39";"904,35";"943,58"
"01053126";"Tramm";"Gemeinden";"411,35";"445,95";"412,14";"347,18";"484,06";"707,04";"714,27";"907,06";"1.203,36"
"01053127";"Walksfelde";"Gemeinden";"362,57";"345,55";"376,34";"424,08";"500,00";"560,85";"612,82";"861,53";"930,62"
"01053128";"Wangelau";"Gemeinden";"452,05";"379,31";"387,67";"400,97";"462,26";"558,04";"982,88";"1.195,02";"1.308,93"
"01053129";"Wentorf bei Hamburg";"Gemeinden";"712,68";"717,56";"451,60";"543,77";"921,58";"1.074,52";"1.132,08";"1.229,83";"1.327,51"
"01053130";"Wentorf (Amt Sandesneben)";"Gemeinden";"463,12";"363,93";"328,97";"312,94";"459,54";"605,22";"826,17";"823,58";"930,43"
"01053131";"Wiershop";"Gemeinden";"1.056,60";"2.969,33";"-352,94";"855,49";"1.537,50";"1.830,19";"4.361,22";"4.286,80";"5.368,03"
"01053132";"Witzeeze";"Gemeinden";"309,55";"302,89";"280,90";"262,58";"365,75";"475,03";"601,68";"735,83";"743,35"
"01053133";"Wohltorf";"Gemeinden";"670,76";"694,07";"641,25";"683,61";"730,39";"831,07";"1.092,84";"1.092,66";"1.180,20"
"01053134";"Woltersdorf";"Gemeinden";"508,13";"1.146,83";"571,94";"226,62";"468,86";"701,30";"840,69";"1.309,68";"1.542,61"
"01053135";"Worth";"Gemeinden";"394,74";"340,43";"560,24";"443,79";"562,50";"658,82";"665,05";"1.121,19";"953,67"
"01053136";"Ziethen";"Gemeinden";"265,77";"284,45";"309,20";"346,19";"395,90";"498,00";"604,78";"907,09";"876,24"
"01054001";"Achtrup";"Gemeinden";"297,70";"310,18";"333,55";"298,46";"427,08";"635,63";"803,66";"1.011,76";"1.239,06"
"01054002";"Ahrenshöft";"Gemeinden";"353,85";"350,84";"480,08";"500,96";"430,21";"1.332,02";"753,83";"1.282,59";"1.348,67"
"01054003";"Ahrenviöl";"Gemeinden";"276,55";"384,31";"762,28";"369,35";"553,75";"845,86";"888,14";"2.015,95";"2.165,06"
"01054004";"Ahrenviölfeld";"Gemeinden";"283,40";"269,66";"293,04";"427,51";"479,09";"880,00";"1.002,89";"1.769,77";"1.507,89"
"01054005";"Alkersum";"Gemeinden";"518,07";"470,33";"486,18";"481,22";"665,87";"985,51";"1.086,71";"1.612,57";"2.622,96"
"01054006";"Almdorf";"Gemeinden";"234,91";"230,04";"237,35";"364,14";"480,37";"572,48";"685,38";"918,20";"964,98"
"01054007";"Arlewatt";"Gemeinden";"339,93";"317,51";"292,96";"343,28";"364,46";"650,75";"795,59";"872,38";"157,14"
"01054009";"Aventoft";"Gemeinden";"318,92";"663,44";"771,78";"545,82";"649,79";"866,11";"1.409,57";"1.112,75";"1.875,94"
"01054010";"Bargum";"Gemeinden";"297,98";"272,12";"264,98";"262,21";"329,98";"447,81";"609,53";"672,31";"731,97"
"01054011";"Behrendorf";"Gemeinden";"287,31";"361,40";"313,43";"585,98";"586,67";"732,85";"1.475,70";"2.279,65";"2.338,14"
"01054012";"Bohmstedt";"Gemeinden";"254,24";"281,84";"325,37";"304,18";"409,66";"615,07";"858,39";"1.408,48";"1.077,76"
"01054013";"Bondelum";"Gemeinden";"308,11";"246,23";"233,33";"204,76";"275,00";"505,62";"1.188,61";"1.127,68";"1.163,38"
"01054014";"Bordelum";"Gemeinden";"298,39";"402,24";"448,76";"429,71";"531,54";"764,91";"1.397,53";"1.728,35";"1.922,23"
"01054015";"Borgsum";"Gemeinden";"419,46";"412,50";"392,86";"355,88";"422,65";"446,63";"755,24";"1.123,56";"1.258,88"
"01054016";"Bosbüll";"Gemeinden";"393,62";"565,93";"412,94";"725,49";"586,36";"2.201,03";"1.950,36";"2.901,91";"3.242,98"
"01054017";"Braderup";"Gemeinden";"317,58";"374,45";"394,51";"458,39";"1.196,08";"1.446,59";"1.819,11";"1.925,96";"2.318,54"
"01054018";"Bramstedtlund";"Gemeinden";"248,93";"248,98";"260,16";"254,31";"372,73";"436,89";"867,08";"1.211,02";"1.508,06"
"01054019";"Bredstedt, Stadt";"Gemeinden";"435,89";"440,05";"426,20";"425,70";"552,85";"529,42";"790,27";"1.047,16";"1.255,15"
"01054020";"Breklum";"Gemeinden";"409,04";"371,95";"405,12";"428,14";"480,31";"680,75";"916,91";"1.285,48";"1.268,32"
"01054022";"Dagebüll";"Gemeinden";"415,06";"411,58";"557,20";"766,84";"855,39";"1.191,89";"1.900,44";"2.676,72";"2.514,63"
"01054023";"Drage";"Gemeinden";"385,84";"288,43";"340,14";"305,23";"2.241,15";"584,54";"692,51";"997,30";"1.115,40"
"01054024";"Drelsdorf";"Gemeinden";"286,97";"344,98";"285,83";"336,17";"436,45";"635,92";"754,52";"952,82";"1.038,35"
"01054025";"Dunsum";"Gemeinden";"379,31";"321,43";"297,62";"259,26";"406,25";"514,29";"620,07";"859,89";"945,01"
"01054026";"Elisabeth-Sophien-Koog";"Gemeinden";"304,35";"292,68";"304,35";"31.812,50";"382,98";"2.604,65";"2.254,35";"1.553,71";"2.218,82"
"01054027";"Ellhöft";"Gemeinden";"213,74";"228,35";"883,72";"820,90";"2.136,36";"4.715,69";"2.669,06";"3.405,22";"1.617,50"
"01054032";"Fresendelf";"Gemeinden";"247,42";"200,00";"206,90";"263,74";"329,90";"322,58";"378,13";"463,81";"560,48"
"01054033";"Friedrichstadt, Stadt";"Gemeinden";"418,49";"395,01";"392,64";"368,74";"471,93";"465,19";"605,58";"1.052,95";"894,72"
"01054034";"Friedrich-Wilhelm-Lübke-Koog";"Gemeinden";"600,00";"1.483,33";"2.780,35";"2.954,84";"6.184,05";"12.063,83";"7.770,54";"12.143,04";"17.864,79"
"01054035";"Garding, Kirchspiel";"Gemeinden";"377,88";"366,67";"263,51";"316,11";"352,58";"439,47";"704,23";"1.126,75";"1.302,25"
"01054036";"Garding, Stadt";"Gemeinden";"314,10";"317,57";"351,15";"322,16";"466,92";"545,35";"706,05";"825,61";"824,65"
"01054037";"Goldebek";"Gemeinden";"276,22";"257,63";"245,56";"213,68";"327,59";"384,16";"494,21";"909,26";"651,97"
"01054038";"Goldelund";"Gemeinden";"314,61";"329,97";"308,31";"253,77";"368,15";"494,82";"695,06";"1.008,15";"1.029,06"
"01054039";"Gröde";"Gemeinden";"500,00";"500,00";"384,62";"230,77";"600,00";"888,89";"1.145,67";"930,25";"1.805,29"
"01054040";"Grothusenkoog";"Gemeinden";"681,82";"571,43";"409,09";"428,57";"1.136,36";"1.818,18";"2.593,05";"2.980,38";"2.524,12"
"01054041";"Haselund";"Gemeinden";"318,01";"276,03";"295,27";"543,94";"695,60";"580,18";"1.098,16";"1.448,36";"1.671,83"
"01054042";"Hattstedt";"Gemeinden";"331,92";"332,45";"426,53";"334,41";"463,77";"537,71";"696,57";"891,03";"1.053,08"
"01054043";"Hattstedtermarsch";"Gemeinden";"238,53";"263,16";"283,87";"306,50";"370,37";"546,67";"911,67";"1.140,04";"1.146,19"
"01054045";"Högel";"Gemeinden";"178,74";"199,54";"223,50";"349,56";"426,34";"561,67";"890,58";"973,23";"1.144,08"
"01054046";"Hörnum (Sylt)";"Gemeinden";"484,03";"480,04";"471,80";"491,32";"619,88";"865,41";;"1.370,43";"1.817,00"
"01054048";"Holm";"Gemeinden";"402,06";"462,37";"377,78";"400,00";"500,00";"525,64";"680,15";"752,82";"751,60"
"01054050";"Hallig Hooge";"Gemeinden";"509,26";"432,99";"494,38";"530,12";"986,84";"766,99";"1.212,78";"1.444,75";"1.437,50"
"01054052";"Horstedt";"Gemeinden";"284,59";"274,74";"281,54";"342,67";"409,64";"603,97";"875,75";"1.163,54";"936,70"
"01054054";"Hude";"Gemeinden";"207,92";"223,74";"242,86";"241,03";"350,52";"354,50";"690,16";"622,42";"779,73"
"01054055";"Humptrup";"Gemeinden";"279,82";"276,30";"285,91";"235,68";"328,10";"360,54";"602,41";"780,01";"977,96"
"01054056";"Husum, Stadt";"Gemeinden";"576,14";"558,00";"696,79";"548,48";"844,98";"877,75";"1.255,99";"1.512,65";"1.615,10"
"01054057";"Immenstedt";"Gemeinden";"309,09";"266,12";"270,31";"272,31";"341,95";"447,65";"571,65";"690,38";"772,70"
"01054059";"Joldelund";"Gemeinden";"287,30";"269,01";"290,68";"269,91";"368,64";"460,30";"1.021,61";"1.287,26";"819,94"
"01054061";"Kampen (Sylt)";"Gemeinden";"1.532,71";"1.430,60";"1.590,56";"2.255,45";"6.610,74";"5.037,11";"4.782,15";"9.247,56";"7.892,97"
"01054062";"Karlum";"Gemeinden";"330,36";"288,70";"293,62";"309,86";"486,36";"447,12";"714,66";"1.410,42";"1.544,00"
"01054063";"Katharinenheerd";"Gemeinden";"270,27";"300,00";"309,28";"278,95";"385,96";"509,32";"560,46";"758,65";"737,73"
"01054065";"Klanxbüll";"Gemeinden";"295,92";"326,86";"339,56";"313,29";"694,33";"957,40";"810,11";"1.311,38";"1.847,23"
"01054068";"Klixbüll";"Gemeinden";"326,94";"327,59";"368,94";"296,69";"466,74";"515,03";"1.056,40";"2.268,78";"2.146,61"
"01054070";"Koldenbüttel";"Gemeinden";"359,42";"343,63";"320,43";"326,90";"410,94";"529,41";"665,58";"699,71";"743,42"
"01054071";"Kolkerheide";"Gemeinden";"225,35";"177,22";"176,47";"140,62";"138,46";"183,67";"430,49";"615,63";"530,21"
"01054072";"Kotzenbüll";"Gemeinden";"257,78";"274,68";"319,15";"303,80";"432,56";"456,14";"666,70";"696,84";"759,84"
"01054073";"Ladelund";"Gemeinden";"307,69";"276,57";"305,07";"260,50";"383,85";"488,44";"641,32";"990,74";"1.041,31"
"01054074";"Langeneß";"Gemeinden";"308,94";"268,29";"349,21";"276,12";"413,22";"559,70";"397,74";"744,24";"849,88"
"01054075";"Langenhorn";"Gemeinden";"396,34";"365,27";"421,04";"405,79";"479,87";"765,46";"1.090,09";"1.431,04";"1.699,27"
"01054076";"Leck";"Gemeinden";"466,58";"441,82";"417,65";"487,37";"644,13";"662,36";"804,87";"1.080,81";"1.053,73"
"01054077";"Lexgaard";"Gemeinden";"392,86";"319,44";"287,67";"285,71";"295,08";"392,86";"644,17";"902,13";"3.288,86"
"01054078";"List auf Sylt";"Gemeinden";"454,92";"389,89";"387,13";"432,33";"806,40";"1.135,81";"1.561,39";"1.735,13";"2.539,38"
"01054079";"Löwenstedt";"Gemeinden";"308,66";"359,13";"324,17";"311,57";"374,06";"466,87";"1.353,27";"1.582,12";"3.175,55"
"01054080";"Lütjenholm";"Gemeinden";"249,17";"219,72";"272,73";"272,73";"331,19";"375,39";"986,66";"1.677,52";"1.959,73"
"01054083";"Midlum";"Gemeinden";"406,53";"342,18";"337,18";"385,47";"493,37";"591,69";"764,63";"972,42";"1.117,59"
"01054084";"Mildstedt";"Gemeinden";"457,53";"445,68";"335,85";"371,67";"365,85";"552,49";"738,38";"829,08";"677,12"
"01054085";"Nebel";"Gemeinden";"516,37";"507,98";"547,36";"693,60";"1.065,10";"1.040,69";"1.397,88";"1.698,78";"2.069,21"
"01054086";"Neukirchen";"Gemeinden";"305,95";"308,87";"321,13";"320,00";"365,28";"505,04";"667,65";"775,15";"865,71"
"01054087";"Nieblum";"Gemeinden";"649,00";"554,38";"552,08";"539,45";"780,60";"934,74";"1.323,85";"1.752,80";"2.212,41"
"01054088";"Niebüll, Stadt";"Gemeinden";"515,85";"541,36";"465,20";"534,11";"794,96";"1.062,48";"1.289,03";"1.602,87";"1.705,52"
"01054089";"Norddorf auf Amrum";"Gemeinden";"552,88";"595,65";"614,63";"631,66";"977,92";"1.168,70";"1.481,86";"1.859,86";"2.830,06"
"01054090";"Norderfriedrichskoog";"Gemeinden";"312,50";"254,90";"2.085,71";"705.058,81";"427.358,97";"51.695,65";;"-66.286,84";"84.368,88"
"01054091";"Nordstrand";"Gemeinden";"339,39";"409,17";"354,54";"377,33";"396,73";"540,80";"678,38";"835,99";"720,49"
"01054092";"Norstedt";"Gemeinden";"188,41";"239,44";"215,60";"385,34";"491,76";"842,75";"1.867,17";"1.947,14";"2.536,08"
"01054093";"Ockholm";"Gemeinden";"309,33";"269,23";"298,97";"290,32";"367,98";"454,55";"975,15";"1.621,72";"2.110,83"
"01054094";"Oevenum";"Gemeinden";"574,89";"251,89";"480,47";"395,01";"450,53";"678,41";"803,09";"1.248,28";"1.430,12"
"01054095";"Oldenswort";"Gemeinden";"332,55";"341,39";"334,08";"446,58";"693,70";"914,77";"764,43";"1.166,17";"1.383,78"
"01054096";"Oldersbek";"Gemeinden";"326,16";"295,75";"285,49";"320,12";"429,45";"618,32";"645,05";"788,35";"1.437,69"
"01054097";"Olderup";"Gemeinden";"331,62";"328,28";"280,00";"527,72";"731,21";"1.681,00";"860,62";"1.705,63";"1.196,94"
"01054098";"Oldsum";"Gemeinden";"381,96";"303,77";"346,69";"332,15";"416,37";"599,25";"824,94";"1.070,11";"1.205,83"
"01054099";"Ostenfeld (Husum)";"Gemeinden";"367,29";"343,75";"1.153,50";"309,09";"461,79";"775,68";"1.162,28";"1.179,63";"2.887,80"
"01054100";"Osterhever";"Gemeinden";"451,74";"410,45";"450,98";"410,36";"739,32";"893,81";"1.191,24";"1.003,57";"1.273,72"
"01054101";"Oster-Ohrstedt";"Gemeinden";"326,92";"302,10";"298,76";"328,77";"1.018,58";"967,05";"1.063,08";"1.427,94";"1.251,83"
"01054103";"Pellworm";"Gemeinden";"314,16";"367,42";"427,83";"503,51";"656,80";"726,10";"1.277,44";"1.367,98";"1.429,79"
"01054104";"Poppenbüll";"Gemeinden";"432,20";"389,38";"376,74";"497,54";"843,24";"1.188,03";"732,47";"995,26";"1.129,28"
"01054105";"Ramstedt";"Gemeinden";"271,74";"247,55";"270,64";"244,34";"286,34";"419,43";"509,29";"778,23";"985,21"
"01054106";"Rantrum";"Gemeinden";"305,18";"291,54";"290,76";"259,31";"532,35";"646,20";"983,52";"1.140,22";"963,99"
"01054108";"Reußenköge";"Gemeinden";"485,38";"789,79";"919,89";"1.881,36";"7.098,77";"15.408,96";"15.513,83";"20.009,35";"20.672,40"
"01054109";"Risum-Lindholm";"Gemeinden";"342,40";"370,37";"342,75";"399,61";"527,91";"912,95";"1.076,74";"1.295,92";"1.823,21"
"01054110";"Rodenäs";"Gemeinden";"300,22";"318,68";"296,68";"347,07";"726,00";"1.063,68";"557,63";"1.361,33";"1.028,44"
"01054113";"Sankt Peter-Ording";"Gemeinden";"504,05";"608,37";"594,09";"570,94";"731,94";"1.168,63";"1.524,00";"2.037,02";"2.832,19"
"01054116";"Schwabstedt";"Gemeinden";"310,79";"305,75";"317,67";"301,63";"381,36";"497,73";"530,92";"708,77";"710,78"
"01054118";"Schwesing";"Gemeinden";"339,26";"301,57";"351,73";"443,84";"543,33";"687,98";"899,66";"1.060,33";"1.041,21"
"01054119";"Seeth";"Gemeinden";"362,84";"238,68";"238,10";"218,97";"289,81";"398,29";"352,28";"422,41";"223,43"
"01054120";"Simonsberg";"Gemeinden";"306,53";"311,55";"316,34";"493,60";"602,42";"814,10";"1.102,41";"1.527,39";"1.679,55"
"01054121";"Sönnebüll";"Gemeinden";"213,27";"254,46";"381,58";"327,51";"569,81";"756,27";"1.636,44";"1.863,53";"2.265,88"
"01054123";"Sollwitt";"Gemeinden";"258,90";"223,27";"290,22";"261,83";"372,09";"464,16";"787,86";"1.557,98";"1.467,51"
"01054124";"Sprakebüll";"Gemeinden";"316,51";"306,98";"300,45";"345,79";"1.214,59";"1.180,62";"3.544,21";"3.253,16";"3.367,77"
"01054125";"Stadum";"Gemeinden";"494,24";"455,24";"251,41";"275,89";"423,75";"586,10";"888,26";"1.321,64";"1.410,26"
"01054126";"Stedesand";"Gemeinden";"318,42";"295,04";"358,70";"326,01";"512,85";"594,56";"678,35";"991,21";"1.127,09"
"01054128";"Struckum";"Gemeinden";"418,25";"362,29";"321,36";"564,74";"660,57";"917,10";"1.056,59";"1.310,83";"1.845,07"
"01054129";"Süderende";"Gemeinden";"358,70";"352,94";"340,91";"261,11";"303,37";"452,51";"758,76";"975,40";"1.005,16"
"01054130";"Süderhöft";"Gemeinden";"423,08";"526,32";"380,95";"476,19";"565,22";"500,00";"736,86";"631,90";"1.249,94"
"01054131";"Süderlügum";"Gemeinden";"387,74";"529,73";"453,28";"687,06";"641,14";"813,71";"1.481,18";"1.722,37";"2.007,31"
"01054132";"Südermarsch";"Gemeinden";"451,61";"342,28";"351,35";"486,49";"953,33";"467,07";;"1.681,58";"3.623,66"
"01054134";"Tating";"Gemeinden";"326,26";"397,32";"384,78";"349,59";"496,97";"571,74";"639,41";"997,11";"1.067,81"
"01054135";"Tetenbüll";"Gemeinden";"420,18";"380,53";"402,06";"405,36";"525,89";"600,63";"781,68";"864,19";"1.094,80"
"01054136";"Tinningstedt";"Gemeinden";"311,63";"320,39";"339,90";"373,74";"472,91";"551,44";"1.528,64";"1.172,97";"1.524,15"
"01054138";"Tönning, Stadt";"Gemeinden";"373,92";"377,71";"423,47";"390,50";"529,68";"680,58";"806,76";"1.079,44";"1.242,41"
"01054140";"Tümlauer Koog";"Gemeinden";"570,25";"873,02";"408,70";"412,84";"542,55";"682,69";"880,97";"1.378,18";"1.787,76"
"01054141";"Uelvesbüll";"Gemeinden";"371,93";"294,34";"356,59";"588,24";"748,15";"958,04";"602,74";"1.060,39";"1.616,08"
"01054142";"Uphusum";"Gemeinden";"314,76";"294,27";"270,00";"285,35";"452,74";"741,60";"658,20";"810,92";"1.459,52"
"01054143";"Utersum";"Gemeinden";"542,74";"495,39";"540,98";"465,52";"570,42";"799,53";"1.124,12";"1.204,89";"1.842,69"
"01054144";"Viöl";"Gemeinden";"429,27";"431,10";"395,93";"456,53";"458,10";"668,83";"961,17";"1.367,04";"1.633,49"
"01054145";"Vollerwiek";"Gemeinden";"285,02";"347,83";"497,78";"408,70";"526,32";"923,86";"1.012,56";"1.094,59";"1.431,34"
"01054146";"Vollstedt";"Gemeinden";"203,12";"255,47";"310,98";"748,50";"896,34";"1.043,01";"2.488,89";"2.323,45";"4.076,99"
"01054148";"Welt";"Gemeinden";"372,09";"360,87";"331,93";"390,13";"449,54";"593,75";"1.051,59";"1.189,19";"1.468,12"
"01054149";"Wenningstedt-Braderup (Sylt)";"Gemeinden";"920,03";"974,80";"916,25";"890,31";"1.841,58";"2.161,86";"2.186,48";"2.586,70";"3.093,39"
