Kennziffer;Raumeinheit;Aggregat;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose
;;;1998;2002;2005;2009;2013;2017;2021;2023
"13076049";"Gorlosen";"Gemeinden";"69,00";"50,00";"60,00";"38,00";"27,00";"18,00";"20,00";"17,00"
"13076050";"Grabow, Stadt";"Gemeinden";"731,00";"575,00";"585,00";"446,00";"364,00";"216,00";"210,00";"231,00"
"13076051";"Granzin";"Gemeinden";"63,00";"52,00";"57,00";"39,00";"33,00";"12,00";"16,00";"18,00"
"13076053";"Grebs-Niendorf";"Gemeinden";"63,00";"45,00";"48,00";"32,00";"25,00";"17,00";"19,00";"14,00"
"13076054";"Gresse";"Gemeinden";"37,00";"42,00";"50,00";"20,00";"18,00";"15,00";"17,00";"15,00"
"13076055";"Greven";"Gemeinden";"34,00";"28,00";"43,00";"23,00";"19,00";"20,00";"16,00";"11,00"
"13076056";"Groß Godems";"Gemeinden";"15,00";"28,00";"27,00";"15,00";"13,00";"6,00";"4,00";"4,00"
"13076057";"Groß Krams";"Gemeinden";"13,00";"17,00";"22,00";"17,00";"11,00";"8,00";"4,00";"2,00"
"13076058";"Groß Laasch";"Gemeinden";"79,00";"58,00";"58,00";"36,00";"33,00";"23,00";"13,00";"13,00"
"13076060";"Hagenow, Stadt";"Gemeinden";"933,00";"829,00";"1.123,00";"875,00";"698,00";"567,00";"575,00";"650,00"
"13076062";"Hohen Pritz";"Gemeinden";"39,00";"38,00";"40,00";"21,00";"17,00";"8,00";"10,00";"6,00"
"13076063";"Holthusen";"Gemeinden";"49,00";"48,00";"58,00";"41,00";"28,00";"20,00";"19,00";"15,00"
"13076064";"Hoort";"Gemeinden";"32,00";"36,00";"39,00";"31,00";"19,00";"13,00";"11,00";"12,00"
"13076065";"Hülseburg";"Gemeinden";"8,00";"10,00";"13,00";"7,00";"8,00";"2,00";"2,00";"4,00"
"13076067";"Karenz";"Gemeinden";"22,00";"18,00";"21,00";"15,00";"9,00";"11,00";"6,00";"5,00"
"13076068";"Karrenzin";"Gemeinden";"55,00";"52,00";"56,00";"31,00";"22,00";"7,00";"8,00";"12,00"
"13076069";"Karstädt";"Gemeinden";"53,00";"53,00";"50,00";"38,00";"30,00";"17,00";"23,00";"16,00"
"13076070";"Kirch Jesar";"Gemeinden";"39,00";"39,00";"43,00";"32,00";"25,00";"12,00";"9,00";"16,00"
"13076071";"Klein Rogahn";"Gemeinden";"65,00";"74,00";"80,00";"46,00";"39,00";"28,00";"23,00";"17,00"
"13076072";"Kobrow";"Gemeinden";"53,00";"53,00";"49,00";"23,00";"15,00";"11,00";"9,00";"6,00"
"13076073";"Kogel";"Gemeinden";"32,00";"31,00";"42,00";"22,00";"17,00";"6,00";"13,00";"10,00"
"13076075";"Kreien";"Gemeinden";"43,00";"46,00";"46,00";"32,00";"25,00";"14,00";"9,00";"3,00"
"13076076";"Kremmin";"Gemeinden";"38,00";"23,00";"25,00";"12,00";"8,00";"4,00";"3,00";"4,00"
"13076077";"Kritzow";"Gemeinden";"39,00";"49,00";"46,00";"26,00";"18,00";"12,00";"15,00";"17,00"
"13076078";"Kuhlen-Wendorf";"Gemeinden";"150,00";"105,00";"101,00";"69,00";"42,00";"22,00";"25,00";"21,00"
"13076079";"Kuhstorf";"Gemeinden";"46,00";"31,00";"39,00";"25,00";"14,00";"12,00";"7,00";"9,00"
"13076080";"Langen Brütz";"Gemeinden";"32,00";"39,00";"42,00";"16,00";"16,00";"13,00";"8,00";"8,00"
"13076082";"Leezen";"Gemeinden";"135,00";"99,00";"116,00";"76,00";"68,00";"47,00";"26,00";"28,00"
"13076085";"Lewitzrand";"Gemeinden";"122,00";"119,00";"120,00";"81,00";"54,00";"41,00";"37,00";"35,00"
"13076086";"Lübesse";"Gemeinden";"40,00";"53,00";"59,00";"28,00";"23,00";"16,00";"10,00";"10,00"
"13076087";"Lüblow";"Gemeinden";"53,00";"47,00";"44,00";"30,00";"16,00";"11,00";"9,00";"6,00"
"13076088";"Lübtheen, Stadt";"Gemeinden";"458,00";"356,00";"408,00";"271,00";"212,00";"125,00";"139,00";"140,00"
"13076089";"Lübz, Stadt";"Gemeinden";"769,00";"734,00";"769,00";"543,00";"479,00";"316,00";"327,00";"304,00"
"13076090";"Ludwigslust, Stadt";"Gemeinden";"1.078,00";"792,00";"910,00";"715,00";"590,00";"371,00";"425,00";"398,00"
"13076092";"Lüttow-Valluhn";"Gemeinden";"34,00";"39,00";"51,00";"35,00";"20,00";"20,00";"14,00";"17,00"
"13076093";"Malk Göhren";"Gemeinden";"29,00";"24,00";"17,00";"24,00";"21,00";"14,00";"13,00";"12,00"
"13076094";"Malliß";"Gemeinden";"159,00";"114,00";"125,00";"102,00";"82,00";"54,00";"59,00";"52,00"
"13076096";"Mestlin";"Gemeinden";"114,00";"114,00";"99,00";"71,00";"55,00";"47,00";"42,00";"46,00"
"13076097";"Milow";"Gemeinden";"33,00";"26,00";"30,00";"24,00";"17,00";"9,00";"12,00";"10,00"
"13076098";"Möllenbeck";"Gemeinden";"37,00";"27,00";"31,00";"23,00";"15,00";"6,00";"7,00";"5,00"
"13076099";"Moraas";"Gemeinden";"33,00";"34,00";"40,00";"26,00";"13,00";"10,00";"9,00";"7,00"
"13076100";"Muchow";"Gemeinden";"32,00";"31,00";"27,00";"12,00";"8,00";"7,00";"8,00";"9,00"
"13076101";"Mustin";"Gemeinden";"72,00";"57,00";"56,00";"30,00";"16,00";"16,00";"14,00";"9,00"
"13076102";"Neu Gülze";"Gemeinden";"37,00";"34,00";"40,00";"33,00";"16,00";"10,00";"17,00";"14,00"
"13076103";"Neu Kaliß";"Gemeinden";"170,00";"142,00";"149,00";"115,00";"70,00";"42,00";"44,00";"42,00"
"13076104";"Neu Poserin";"Gemeinden";"69,00";"60,00";"63,00";"39,00";"27,00";"22,00";"18,00";"8,00"
"13076105";"Neustadt-Glewe, Stadt";"Gemeinden";"640,00";"550,00";"580,00";"449,00";"332,00";"228,00";"222,00";"234,00"
"13076106";"Nostorf";"Gemeinden";"24,00";"17,00";"23,00";"14,00";"9,00";"7,00";"9,00";"10,00"
"13076107";"Pampow";"Gemeinden";"133,00";"141,00";"170,00";"106,00";"84,00";"52,00";"53,00";"47,00"
"13076108";"Parchim, Stadt";"Gemeinden";"2.239,00";"2.099,00";"1.885,00";"1.399,00";"1.189,00";"802,00";"845,00";"900,00"
"13076109";"Passow";"Gemeinden";"82,00";"84,00";"90,00";"45,00";"32,00";"17,00";"16,00";"11,00"
"13076110";"Pätow-Steegen";"Gemeinden";"28,00";"18,00";"23,00";"14,00";"12,00";"5,00";"6,00";"7,00"
"13076111";"Picher";"Gemeinden";"66,00";"51,00";"63,00";"38,00";"28,00";"14,00";"18,00";"10,00"
"13076112";"Pinnow";"Gemeinden";"77,00";"69,00";"77,00";"50,00";"35,00";"26,00";"23,00";"17,00"
"13076113";"Plate";"Gemeinden";"159,00";"180,00";"172,00";"95,00";"84,00";"64,00";"54,00";"41,00"
"13076114";"Plau am See, Stadt";"Gemeinden";"719,00";"659,00";"698,00";"455,00";"354,00";"244,00";"211,00";"217,00"
"13076115";"Prislich";"Gemeinden";"82,00";"79,00";"83,00";"54,00";"30,00";"23,00";"20,00";"15,00"
"13076116";"Pritzier";"Gemeinden";"43,00";"44,00";"48,00";"28,00";"16,00";"20,00";"7,00";"9,00"
"13076117";"Raben Steinfeld";"Gemeinden";"47,00";"44,00";"56,00";"31,00";"25,00";"17,00";"16,00";"18,00"
"13076118";"Rastow";"Gemeinden";"123,00";"119,00";"119,00";"76,00";"67,00";"32,00";"38,00";"40,00"
"13076119";"Redefin";"Gemeinden";"40,00";"32,00";"40,00";"28,00";"25,00";"21,00";"10,00";"12,00"
"13076120";"Rom";"Gemeinden";"83,00";"72,00";"56,00";"39,00";"25,00";"16,00";"12,00";"14,00"
"13076121";"Schossin";"Gemeinden";"16,00";"19,00";"16,00";"7,00";"7,00";"5,00";"4,00";"2,00"
"13076122";"Schwanheide";"Gemeinden";"73,00";"51,00";"54,00";"36,00";"26,00";"21,00";"15,00";"19,00"
"13076125";"Siggelkow";"Gemeinden";"95,00";"91,00";"84,00";"49,00";"33,00";"25,00";"21,00";"17,00"
"13076126";"Spornitz";"Gemeinden";"134,00";"140,00";"117,00";"83,00";"69,00";"45,00";"31,00";"35,00"
"13076128";"Sternberg, Stadt";"Gemeinden";"565,00";"537,00";"529,00";"359,00";"321,00";"220,00";"198,00";"178,00"
"13076129";"Stolpe";"Gemeinden";"34,00";"38,00";"34,00";"20,00";"14,00";"10,00";"11,00";"9,00"
"13076130";"Stralendorf";"Gemeinden";"70,00";"87,00";"104,00";"60,00";"54,00";"42,00";"38,00";"38,00"
"13076131";"Strohkirchen";"Gemeinden";"22,00";"22,00";"26,00";"19,00";"13,00";"8,00";"6,00";"6,00"
"13076133";"Sukow";"Gemeinden";"79,00";"68,00";"76,00";"52,00";"42,00";"21,00";"20,00";"22,00"
"13076134";"Sülstorf";"Gemeinden";"66,00";"66,00";"49,00";"33,00";"34,00";"16,00";"14,00";"17,00"
"13076135";"Techentin";"Gemeinden";"99,00";"78,00";"73,00";"55,00";"44,00";"30,00";"23,00";"12,00"
"13076136";"Teldau";"Gemeinden";"64,00";"59,00";"63,00";"31,00";"22,00";"18,00";"23,00";"17,00"
"13076138";"Tessin b. Boizenburg";"Gemeinden";"36,00";"28,00";"26,00";"16,00";"12,00";"8,00";"5,00";"6,00"
"13076140";"Tramm";"Gemeinden";"82,00";"74,00";"68,00";"37,00";"32,00";"27,00";"19,00";"14,00"
"13076141";"Uelitz";"Gemeinden";"31,00";"24,00";"24,00";"14,00";"9,00";"8,00";"6,00";"6,00"
"13076142";"Vellahn";"Gemeinden";"223,00";"197,00";"215,00";"140,00";"100,00";"76,00";"61,00";"63,00"
"13076143";"Vielank";"Gemeinden";"111,00";"98,00";"107,00";"58,00";"48,00";"29,00";"32,00";"31,00"
"13076145";"Warlitz";"Gemeinden";"47,00";"34,00";"48,00";"33,00";"23,00";"16,00";"11,00";"6,00"
"13076146";"Warlow";"Gemeinden";"36,00";"26,00";"24,00";"19,00";"8,00";"4,00";"8,00";"5,00"
"13076147";"Warsow";"Gemeinden";"46,00";"41,00";"42,00";"22,00";"21,00";"9,00";"13,00";"9,00"
"13076148";"Weitendorf";"Gemeinden";"49,00";"53,00";"44,00";"20,00";"20,00";"7,00";"8,00";"6,00"
"13076151";"Werder";"Gemeinden";"55,00";"54,00";"44,00";"15,00";"15,00";"12,00";"11,00";"12,00"
"13076152";"Wittenburg, Stadt";"Gemeinden";"482,00";"411,00";"473,00";"344,00";"258,00";"181,00";"196,00";"213,00"
"13076153";"Wittendörp";"Gemeinden";"165,00";"149,00";"173,00";"109,00";"85,00";"52,00";"49,00";"60,00"
"13076154";"Wittenförden";"Gemeinden";"90,00";"110,00";"126,00";"79,00";"51,00";"41,00";"37,00";"31,00"
"13076155";"Witzin";"Gemeinden";"60,00";"69,00";"57,00";"41,00";"34,00";"22,00";"21,00";"13,00"
"13076156";"Wöbbelin";"Gemeinden";"68,00";"64,00";"66,00";"47,00";"38,00";"23,00";"20,00";"14,00"
"13076158";"Zapel";"Gemeinden";"33,00";"28,00";"43,00";"32,00";"24,00";"18,00";"16,00";"11,00"
"13076159";"Zarrentin am Schaalsee, Stadt";"Gemeinden";"248,00";"257,00";"272,00";"222,00";"159,00";"119,00";"128,00";"132,00"
"13076160";"Ziegendorf";"Gemeinden";"72,00";"69,00";"65,00";"33,00";"25,00";"16,00";"21,00";"19,00"
"13076161";"Zierzow";"Gemeinden";"52,00";"44,00";"42,00";"25,00";"19,00";"11,00";"12,00";"11,00"
"13076162";"Zölkow";"Gemeinden";"80,00";"88,00";"87,00";"50,00";"32,00";"26,00";"32,00";"25,00"
"13076163";"Zülow";"Gemeinden";"6,00";"12,00";"15,00";"10,00";"6,00";"5,00";"3,00";"4,00"
"13076164";"Obere Warnow";"Gemeinden";"128,00";"102,00";"89,00";"48,00";"46,00";"34,00";"34,00";"34,00"
"13076165";"Gehlsbach";"Gemeinden";"67,00";"64,00";"76,00";"48,00";"34,00";"30,00";"28,00";"24,00"
"13076166";"Ganzlin";"Gemeinden";"181,00";"212,00";"193,00";"109,00";"111,00";"65,00";"52,00";"55,00"
"13076167";"Kloster Tempzin";"Gemeinden";"75,00";"90,00";"89,00";"64,00";"48,00";"25,00";"12,00";"12,00"
"13076168";"Ruhner Berge";"Gemeinden";"200,00";"194,00";"189,00";"119,00";"87,00";"55,00";"66,00";"47,00"
"13076169";"Toddin";"Gemeinden";"80,00";"64,00";"78,00";"47,00";"38,00";"31,00";"33,00";"30,00"
"14511000";"Chemnitz, Stadt";"Gemeinden";"24.964,00";"23.289,00";"22.416,00";"16.348,00";"12.612,00";"9.353,00";"8.933,00";"10.404,00"
"14521010";"Amtsberg";"Gemeinden";"371,00";"368,00";"333,00";"199,00";"126,00";"57,00";"50,00";"60,00"
"14521020";"Annaberg-Buchholz, Stadt";"Gemeinden";"2.418,00";"2.497,00";"2.509,00";"1.974,00";"1.458,00";"951,00";"759,00";"876,00"
"14521035";"Aue-Bad Schlema, Stadt";"Gemeinden";"2.607,00";"2.641,00";"2.604,00";"1.849,00";"1.451,00";"1.074,00";"754,00";"953,00"
"14521040";"Auerbach";"Gemeinden";"290,00";"318,00";"270,00";"184,00";"104,00";"56,00";"43,00";"38,00"
"14521060";"Bärenstein";"Gemeinden";"238,00";"274,00";"261,00";"196,00";"126,00";"70,00";"57,00";"64,00"
"14521080";"Bockau";"Gemeinden";"245,00";"270,00";"246,00";"155,00";"84,00";"49,00";"33,00";"36,00"
"14521090";"Börnichen/Erzgeb.";"Gemeinden";"80,00";"85,00";"79,00";"45,00";"30,00";"21,00";"11,00";"13,00"
"14521110";"Breitenbrunn/Erzgeb.";"Gemeinden";"432,00";"540,00";"504,00";"360,00";"204,00";"102,00";"84,00";"97,00"
"14521120";"Burkhardtsdorf";"Gemeinden";"506,00";"569,00";"549,00";"314,00";"201,00";"132,00";"117,00";"120,00"
"14521130";"Crottendorf";"Gemeinden";"281,00";"300,00";"345,00";"235,00";"142,00";"66,00";"50,00";"61,00"
"14521140";"Deutschneudorf";"Gemeinden";"81,00";"185,00";"105,00";"64,00";"47,00";"21,00";"16,00";"19,00"
"14521150";"Drebach";"Gemeinden";"543,00";"531,00";"529,00";"348,00";"222,00";"112,00";"101,00";"90,00"
"14521160";"Ehrenfriedersdorf, Stadt";"Gemeinden";"531,00";"520,00";"529,00";"406,00";"247,00";"146,00";"114,00";"118,00"
"14521170";"Eibenstock, Stadt";"Gemeinden";"922,00";"1.038,00";"961,00";"712,00";"469,00";"240,00";"174,00";"179,00"
"14521180";"Elterlein, Stadt";"Gemeinden";"227,00";"265,00";"265,00";"195,00";"107,00";"48,00";"43,00";"37,00"
"14521200";"Gelenau/Erzgeb.";"Gemeinden";"505,00";"512,00";"474,00";"333,00";"215,00";"124,00";"84,00";"86,00"
"14521210";"Geyer, Stadt";"Gemeinden";"390,00";"404,00";"379,00";"290,00";"173,00";"100,00";"82,00";"78,00"
"14521220";"Gornau/Erzgeb.";"Gemeinden";"282,00";"304,00";"303,00";"180,00";"110,00";"66,00";"58,00";"49,00"
"14521230";"Gornsdorf";"Gemeinden";"173,00";"176,00";"186,00";"130,00";"70,00";"39,00";"36,00";"56,00"
"14521240";"Großolbersdorf";"Gemeinden";"232,00";"281,00";"270,00";"160,00";"83,00";"37,00";"33,00";"36,00"
"14521250";"Großrückerswalde";"Gemeinden";"365,00";"427,00";"428,00";"255,00";"133,00";"65,00";"58,00";"66,00"
"14521260";"Grünhain-Beierfeld, Stadt";"Gemeinden";"589,00";"584,00";"514,00";"433,00";"246,00";"122,00";"98,00";"108,00"
"14521270";"Grünhainichen";"Gemeinden";"354,00";"343,00";"351,00";"219,00";"134,00";"78,00";"68,00";"50,00"
"14521280";"Heidersdorf";"Gemeinden";"84,00";"109,00";"107,00";"73,00";"35,00";"18,00";"7,00";"8,00"
"14521290";"Hohndorf";"Gemeinden";"301,00";"316,00";"308,00";"225,00";"141,00";"86,00";"71,00";"73,00"
"14521310";"Jahnsdorf/Erzgeb.";"Gemeinden";"340,00";"408,00";"356,00";"231,00";"134,00";"87,00";"66,00";"72,00"
"14521320";"Johanngeorgenstadt, Stadt";"Gemeinden";"716,00";"668,00";"601,00";"441,00";"290,00";"131,00";"112,00";"104,00"
"14521330";"Jöhstadt, Stadt";"Gemeinden";"291,00";"327,00";"308,00";"217,00";"141,00";"83,00";"50,00";"53,00"
"14521340";"Königswalde";"Gemeinden";"160,00";"197,00";"174,00";"117,00";"67,00";"37,00";"28,00";"26,00"
"14521355";"Lauter-Bernsbach, Stadt";"Gemeinden";"795,00";"789,00";"813,00";"582,00";"400,00";"207,00";"176,00";"174,00"
"14521370";"Lößnitz, Stadt";"Gemeinden";"1.132,00";"1.129,00";"1.115,00";"835,00";"561,00";"315,00";"203,00";"197,00"
"14521380";"Lugau/Erzgeb., Stadt";"Gemeinden";"972,00";"982,00";"877,00";"602,00";"370,00";"199,00";"170,00";"175,00"
"14521390";"Marienberg, Stadt";"Gemeinden";"1.974,00";"2.143,00";"2.178,00";"1.355,00";"797,00";"473,00";"401,00";"454,00"
"14521400";"Mildenau";"Gemeinden";"331,00";"385,00";"332,00";"226,00";"130,00";"61,00";"49,00";"55,00"
"14521410";"Neukirchen/Erzgeb.";"Gemeinden";"526,00";"527,00";"481,00";"305,00";"199,00";"108,00";"88,00";"96,00"
"14521420";"Niederdorf";"Gemeinden";"84,00";"64,00";"81,00";"52,00";"42,00";"26,00";"22,00";"25,00"
"14521430";"Niederwürschnitz";"Gemeinden";"285,00";"278,00";"248,00";"177,00";"113,00";"59,00";"49,00";"43,00"
"14521440";"Oberwiesenthal, Kurort, Stadt";"Gemeinden";"45,00";"235,00";"199,00";"155,00";"95,00";"65,00";"46,00";"50,00"
"14521450";"Oelsnitz/Erzgeb., Stadt";"Gemeinden";"1.222,00";"1.319,00";"1.312,00";"842,00";"561,00";"340,00";"310,00";"327,00"
"14521460";"Olbernhau, Stadt";"Gemeinden";"1.222,00";"1.455,00";"1.485,00";"943,00";"566,00";"330,00";"279,00";"297,00"
"14521495";"Pockau-Lengefeld, Stadt";"Gemeinden";"815,00";"987,00";"944,00";"519,00";"315,00";"183,00";"139,00";"135,00"
"14521500";"Raschau-Markersbach";"Gemeinden";"599,00";"569,00";"597,00";"432,00";"241,00";"119,00";"99,00";"110,00"
"14521510";"Scheibenberg, Stadt";"Gemeinden";"184,00";"219,00";"229,00";"163,00";"99,00";"39,00";"38,00";"41,00"
"14521520";"Schlettau, Stadt";"Gemeinden";"226,00";"236,00";"224,00";"165,00";"106,00";"57,00";"40,00";"37,00"
"14521530";"Schneeberg, Stadt";"Gemeinden";"1.769,00";"1.935,00";"1.868,00";"1.328,00";"866,00";"527,00";"361,00";"404,00"
"14521540";"Schönheide";"Gemeinden";"435,00";"431,00";"433,00";"296,00";"180,00";"89,00";"90,00";"100,00"
"14521550";"Schwarzenberg/Erzgeb., Stadt";"Gemeinden";"2.127,00";"2.146,00";"2.193,00";"1.651,00";"1.030,00";"570,00";"485,00";"520,00"
"14521560";"Sehmatal";"Gemeinden";"542,00";"558,00";"553,00";"386,00";"224,00";"127,00";"97,00";"100,00"
"14521570";"Seiffen/Erzgeb., Kurort";"Gemeinden";"6,00";"106,00";"239,00";"138,00";"78,00";"37,00";"37,00";"36,00"
"14521590";"Stollberg/Erzgeb., Stadt";"Gemeinden";"1.134,00";"1.158,00";"1.080,00";"668,00";"456,00";"285,00";"259,00";"269,00"
"14521600";"Stützengrün";"Gemeinden";"252,00";"266,00";"271,00";"160,00";"108,00";"47,00";"40,00";"32,00"
"14521610";"Tannenberg";"Gemeinden";"104,00";"121,00";"120,00";"92,00";"54,00";"24,00";"20,00";"18,00"
"14521620";"Thalheim/Erzgeb., Stadt";"Gemeinden";"728,00";"769,00";"716,00";"445,00";"272,00";"172,00";"136,00";"162,00"
"14521630";"Thermalbad Wiesenbad";"Gemeinden";"296,00";"360,00";"329,00";"232,00";"160,00";"75,00";"53,00";"56,00"
"14521640";"Thum, Stadt";"Gemeinden";"468,00";"530,00";"554,00";"362,00";"208,00";"124,00";"88,00";"80,00"
"14521670";"Wolkenstein, Stadt";"Gemeinden";"375,00";"388,00";"393,00";"227,00";"147,00";"72,00";"65,00";"66,00"
"14521690";"Zschopau, Stadt, Motorradstadt";"Gemeinden";"1.357,00";"1.309,00";"1.331,00";"896,00";"611,00";"360,00";"257,00";"332,00"
"14521700";"Zschorlau";"Gemeinden";"407,00";"468,00";"441,00";"275,00";"158,00";"91,00";"61,00";"73,00"
"14521710";"Zwönitz, Stadt";"Gemeinden";"1.209,00";"1.314,00";"1.227,00";"824,00";"466,00";"234,00";"209,00";"221,00"
"14522010";"Altmittweida";"Gemeinden";"187,00";"184,00";"190,00";"104,00";"74,00";"53,00";"24,00";"23,00"
"14522020";"Augustusburg, Stadt";"Gemeinden";"422,00";"410,00";"433,00";"236,00";"130,00";"94,00";"73,00";"70,00"
"14522035";"Bobritzsch-Hilbersdorf";"Gemeinden";"433,00";"500,00";"528,00";"312,00";"207,00";"115,00";"95,00";"101,00"
"14522050";"Brand-Erbisdorf, Stadt";"Gemeinden";"1.254,00";"957,00";"1.026,00";"613,00";"414,00";"290,00";"232,00";"196,00"
"14522060";"Burgstädt, Stadt";"Gemeinden";"1.076,00";"1.081,00";"1.168,00";"711,00";"521,00";"348,00";"253,00";"281,00"
"14522070";"Claußnitz";"Gemeinden";"258,00";"280,00";"280,00";"170,00";"95,00";"60,00";"50,00";"56,00"
"14522080";"Döbeln, Stadt";"Gemeinden";"3.001,00";"2.727,00";"2.885,00";"2.209,00";"1.705,00";"1.092,00";"942,00";"926,00"
"14522090";"Dorfchemnitz";"Gemeinden";"122,00";"160,00";"137,00";"68,00";"38,00";"38,00";"13,00";"24,00"
"14522110";"Eppendorf";"Gemeinden";"332,00";"428,00";"390,00";"221,00";"145,00";"85,00";"64,00";"65,00"
"14522120";"Erlau";"Gemeinden";"314,00";"301,00";"315,00";"164,00";"89,00";"48,00";"48,00";"39,00"
"14522140";"Flöha, Stadt";"Gemeinden";"1.362,00";"1.370,00";"1.358,00";"821,00";"547,00";"389,00";"309,00";"282,00"
"14522150";"Frankenberg/Sa., Stadt, Garnisonsstadt";"Gemeinden";"1.551,00";"1.638,00";"1.703,00";"1.067,00";"754,00";"514,00";"411,00";"394,00"
"14522170";"Frauenstein, Stadt";"Gemeinden";"231,00";"254,00";"247,00";"133,00";"91,00";"61,00";"48,00";"36,00"
"14522180";"Freiberg, Stadt, Universitätsstadt";"Gemeinden";"4.138,00";"4.027,00";"4.067,00";"2.626,00";"2.140,00";"1.688,00";"1.405,00";"1.601,00"
"14522190";"Geringswalde, Stadt";"Gemeinden";"530,00";"504,00";"521,00";"330,00";"216,00";"119,00";"117,00";"129,00"
"14522200";"Großhartmannsdorf";"Gemeinden";"237,00";"268,00";"261,00";"121,00";"77,00";"47,00";"30,00";"33,00"
"14522210";"Großschirma, Stadt";"Gemeinden";"523,00";"561,00";"573,00";"319,00";"231,00";"143,00";"101,00";"96,00"
"14522220";"Großweitzschen";"Gemeinden";"336,00";"269,00";"264,00";"169,00";"107,00";"68,00";"57,00";"58,00"
"14522230";"Hainichen, Stadt";"Gemeinden";"1.014,00";"944,00";"940,00";"586,00";"390,00";"249,00";"252,00";"221,00"
"14522240";"Halsbrücke";"Gemeinden";"425,00";"454,00";"409,00";"227,00";"159,00";"96,00";"77,00";"64,00"
"14522250";"Hartha, Stadt";"Gemeinden";"1.029,00";"877,00";"866,00";"622,00";"433,00";"229,00";"190,00";"164,00"
"14522260";"Hartmannsdorf";"Gemeinden";"344,00";"332,00";"359,00";"207,00";"154,00";"98,00";"88,00";"89,00"
"14522275";"Jahnatal";"Gemeinden";"576,00";"602,00";"584,00";"413,00";"286,00";"160,00";"138,00";"114,00"
"14522280";"Königsfeld";"Gemeinden";"155,00";"130,00";"159,00";"75,00";"46,00";"28,00";"21,00";"19,00"
"14522290";"Königshain-Wiederau";"Gemeinden";"235,00";"226,00";"246,00";"160,00";"76,00";"52,00";"40,00";"36,00"
"14522300";"Kriebstein";"Gemeinden";"247,00";"266,00";"272,00";"142,00";"94,00";"59,00";"42,00";"36,00"
"14522310";"Leisnig, Stadt";"Gemeinden";"1.091,00";"966,00";"962,00";"689,00";"499,00";"304,00";"247,00";"220,00"
"14522320";"Leubsdorf";"Gemeinden";"341,00";"346,00";"382,00";"213,00";"113,00";"70,00";"55,00";"46,00"
"14522330";"Lichtenau";"Gemeinden";"517,00";"547,00";"567,00";"285,00";"181,00";"112,00";"89,00";"68,00"
"14522340";"Lichtenberg/Erzgeb.";"Gemeinden";"177,00";"222,00";"208,00";"102,00";"74,00";"40,00";"40,00";"37,00"
"14522350";"Lunzenau, Stadt";"Gemeinden";"559,00";"556,00";"592,00";"311,00";"204,00";"110,00";"92,00";"77,00"
"14522360";"Mittweida, Stadt, Hochschulstadt";"Gemeinden";"1.731,00";"1.674,00";"1.732,00";"1.025,00";"755,00";"548,00";"431,00";"418,00"
"14522380";"Mühlau";"Gemeinden";"168,00";"166,00";"146,00";"90,00";"57,00";"35,00";"29,00";"30,00"
"14522390";"Mulda/Sa.";"Gemeinden";"223,00";"271,00";"256,00";"124,00";"85,00";"66,00";"52,00";"43,00"
"14522400";"Neuhausen/Erzgeb.";"Gemeinden";"217,00";"303,00";"288,00";"158,00";"83,00";"52,00";"49,00";"50,00"
"14522420";"Niederwiesa";"Gemeinden";"321,00";"375,00";"365,00";"186,00";"123,00";"87,00";"75,00";"69,00"
"14522430";"Oberschöna";"Gemeinden";"230,00";"303,00";"292,00";"149,00";"112,00";"74,00";"49,00";"46,00"
"14522440";"Oederan, Stadt";"Gemeinden";"827,00";"868,00";"834,00";"495,00";"302,00";"187,00";"163,00";"136,00"
"14522460";"Penig, Stadt";"Gemeinden";"1.045,00";"1.000,00";"1.014,00";"545,00";"388,00";"200,00";"185,00";"149,00"
"14522470";"Rechenberg-Bienenmühle";"Gemeinden";"165,00";"187,00";"178,00";"108,00";"59,00";"50,00";"38,00";"43,00"
"14522480";"Reinsberg";"Gemeinden";"285,00";"306,00";"300,00";"184,00";"124,00";"70,00";"56,00";"55,00"
"14522490";"Rochlitz, Stadt";"Gemeinden";"846,00";"779,00";"690,00";"384,00";"303,00";"228,00";"172,00";"165,00"
"14522500";"Rossau";"Gemeinden";"309,00";"335,00";"366,00";"201,00";"127,00";"77,00";"68,00";"64,00"
"14522510";"Roßwein, Stadt";"Gemeinden";"1.094,00";"990,00";"979,00";"677,00";"493,00";"273,00";"251,00";"208,00"
"14522520";"Sayda, Stadt";"Gemeinden";"123,00";"155,00";"151,00";"90,00";"53,00";"43,00";"39,00";"37,00"
"14522530";"Seelitz";"Gemeinden";"183,00";"201,00";"198,00";"99,00";"51,00";"41,00";"38,00";"30,00"
"14522540";"Striegistal";"Gemeinden";"574,00";"595,00";"598,00";"303,00";"216,00";"130,00";"86,00";"96,00"
"14522550";"Taura";"Gemeinden";"160,00";"222,00";"238,00";"136,00";"108,00";"55,00";"47,00";"44,00"
"14522570";"Waldheim, Stadt";"Gemeinden";"1.078,00";"1.006,00";"1.030,00";"828,00";"569,00";"350,00";"291,00";"361,00"
"14522580";"Wechselburg";"Gemeinden";"204,00";"188,00";"218,00";"111,00";"60,00";"37,00";"23,00";"23,00"
"14522590";"Weißenborn/Erzgeb.";"Gemeinden";"135,00";"208,00";"210,00";"136,00";"92,00";"60,00";"42,00";"38,00"
