Kennziffer;Raumeinheit;Aggregat;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo
;;;1998;2002;2005;2009;2013;2017;2021;2023
"09376122";"Dieterskirchen";"Gemeinden";"-324,71";"-356,67";"-431,17";"-400,00";"-430,38";"-361,54";"-346,88";"-384,44"
"09376125";"Fensterbach";"Gemeinden";"-155,14";"-70,67";"-113,99";"-101,65";"-81,16";"-66,97";"-63,21";"0,59"
"09376131";"Gleiritsch";"Gemeinden";"-426,53";"-548,78";"-738,71";"-889,29";"-1.375,00";;;
"09376133";"Guteneck";"Gemeinden";"-309,38";"-340,68";"-358,62";"-547,73";"-339,73";"-264,84";"-161,65";"-196,00"
"09376141";"Maxhütte-Haidhof, St";"Gemeinden";"-80,07";"-89,94";"-78,39";"-56,36";"-44,68";"-56,60";"-55,87";"-54,21"
"09376144";"Nabburg, St";"Gemeinden";"24,91";"24,19";"23,42";"19,33";"12,12";"9,54";"6,87";"11,55"
"09376146";"Neukirchen-Balbini, M";"Gemeinden";"-294,90";"-355,81";"-300,99";"-428,75";"-392,22";"-408,05";"-569,12";"-550,75"
"09376147";"Neunburg vorm Wald, St";"Gemeinden";"14,84";"14,70";"11,19";"11,17";"16,52";"15,45";"17,96";"15,90"
"09376148";"Niedermurach";"Gemeinden";"-292,04";"-340,62";"-321,21";"-322,68";"-286,96";"-261,36";"-289,43";"-438,89"
"09376149";"Nittenau, St";"Gemeinden";"-17,87";"-29,27";"-32,37";"-28,41";"-41,21";"-39,01";"-43,95";"-42,36"
"09376150";"Wernberg-Köblitz, M";"Gemeinden";"5,07";"19,98";"33,04";"31,31";"32,49";"30,20";"24,58";"23,32"
"09376151";"Oberviechtach, St";"Gemeinden";"11,48";"7,88";"5,21";"7,42";"-4,91";"-11,31";"-7,32";"-4,51"
"09376153";"Pfreimd, St";"Gemeinden";"-29,06";"-38,11";"-40,65";"-20,47";"-9,66";"-9,13";"-10,78";"-0,81"
"09376159";"Schmidgaden";"Gemeinden";"-610,79";"-640,41";"-519,55";"-335,40";"-215,48";"-168,97";"-95,93";"-93,27"
"09376160";"Schönsee, St";"Gemeinden";"-20,48";"-12,11";"-5,81";"0,82";"0,90";"13,69";"11,49";"10,03"
"09376161";"Schwandorf, GKSt";"Gemeinden";"19,72";"18,25";"16,39";"17,37";"15,78";"16,81";"16,86";"14,89"
"09376162";"Schwarzach b.Nabburg";"Gemeinden";"-296,21";"-376,92";"-353,28";"-389,43";"-479,82";"-500,92";"-553,47";"-550,00"
"09376163";"Schwarzenfeld, M";"Gemeinden";"-7,33";"-13,12";"-12,51";"-26,59";"-37,43";"-20,77";"-13,51";"-29,88"
"09376164";"Schwarzhofen, M";"Gemeinden";"-177,27";"-191,40";"-125,22";"-211,43";"-137,61";"-200,00";"-187,96";"-211,94"
"09376167";"Stadlern";"Gemeinden";"-141,57";"-15,24";"-10,78";"-2,19";"35,47";;;
"09376168";"Steinberg am See";"Gemeinden";"-443,48";"-386,13";"-494,59";"-360,78";"-423,61";"-384,80";"-245,86";"-260,00"
"09376169";"Stulln";"Gemeinden";"-105,24";"-157,26";"-126,41";"-93,10";"-74,45";"-47,96";"-30,93";"-13,46"
"09376170";"Teublitz, St";"Gemeinden";"-71,96";"-92,86";"-78,41";"-91,25";"-97,75";"-73,93";"-78,19";"-82,26"
"09376171";"Teunz";"Gemeinden";"-137,73";"-108,41";"-86,53";"-68,81";"-59,25";"-65,01";"-62,96";"-74,63"
"09376172";"Thanstein";"Gemeinden";"-423,64";"-447,17";"-507,69";"-549,02";"-454,55";"-463,01";"-539,13";"-564,18"
"09376173";"Trausnitz";"Gemeinden";"-400,00";"-755,00";"-862,16";"-902,78";"-753,19";"-840,43";"-663,79";"-744,44"
"09376175";"Wackersdorf";"Gemeinden";"42,11";"60,63";"61,52";"56,93";"61,05";"58,43";"52,72";"54,32"
"09376176";"Weiding";"Gemeinden";"-60,00";"-81,61";"-93,02";"-69,47";"-103,53";"-38,98";"-128,17";"-140,00"
"09376178";"Winklarn, M";"Gemeinden";"-88,28";"-105,74";"-113,81";"-103,72";"-110,83";"-109,62";"-120,82";"-65,41"
"09376455";"Wolferlohe";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09377112";"Bärnau, St";"Gemeinden";"-49,94";"-78,90";"-95,74";"-102,12";"-92,08";"-110,41";"-105,40";"-99,53"
"09377113";"Brand";"Gemeinden";"15,16";"12,73";"9,22";"0,69";"4,21";"-2,92";"-0,61";"4,02"
"09377115";"Ebnath";"Gemeinden";"-240,79";"-192,35";"-197,47";"-145,24";"-231,45";"-227,78";"-229,94";"-273,57"
"09377116";"Erbendorf, St";"Gemeinden";"-15,14";"-21,85";"-21,48";"-21,24";"-13,62";"-4,18";"-1,22";"-3,81"
"09377117";"Falkenberg, M";"Gemeinden";"-279,49";"-357,81";"-282,67";"-110,20";"-71,78";"-27,57";"6,94";
"09377118";"Friedenfels";"Gemeinden";"-88,11";"-106,73";"-117,46";"-141,81";"-152,66";"-167,86";"-163,92";"-202,89"
"09377119";"Fuchsmühl, M";"Gemeinden";"-301,31";"-318,00";"-491,18";"-299,34";"-263,79";"-219,80";"-194,17";"-183,04"
"09377127";"Immenreuth";"Gemeinden";"-93,92";"-92,51";"-81,33";"-103,35";"-95,42";"-40,45";"-54,00";"-41,90"
"09377128";"Kastl";"Gemeinden";"-200,00";"-201,71";"-200,56";"-197,28";"-185,12";"-226,63";"-193,31";"-147,42"
"09377129";"Kemnath, St";"Gemeinden";"29,78";"27,55";"33,67";"36,83";"35,94";"30,22";"33,55";"33,04"
"09377131";"Konnersreuth, M";"Gemeinden";"-73,10";"-59,70";"-155,56";"-136,96";"-104,93";"-68,26";"-58,61";"-61,69"
"09377132";"Krummennaab";"Gemeinden";"-89,78";"-97,30";"-376,58";"-456,70";"-721,74";"-838,46";"-793,15";"-777,92"
"09377133";"Kulmain";"Gemeinden";"-292,11";"-458,93";"-578,03";"-690,68";"-729,82";"-578,03";"-692,24";"-841,58"
"09377137";"Leonberg";"Gemeinden";"-192,42";"-262,86";"-654,05";"-660,00";"-864,86";"-895,00";"-760,00";
"09377139";"Mähring, M";"Gemeinden";"-237,23";"-279,88";"-357,04";"-312,50";"-286,05";"-237,62";"-211,45";"-227,98"
"09377141";"Mitterteich, St";"Gemeinden";"6,90";"10,41";"11,41";"8,32";"14,66";"21,81";"21,35";"25,48"
"09377142";"Bad Neualbenreuth, M";"Gemeinden";"-89,56";"-110,96";"-133,33";"-134,91";"-123,48";"-94,95";"-64,29";"-56,38"
"09377143";"Neusorg";"Gemeinden";"-42,71";"-84,76";"-204,98";"-154,89";"-160,36";"-105,38";"-119,88";"-126,90"
"09377145";"Pechbrunn";"Gemeinden";"-202,82";"-203,51";"-248,23";"-360,75";"-326,67";"-273,05";"-231,61";"-307,69"
"09377146";"Plößberg, M";"Gemeinden";"-43,87";"-47,18";"-37,29";"-8,06";"11,18";"24,02";"46,83";"53,97"
"09377148";"Pullenreuth";"Gemeinden";"-164,71";"-144,53";"-179,63";"-194,69";"-75,81";"-143,49";"-122,93";"-117,14"
"09377149";"Reuth b.Erbendorf";"Gemeinden";"-371,95";"-357,14";"-264,15";"-410,00";"-407,95";"-415,73";"-395,83";"-350,48"
"09377154";"Tirschenreuth, St";"Gemeinden";"29,17";"26,94";"23,66";"26,18";"26,85";"26,18";"29,59";"30,36"
"09377157";"Waldershof, St";"Gemeinden";"-82,20";"-91,59";"-117,20";"-94,61";"-70,86";"-37,26";"3,80";"17,11"
"09377158";"Waldsassen, St";"Gemeinden";"-7,48";"-4,10";"0,61";"0,55";"-1,54";"-1,86";"-18,09";"-17,47"
"09377159";"Wiesau, M";"Gemeinden";"8,51";"-3,15";"0,70";"-6,10";"-19,61";"-9,89";"-16,04";"-11,47"
"09461000";"Bamberg";"Gemeinden";"55,55";"55,33";"56,51";"53,43";"50,74";"48,65";"45,39";"44,28"
"09462000";"Bayreuth";"Gemeinden";"42,94";"42,97";"45,04";"45,17";"45,25";"44,21";"40,70";"40,49"
"09463000";"Coburg";"Gemeinden";"46,53";"49,75";"53,62";"54,78";"53,08";"50,20";"49,69";"48,68"
"09464000";"Hof";"Gemeinden";"33,47";"36,75";"39,16";"36,64";"33,89";"30,94";"29,00";"24,04"
"09471111";"Altendorf";"Gemeinden";"-5,67";"-2,59";"10,87";"6,29";"16,87";"7,88";"1,96";"1,41"
"09471115";"Baunach, St";"Gemeinden";"-110,71";"-125,85";"-141,20";"-123,04";"-88,24";"-86,59";"-65,75";"-66,64"
"09471117";"Bischberg";"Gemeinden";"-180,75";"-245,44";"-206,27";"-229,14";"-179,93";"-169,92";"-154,45";"-143,97"
"09471119";"Breitengüßbach";"Gemeinden";"-110,14";"-148,53";"-85,10";"-78,74";"-76,60";"-73,80";"-57,56";"-56,74"
"09471120";"Burgebrach, M";"Gemeinden";"-72,18";"-48,48";"-57,26";"-37,51";"-17,47";"-14,68";"7,33";"10,96"
"09471122";"Burgwindheim, M";"Gemeinden";"-131,66";"-142,11";"-167,98";"-162,70";"-129,44";"-82,29";"-77,10";"-66,12"
"09471123";"Buttenheim, M";"Gemeinden";"-61,56";"-35,83";"-53,13";"-18,93";"-10,11";"-6,75";"-2,82";"-5,07"
"09471128";"Ebrach, M";"Gemeinden";"2,66";"-31,64";"-38,81";"-41,87";"-41,58";"-34,94";"-74,36";"-64,44"
"09471131";"Frensdorf";"Gemeinden";"-399,14";"-444,51";"-452,82";"-396,07";"-442,24";"-487,18";"-408,48";"-499,74"
"09471133";"Gerach";"Gemeinden";"-206,06";"-432,91";"-654,55";"-600,00";"-501,39";"-98,64";"-92,44";
"09471137";"Gundelsheim";"Gemeinden";"-480,30";"-498,97";"-411,47";"-355,34";"-347,06";"-364,36";"-307,69";"-315,43"
"09471140";"Hallstadt, St";"Gemeinden";"31,47";"33,71";"36,50";"43,56";"43,61";"47,09";"40,99";"27,16"
"09471142";"Heiligenstadt i.OFr., M";"Gemeinden";"-76,73";"-146,51";"-80,05";"-108,43";"-119,00";"-119,13";"-103,92";"-103,80"
"09471145";"Hirschaid, M";"Gemeinden";"-25,07";"-12,05";"-27,38";"-36,17";"-38,16";"-36,53";"-50,37";"-53,28"
"09471150";"Kemmern";"Gemeinden";"-541,22";"-402,55";"-466,47";"-541,82";"-348,22";"-372,06";"-336,90";"-478,50"
"09471151";"Königsfeld";"Gemeinden";"-231,88";"-221,77";"-201,27";"-184,86";"-181,37";"-163,18";"-151,88";"-151,65"
"09471152";"Lauter";"Gemeinden";"-258,72";"-377,65";"-359,34";"-347,52";"-300,00";"-251,97";"-284,21";"-350,00"
"09471154";"Lisberg";"Gemeinden";"-137,89";"-154,12";"-204,42";"-166,80";"-173,82";"-163,19";"-155,70";"-158,39"
"09471155";"Litzendorf";"Gemeinden";"-451,96";"-408,18";"-431,45";"-392,62";"-375,93";"-254,26";"-187,30";"-184,33"
"09471159";"Memmelsdorf";"Gemeinden";"-284,79";"-299,33";"-319,32";"-318,72";"-301,53";"-276,38";"-247,61";"-249,03"
"09471165";"Oberhaid";"Gemeinden";"-271,74";"-436,10";"-436,31";"-450,79";"-300,65";"-284,77";"-263,54";"-244,54"
"09471169";"Pettstadt";"Gemeinden";"-239,89";"-137,07";"-149,01";"-185,38";"-186,13";"-126,65";"-138,42";"-113,92"
"09471172";"Pommersfelden";"Gemeinden";"-254,01";"-234,82";"-176,83";"-155,68";"-92,76";"-101,63";"-147,53";"-92,14"
"09471173";"Priesendorf";"Gemeinden";"-124,69";"-389,29";"-412,73";"-312,59";"-224,19";"-202,30";"-276,24";"-255,32"
"09471174";"Rattelsdorf, M";"Gemeinden";"-201,44";"-231,75";"-351,36";"-297,03";"-274,90";"-235,53";"-227,94";"-230,88"
"09471175";"Reckendorf";"Gemeinden";"-239,90";"-245,10";"-305,95";"-416,67";"-435,62";"-388,59";"-355,72";"-337,50"
"09471185";"Scheßlitz, St";"Gemeinden";"-64,09";"-35,95";"-31,35";"-32,78";"-21,60";"-9,75";"1,92";"7,13"
"09471186";"Schönbrunn i.Steigerwald";"Gemeinden";"-223,72";"-275,77";"-328,74";"-407,14";"-503,52";;"-558,39";"-566,67"
"09471189";"Stadelhofen";"Gemeinden";"-382,47";"-383,33";"-448,84";"-310,16";"-310,45";"-244,38";"-252,25";"-252,25"
"09471191";"Stegaurach";"Gemeinden";"-255,11";"-327,37";"-321,70";"-235,50";"-302,43";"-313,54";"-298,25";"-251,25"
"09471195";"Strullendorf";"Gemeinden";"-102,99";"-141,80";"-125,18";"-91,68";"-72,37";"-56,05";"-31,34";"-27,37"
"09471207";"Viereth-Trunstadt";"Gemeinden";"-210,56";"-228,15";"-232,78";"-205,76";"-204,72";"-209,70";"-195,49";"-226,43"
"09471208";"Walsdorf";"Gemeinden";"-129,17";"-109,21";"-122,60";"-107,53";"-182,06";"-206,99";"-158,81";"-156,53"
"09471209";"Wattendorf";"Gemeinden";"-3.675,00";"-912,90";"-808,82";"-820,00";"-700,00";;"-1.794,12";
"09471214";"Zapfendorf, M";"Gemeinden";"-124,19";"-163,44";"-143,03";"-133,50";"-142,77";"-148,81";"-118,41";"-122,03"
"09471220";"Schlüsselfeld, St";"Gemeinden";"-10,55";"-21,34";"-23,99";"-25,04";"-4,02";"-1,32";"11,12";"4,82"
"09471452";"Ebracher Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09471453";"Eichwald";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09471454";"Geisberger Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09471455";"Hauptsmoor";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09471456";"Koppenwinder Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09471457";"Lindach";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09471459";"Semberg";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09471460";"Steinachsrangen";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09471461";"Winkelhofer Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09471462";"Zückshuter Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09472111";"Ahorntal";"Gemeinden";"-245,41";"-250,00";"-182,47";"-190,85";"-208,92";"-238,31";"-263,73";"-237,20"
"09472115";"Aufseß";"Gemeinden";"-173,46";"-167,46";"-186,54";"-162,29";"-164,68";"-146,82";"-173,87";"-174,07"
"09472116";"Bad Berneck i.Fichtelgebirge, St";"Gemeinden";"-0,55";"-7,62";"-20,45";"-27,21";"-50,58";"-56,69";"-51,53";"-48,10"
"09472118";"Betzenstein, St";"Gemeinden";"-183,64";"-207,55";"-250,20";"-200,33";"-179,56";"-163,46";"-155,37";"-153,81"
"09472119";"Bindlach";"Gemeinden";"16,67";"26,55";"19,69";"17,45";"17,56";"11,21";"12,14";"13,40"
"09472121";"Bischofsgrün";"Gemeinden";"-29,94";"-34,40";"-34,08";"-25,00";"-26,73";"-32,44";"-40,77";"-44,21"
"09472127";"Creußen, St";"Gemeinden";"-80,36";"-112,78";"-122,74";"-138,31";"-99,44";"-79,96";"-64,76";"-73,33"
"09472131";"Eckersdorf";"Gemeinden";"-171,61";"-295,04";"-280,00";"-286,36";"-291,77";"-283,33";"-276,39";"-290,08"
"09472133";"Emtmannsberg";"Gemeinden";"-453,33";"-532,08";"-737,50";"-712,50";"-515,79";"-449,28";"-589,47";"-571,19"
"09472138";"Fichtelberg";"Gemeinden";"-31,19";"-58,94";"-70,33";"-65,55";"-91,29";"-74,17";"-78,39";"-79,64"
"09472139";"Gefrees, St";"Gemeinden";"-2,48";"-17,86";"-30,87";"-33,47";"-68,17";"-54,13";"-54,53";"-67,16"
"09472140";"Gesees";"Gemeinden";"-53,99";"-69,92";"-101,45";"-123,79";"-106,12";"-81,44";"-96,54";"-95,22"
"09472141";"Glashütten";"Gemeinden";"-300,00";"-267,69";"-210,46";"-302,34";"-300,70";"-243,60";"-220,42";"-209,74"
"09472143";"Goldkronach, St";"Gemeinden";"-103,15";"-80,40";"-110,58";"-113,97";"-132,92";"-136,42";"-152,16";"-140,65"
"09472146";"Haag";"Gemeinden";"-33,91";"-164,04";"-225,81";"-185,45";"-177,42";"-243,93";"-371,08";"-438,16"
"09472150";"Heinersreuth";"Gemeinden";"-317,89";"-214,42";"-240,00";"-185,71";"-163,64";"-129,32";"-105,58";"-74,61"
"09472154";"Hollfeld, St";"Gemeinden";"-145,68";"-164,30";"-172,77";"-173,80";"-176,61";"-130,32";"-121,39";"-117,22"
"09472155";"Hummeltal";"Gemeinden";"-403,41";"-419,89";"-505,63";"-472,05";"-378,82";"-489,35";"-474,71";"-519,28"
"09472156";"Kirchenpingarten";"Gemeinden";"-696,36";"-525,68";"-545,45";"-493,98";"-467,39";"-430,19";"-403,39";"-409,24"
"09472164";"Mehlmeisel";"Gemeinden";"-794,92";"-816,36";"-824,53";"-647,89";"-864,91";"-770,31";"-592,68";"-764,18"
"09472166";"Mistelbach";"Gemeinden";"-32,74";"-73,06";"-81,98";"-89,72";"-65,06";"-88,65";"-120,28";"-114,49"
"09472167";"Mistelgau";"Gemeinden";"-82,62";"-74,71";"-58,84";"-53,14";"-48,80";"-63,87";"-78,16";"-75,93"
"09472175";"Pegnitz, St";"Gemeinden";"-4,60";"-4,64";"-4,14";"-1,57";"-4,83";"-6,45";"-6,04";"-8,14"
"09472176";"Plankenfels";"Gemeinden";"-235,16";"-181,90";"-164,15";"-383,61";"-468,97";"-527,27";"-506,56";"-438,57"
"09472177";"Plech, M";"Gemeinden";"-196,75";"-228,78";"-234,29";"-292,00";"-128,03";"-122,51";"-128,52";"-130,12"
"09472179";"Pottenstein, St";"Gemeinden";"-218,38";"-218,98";"-215,34";"-184,51";"-192,84";"-187,77";"-188,41";"-187,24"
"09472180";"Prebitz";"Gemeinden";"-519,30";"-417,11";"-289,90";"-550,85";"-435,14";"-610,34";"-531,43";"-477,03"
"09472184";"Schnabelwaid, M";"Gemeinden";"-270,97";"-436,51";"-525,45";"-629,17";"-717,78";"-501,59";"-637,74";"-708,51"
"09472188";"Seybothenreuth";"Gemeinden";"-331,52";"-372,94";"-397,59";"-414,94";"-434,41";"-442,86";"-399,03";"-426,00"
"09472190";"Speichersdorf";"Gemeinden";"-64,50";"-82,88";"-82,74";"-116,85";"-130,78";"-132,93";"-128,81";"-117,55"
"09472197";"Waischenfeld, St";"Gemeinden";"-133,07";"-119,70";"-145,96";"-162,42";"-171,98";"-201,07";"-180,27";"-190,18"
"09472198";"Warmensteinach";"Gemeinden";"-23,42";"-38,39";"-76,96";"-88,04";"-86,92";"-85,64";"-88,94";"-90,32"
"09472199";"Weidenberg, M";"Gemeinden";"-62,31";"-73,04";"-67,65";"-78,06";"-81,38";"-81,58";"-54,93";"-63,03"
"09472451";"Bischofsgrüner Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09472453";"Fichtelberg";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09472454";"Forst Neustädtlein a.Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09472456";"Glashüttener Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09472458";"Heinersreuther Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09472463";"Neubauer Forst-Nord";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09472464";"Prüll";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09472468";"Veldensteinerforst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09472469";"Waidacher Forst";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09472470";"Warmensteinacher Forst-Nord";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09473112";"Ahorn";"Gemeinden";"-83,78";"-76,37";"-93,15";"-111,74";"0,75";"17,74";"20,86";"5,32"
"09473120";"Dörfles-Esbach";"Gemeinden";"-4,23";"-5,08";"-8,10";"-30,29";"-18,99";"-24,05";"-7,42";"-12,49"
"09473121";"Ebersdorf b.Coburg";"Gemeinden";"23,71";"20,34";"19,20";"15,21";"12,32";"6,98";"-0,85";"-6,96"
"09473132";"Großheirath";"Gemeinden";"-124,74";"-144,53";"-177,41";"-180,17";"-182,56";"-106,00";"-95,39";"-87,99"
"09473134";"Grub a.Forst";"Gemeinden";"-15,43";"-30,98";"-33,22";"-42,45";"-86,04";"-100,31";"-94,67";"-115,20"
"09473138";"Itzgrund";"Gemeinden";"-266,00";"-338,42";"-394,81";"-354,50";"-247,74";"-301,21";"-432,98";"-427,32"
"09473141";"Lautertal";"Gemeinden";"-177,84";"-186,27";"-268,17";"-237,40";"-281,05";"-265,26";"-265,90";"-283,96"
"09473144";"Meeder";"Gemeinden";"-66,93";"-64,25";"-61,14";"-64,95";"-88,17";"-44,85";"-64,94";"-64,89"
"09473151";"Neustadt b.Coburg, GKSt";"Gemeinden";"7,55";"3,06";"-10,98";"-11,89";"-20,41";"-19,86";"-15,73";"-25,89"
"09473153";"Niederfüllbach";"Gemeinden";"-5,24";"0,61";"0,63";"-18,91";"-36,05";"-45,49";"-49,03";"-62,83"
"09473158";"Bad Rodach, St";"Gemeinden";"7,86";"25,78";"25,19";"29,46";"32,56";"33,26";"32,03";"29,75"
"09473159";"Rödental, St";"Gemeinden";"2,39";"-0,79";"-9,79";"-20,31";"-35,75";"-59,99";"-61,58";"-58,08"
"09473165";"Seßlach, St";"Gemeinden";"-69,63";"-65,17";"-57,64";"-67,53";"-61,55";"-53,79";"-55,15";"-62,37"
"09473166";"Sonnefeld";"Gemeinden";"22,13";"3,65";"-10,60";"-22,24";"-42,00";"-21,64";"-3,29";"-1,13"
"09473170";"Untersiemau";"Gemeinden";"5,71";"-15,26";"-23,58";"-29,00";"-38,01";"-41,76";"-33,79";"-24,73"
"09473174";"Weidhausen b.Coburg";"Gemeinden";"11,43";"8,74";"-3,49";"-11,76";"-15,42";"-17,94";"-40,00";"-52,64"
"09473175";"Weitramsdorf";"Gemeinden";"-261,18";"-343,93";"-511,86";"-489,26";"-679,77";"-550,30";"-432,15";"-395,12"
"09473452";"Callenberger Forst-West";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09473453";"Gellnhausen";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09473454";"Köllnholz";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"09474119";"Dormitz";"Gemeinden";"-536,70";"-602,83";"-656,44";"-867,86";"-733,96";"-480,37";"-477,99";"-353,43"
"09474121";"Ebermannstadt, St";"Gemeinden";"-14,89";"-9,22";"-7,60";"-9,50";"-6,13";"-1,56";"-7,03";"-14,70"
"09474122";"Effeltrich";"Gemeinden";"-233,44";"-286,14";"-279,57";"-285,66";"-260,74";"-151,51";"-165,66";"-157,59"
"09474123";"Eggolsheim, M";"Gemeinden";"-114,01";"-147,10";"-184,73";"-170,63";"-145,59";"-127,07";"-40,28";"-40,37"
"09474124";"Egloffstein, M";"Gemeinden";"-115,77";"-204,37";"-209,61";"-198,68";"-175,93";"-184,64";"-151,16";"-186,56"
"09474126";"Forchheim, GKSt";"Gemeinden";"3,19";"7,22";"9,67";"11,29";"14,44";"17,36";"19,84";"20,27"
"09474129";"Gößweinstein, M";"Gemeinden";"-211,65";"-221,94";"-288,17";"-257,04";"-277,56";"-294,01";"-278,56";"-266,21"
"09474132";"Gräfenberg, St";"Gemeinden";"-108,33";"-108,61";"-106,71";"-104,98";"-83,43";"-81,17";"-81,36";"-86,07"
"09474133";"Hallerndorf";"Gemeinden";"-213,74";"-208,32";"-240,25";"-218,86";"-166,95";"-158,66";"-136,06";"-120,86"
"09474134";"Hausen";"Gemeinden";"-342,31";"-310,57";"-353,92";"-426,03";"-442,86";"-261,83";"-140,41";"-141,74"
"09474135";"Heroldsbach";"Gemeinden";"-422,32";"-405,44";"-479,58";"-479,83";"-478,01";"-440,28";"-448,48";"-422,53"
"09474137";"Hetzles";"Gemeinden";"-157,54";"-201,95";"-277,60";"-388,57";"-134,05";"-340,60";"-302,61";"-323,49"
"09474138";"Hiltpoltstein, M";"Gemeinden";"-449,48";"-369,64";"-291,67";"-328,68";"-315,54";"-214,63";"-238,00";"-278,36"
"09474140";"Igensdorf, M";"Gemeinden";"-242,14";"-230,71";"-282,46";"-342,19";"-308,63";"-286,33";"-243,72";"-209,91"
"09474143";"Kirchehrenbach";"Gemeinden";"-351,52";"-359,28";"-406,55";"-428,07";"-400,51";"-350,00";"-263,67";"-246,43"
"09474144";"Kleinsendelbach";"Gemeinden";"-950,98";"-1.159,57";"-1.056,00";"-856,45";"-1.007,02";"-632,93";"-691,46";"-779,17"
"09474145";"Kunreuth";"Gemeinden";"-651,52";"-585,33";"-518,29";"-511,36";"-541,11";"-496,23";"-427,64";"-469,91"
"09474146";"Langensendelbach";"Gemeinden";"-299,18";"-265,20";"-332,74";"-305,08";"-353,41";"-340,99";"-358,95";"-358,28"
"09474147";"Leutenbach";"Gemeinden";"-419,13";"-477,48";"-461,86";"-432,28";"-488,19";"-732,98";"-479,72";"-491,24"
"09474154";"Neunkirchen a.Brand, M";"Gemeinden";"-102,47";"-113,29";"-114,42";"-88,36";"-62,41";"-59,48";"-49,33";"-57,87"
"09474156";"Obertrubach";"Gemeinden";"-172,32";"-160,00";"-121,82";"-87,77";"-46,95";"-37,68";"-42,74";"-58,60"
"09474158";"Pinzberg";"Gemeinden";"-757,69";"-843,84";"-902,78";"-762,64";"-814,89";"-680,70";"-243,13";"-242,64"
"09474160";"Poxdorf";"Gemeinden";"-271,33";"-343,94";"-345,86";"-387,50";"-387,80";"-322,73";"-323,08";"-316,67"
"09474161";"Pretzfeld, M";"Gemeinden";"-64,50";"-56,86";"-56,90";"-81,22";"-102,12";"-67,89";"-111,58";"-104,58"
"09474168";"Unterleinleiter";"Gemeinden";"-174,71";"-252,34";"-263,11";"-242,34";"-191,21";"-149,32";"-222,64";"-253,02"
"09474171";"Weilersbach";"Gemeinden";"-563,41";"-481,25";"-582,26";"-783,33";"-878,57";"-731,40";"-520,89";"-644,03"
"09474173";"Weißenohe";"Gemeinden";"-154,38";"-174,65";"-301,06";"-186,21";"-156,07";"-101,64";"-91,00";"-84,82"
"09474175";"Wiesenthau";"Gemeinden";"-767,16";"-607,95";"-585,71";"-862,50";"-529,63";"-374,44";"-672,29";"-671,76"
"09474176";"Wiesenttal, M";"Gemeinden";"-62,98";"-63,36";"-71,86";"-68,06";"-84,22";"-71,27";"-85,34";"-83,21"
"09475112";"Bad Steben, M";"Gemeinden";"34,90";"43,08";"42,63";"38,67";"34,86";"28,91";"26,29";"20,40"
"09475113";"Berg";"Gemeinden";"2,17";"-15,91";"-22,95";"-19,55";"6,46";"6,38";"1,90";"-1,42"
"09475120";"Döhlau";"Gemeinden";"-39,85";"-57,06";"-72,80";"-68,32";"-84,00";"-96,88";"-79,67";"-64,71"
"09475123";"Feilitzsch";"Gemeinden";"-126,93";"-127,54";"-110,16";"-117,00";"-73,30";"-75,20";"-82,50";"-84,13"
"09475127";"Gattendorf";"Gemeinden";"-81,86";"-43,40";"-84,58";"-90,34";"-57,77";"-44,16";"-57,73";"83,05"
"09475128";"Geroldsgrün";"Gemeinden";"-86,09";"-110,76";"-119,84";"-96,49";"-96,24";"-112,33";"-112,03";"-103,82"
"09475136";"Helmbrechts, St";"Gemeinden";"10,64";"11,15";"17,40";"13,77";"14,29";"17,30";"16,22";"20,22"
"09475137";"Issigau";"Gemeinden";"-194,74";"-312,77";"-205,61";"-222,32";"-204,07";"-152,94";"-118,03";"-135,71"
