Kennziffer;Raumeinheit;Aggregat;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer;Einkommensteuer
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"16065088";"An der Schmücke, Stadt";"Gemeinden";"138,60";"58,58";"49,90";"53,48";"86,07";"126,36";"174,17";"242,63";"255,53"
"16065089";"Greußen, Stadt";"Gemeinden";"137,23";"56,80";"53,27";"56,95";"96,06";"140,19";"204,09";"271,40";"292,53"
"16066005";"Belrieth";"Gemeinden";"130,34";"95,57";"85,86";"85,21";"140,54";"207,98";"312,90";"356,51";"367,24"
"16066012";"Birx";"Gemeinden";"132,28";"93,75";"65,57";"60,44";"118,64";"135,59";"227,35";"172,23";"174,85"
"16066013";"Breitungen/Werra";"Gemeinden";"137,49";"83,60";"71,53";"83,59";"146,31";"209,08";"276,11";"324,38";"355,55"
"16066015";"Christes";"Gemeinden";"137,54";"78,03";"52,33";"52,17";"108,45";"155,78";"258,43";"306,27";"329,97"
"16066016";"Dillstädt";"Gemeinden";"130,75";"77,75";"75,37";"79,68";"143,03";"197,06";"269,95";"362,73";"391,78"
"16066017";"Einhausen";"Gemeinden";"136,28";"102,00";"97,66";"84,00";"147,25";"220,42";"288,59";"338,21";"350,25"
"16066018";"Ellingshausen";"Gemeinden";"132,53";"88,61";"73,17";"73,26";"142,86";"216,67";"283,27";"337,45";"352,89"
"16066019";"Erbenhausen";"Gemeinden";"133,43";"78,35";"68,70";"65,81";"131,67";"184,12";"261,50";"266,66";"290,38"
"16066022";"Fambach";"Gemeinden";"136,55";"76,37";"63,84";"70,42";"127,72";"189,88";"265,26";"344,07";"383,10"
"16066023";"Floh-Seligenthal";"Gemeinden";"135,96";"66,69";"61,38";"75,41";"149,66";"221,59";"298,23";"370,97";"405,21"
"16066024";"Frankenheim/Rhön";"Gemeinden";"130,87";"70,82";"51,56";"49,52";"93,10";"129,63";"172,51";"229,47";"240,88"
"16066025";"Friedelshausen";"Gemeinden";"135,87";"79,02";"52,17";"53,98";"125,00";"178,46";"210,92";"286,58";"334,82"
"16066038";"Kühndorf";"Gemeinden";"137,96";"60,99";"56,42";"60,85";"110,27";"168,53";"251,05";"287,50";"304,03"
"16066039";"Leutersdorf";"Gemeinden";"138,97";"82,02";"58,44";"58,02";"159,26";"211,16";"310,91";"425,62";"455,74"
"16066041";"Mehmels";"Gemeinden";"133,82";"69,71";"49,75";"51,15";"119,57";"204,14";"269,41";"324,65";"338,51"
"16066042";"Meiningen, Stadt";"Gemeinden";"141,45";"99,25";"83,46";"90,43";"156,18";"215,16";"285,80";"328,79";"344,84"
"16066045";"Neubrunn";"Gemeinden";"132,33";"78,99";"60,61";"70,26";"136,44";"183,93";"269,97";"358,06";"351,94"
"16066047";"Oberhof, Stadt";"Gemeinden";"141,17";"104,56";"95,10";"104,17";"182,42";"223,79";"274,66";"317,43";"327,57"
"16066049";"Obermaßfeld-Grimmenthal";"Gemeinden";"141,76";"84,84";"74,18";"75,75";"125,30";"191,63";"257,51";"296,49";"328,14"
"16066052";"Oberweid";"Gemeinden";"134,19";"89,43";"63,14";"58,12";"108,66";"152,22";"188,69";"229,05";"242,51"
"16066056";"Rippershausen";"Gemeinden";"128,52";"69,68";"67,42";"72,33";"147,12";"215,91";"301,51";"382,02";"403,04"
"16066057";"Ritschenhausen";"Gemeinden";"137,53";"73,73";"60,53";"60,77";"138,24";"217,67";"280,26";"366,55";"392,99"
"16066058";"Rohr";"Gemeinden";"130,81";"71,89";"66,85";"79,50";"168,69";"212,68";"313,75";"340,67";"354,31"
"16066059";"Rosa";"Gemeinden";"135,20";"73,11";"60,83";"65,16";"156,21";"221,77";"301,49";"310,38";"317,88"
"16066061";"Roßdorf";"Gemeinden";"133,59";"71,15";"64,43";"58,41";"121,04";"194,53";"267,29";"353,84";"381,09"
"16066063";"Schmalkalden, Stadt";"Gemeinden";"137,67";"75,03";"68,53";"77,45";"139,53";"193,57";"251,92";"295,71";"315,51"
"16066064";"Schwallungen";"Gemeinden";"133,69";"73,47";"61,60";"62,23";"119,08";"187,73";"269,27";"323,62";"341,65"
"16066065";"Schwarza";"Gemeinden";"135,36";"65,55";"61,73";"72,20";"130,70";"206,50";"296,83";"341,37";"369,48"
"16066069";"Steinbach-Hallenberg, Stadt";"Gemeinden";"136,90";"63,58";"60,18";"74,18";"135,43";"205,96";"267,26";"328,60";"351,69"
"16066073";"Sülzfeld";"Gemeinden";"104,82";"76,31";"79,51";"86,91";"178,08";"266,28";"373,44";"374,98";"399,86"
"16066074";"Brotterode-Trusetal, Stadt";"Gemeinden";"137,44";"64,05";"71,65";"89,65";"165,80";"242,58";"315,18";"371,95";"405,06"
"16066076";"Untermaßfeld";"Gemeinden";"121,12";"71,81";"65,40";"71,53";"133,13";"184,76";"259,17";"315,17";"343,02"
"16066079";"Utendorf";"Gemeinden";"112,39";"76,09";"56,75";"75,25";"175,73";"263,38";"342,88";"362,43";"393,69"
"16066081";"Vachdorf";"Gemeinden";"132,80";"88,99";"83,04";"82,05";"154,29";"224,33";"283,58";"321,45";"323,49"
"16066086";"Wasungen, Stadt";"Gemeinden";"134,37";"72,90";"62,72";"67,86";"123,82";"174,44";"245,54";"302,34";"317,17"
"16066092";"Zella-Mehlis, Stadt";"Gemeinden";"138,44";"77,98";"71,66";"84,48";"152,65";"221,02";"299,14";"331,92";"354,46"
"16066093";"Rhönblick";"Gemeinden";"133,27";"77,95";"64,81";"66,16";"130,06";"186,26";"268,25";"333,39";"353,46"
"16066094";"Grabfeld";"Gemeinden";"135,82";"81,79";"67,58";"70,15";"123,54";"181,66";"255,14";"317,40";"336,66"
"16066095";"Kaltennordheim, Stadt";"Gemeinden";"138,19";"80,37";"64,12";"67,75";"121,43";"174,67";"241,90";"288,84";"308,32"
"16067004";"Bienstädt";"Gemeinden";"85,50";"38,56";"70,90";"109,54";"258,74";"368,58";"485,46";"450,15";"460,30"
"16067009";"Dachwig";"Gemeinden";"136,11";"82,48";"82,92";"88,75";"165,73";"234,63";"306,05";"379,02";"390,24"
"16067011";"Döllstädt";"Gemeinden";"135,45";"52,87";"54,62";"83,33";"150,90";"219,86";"296,99";"339,99";"364,99"
"16067013";"Emleben";"Gemeinden";"127,50";"75,50";"72,80";"85,71";"156,79";"233,06";"299,84";"373,80";"391,48"
"16067016";"Eschenbergen";"Gemeinden";"122,71";"64,80";"63,86";"88,39";"155,08";"232,27";"338,88";"387,82";"402,13"
"16067019";"Friedrichroda, Stadt";"Gemeinden";"136,99";"75,42";"64,15";"71,84";"138,33";"192,79";"259,64";"326,58";"328,59"
"16067022";"Friemar";"Gemeinden";"132,67";"79,08";"71,19";"75,36";"132,79";"182,17";"260,04";"341,73";"358,80"
"16067026";"Gierstädt";"Gemeinden";"133,91";"65,78";"60,54";"60,51";"128,29";"212,30";"327,53";"389,86";"416,52"
"16067029";"Gotha, Stadt";"Gemeinden";"140,18";"93,79";"84,75";"90,71";"143,48";"196,16";"247,76";"297,07";"300,44"
"16067033";"Großfahner";"Gemeinden";"136,16";"70,71";"67,83";"90,10";"153,13";"210,40";"287,57";"323,15";"329,16"
"16067036";"Herrenhof";"Gemeinden";"130,09";"92,42";"79,95";"84,04";"160,15";"210,72";"326,26";"387,83";"407,79"
"16067044";"Luisenthal";"Gemeinden";"138,00";"69,39";"68,29";"79,30";"140,19";"188,38";"256,92";"280,36";"294,44"
"16067047";"Molschleben";"Gemeinden";"134,22";"71,43";"61,97";"76,32";"127,34";"189,09";"281,66";"322,79";"328,31"
"16067052";"Nottleben";"Gemeinden";"137,86";"63,32";"72,37";"71,59";"132,72";"177,68";"282,79";"360,53";"369,15"
"16067053";"Ohrdruf, Stadt";"Gemeinden";"135,05";"69,65";"62,06";"68,20";"121,53";"182,77";"250,27";"307,76";"305,91"
"16067055";"Pferdingsleben";"Gemeinden";"131,26";"77,09";"74,94";"86,54";"137,50";"212,87";"269,95";"366,79";"375,47"
"16067059";"Schwabhausen";"Gemeinden";"134,48";"82,77";"80,17";"79,83";"153,53";"213,42";"291,63";"389,03";"403,76"
"16067063";"Sonneborn";"Gemeinden";"136,16";"67,65";"65,86";"65,49";"141,94";"206,34";"285,91";"332,09";"327,23"
"16067064";"Bad Tabarz";"Gemeinden";"137,36";"63,97";"67,13";"83,59";"161,15";"227,18";"295,41";"313,83";"338,89"
"16067065";"Tambach-Dietharz/Thür. Wald, Stadt";"Gemeinden";"138,77";"78,57";"75,53";"85,48";"159,41";"211,85";"296,43";"330,76";"327,18"
"16067067";"Tonna";"Gemeinden";"133,04";"62,98";"56,72";"62,26";"119,63";"168,37";"239,14";"274,49";"298,40"
"16067068";"Tröchtelborn";"Gemeinden";"132,02";"67,25";"77,15";"80,12";"162,50";"215,62";"299,49";"405,01";"408,41"
"16067071";"Tüttleben";"Gemeinden";"134,88";"66,31";"57,77";"59,90";"109,63";"166,01";"211,29";"276,59";"288,08"
"16067072";"Waltershausen, Stadt";"Gemeinden";"136,58";"66,47";"67,62";"78,88";"140,54";"209,45";"278,62";"337,57";"342,18"
"16067082";"Zimmernsupra";"Gemeinden";"140,00";"71,07";"78,21";"100,26";"172,77";"260,74";"308,65";"348,55";"365,57"
"16067087";"Nesse-Apfelstädt";"Gemeinden";"126,72";"69,82";"75,88";"94,29";"181,20";"255,03";"341,02";"394,74";"405,29"
"16067088";"Hörsel";"Gemeinden";"133,36";"65,57";"64,86";"77,44";"149,57";"221,86";"299,60";"359,00";"376,55"
"16067089";"Drei Gleichen";"Gemeinden";"128,40";"75,91";"74,64";"83,84";"165,40";"234,36";"335,44";"386,89";"403,77"
"16067091";"Nessetal";"Gemeinden";"128,15";"67,44";"65,09";"72,97";"142,89";"216,24";"300,30";"353,05";"363,31"
"16067092";"Georgenthal";"Gemeinden";"132,76";"61,29";"65,44";"77,50";"148,94";"208,84";"289,15";"340,93";"356,13"
"16068001";"Alperstedt";"Gemeinden";"134,48";"60,71";"57,14";"79,78";"189,42";"265,51";"338,93";"455,80";"485,77"
"16068002";"Andisleben";"Gemeinden";"127,69";"65,85";"68,04";"78,78";"164,47";"217,47";"288,99";"363,95";"376,76"
"16068005";"Büchel";"Gemeinden";"136,52";"52,63";"55,76";"50,58";"142,86";"184,55";"228,94";"313,83";"329,59"
"16068007";"Eckstedt";"Gemeinden";"124,38";"59,56";"66,77";"82,10";"127,91";"200,00";"267,30";"334,13";"348,23"
"16068009";"Elxleben";"Gemeinden";"120,56";"76,13";"90,12";"109,99";"190,82";"277,40";"355,01";"380,39";"401,68"
"16068013";"Gangloffsömmern";"Gemeinden";"127,25";"46,92";"49,92";"64,46";"142,05";"204,57";"281,98";"340,23";"362,67"
"16068014";"Gebesee, Stadt";"Gemeinden";"135,58";"87,16";"74,33";"83,66";"155,78";"221,80";"297,75";"368,67";"386,82"
"16068015";"Griefstedt";"Gemeinden";"132,53";"51,36";"70,12";"67,96";"131,15";"187,94";"287,61";"331,93";"358,98"
"16068017";"Großmölsen";"Gemeinden";"132,84";"71,94";"80,00";"97,01";"172,69";"276,50";"390,01";"417,42";"423,05"
"16068019";"Großneuhausen";"Gemeinden";"135,89";"69,82";"58,82";"65,47";"125,17";"179,34";"259,21";"298,27";"309,45"
"16068021";"Großrudestedt";"Gemeinden";"119,25";"58,31";"78,25";"96,65";"183,97";"253,33";"359,63";"391,17";"401,62"
"16068022";"Günstedt";"Gemeinden";"136,62";"50,06";"50,06";"53,09";"107,23";"164,40";"229,77";"284,59";"298,87"
"16068025";"Haßleben";"Gemeinden";"132,97";"71,04";"63,08";"63,20";"113,37";"171,29";"229,98";"311,33";"329,62"
"16068032";"Kleinmölsen";"Gemeinden";"141,18";"48,39";"62,81";"131,15";"255,81";"317,90";"493,78";"530,89";"566,39"
"16068033";"Kleinneuhausen";"Gemeinden";"131,63";"64,88";"54,79";"58,17";"119,82";"184,54";"253,73";"278,73";"289,48"
"16068034";"Kölleda, Stadt";"Gemeinden";"136,67";"64,37";"61,62";"70,94";"116,29";"170,17";"233,81";"300,66";"298,50"
"16068036";"Markvippach";"Gemeinden";"134,24";"53,17";"53,17";"75,97";"148,01";"191,34";"313,33";"370,43";"390,94"
"16068037";"Nöda";"Gemeinden";"102,85";"37,94";"65,71";"111,77";"194,24";"280,29";"368,86";"423,93";"451,13"
"16068039";"Ollendorf";"Gemeinden";"134,53";"64,71";"72,73";"105,49";"214,29";"269,23";"365,53";"472,82";"476,79"
"16068041";"Ostramondra";"Gemeinden";"132,38";"47,23";"46,05";"52,26";"96,22";"151,09";"253,30";"289,24";"322,54"
"16068042";"Rastenberg, Stadt";"Gemeinden";"136,17";"62,84";"61,20";"71,23";"140,04";"193,04";"248,25";"294,65";"325,88"
"16068044";"Riethnordhausen";"Gemeinden";"129,13";"52,82";"67,89";"107,18";"196,15";"253,51";"355,24";"394,51";"412,98"
"16068045";"Ringleben";"Gemeinden";"133,75";"85,35";"80,40";"83,04";"127,86";"206,83";"307,69";"324,92";"341,18"
"16068048";"Schloßvippach";"Gemeinden";"128,39";"58,90";"70,69";"90,17";"175,41";"251,07";"328,16";"403,19";"434,07"
"16068049";"Schwerstedt";"Gemeinden";"130,25";"46,15";"53,55";"59,35";"102,36";"148,03";"213,54";"297,29";"329,05"
"16068051";"Sömmerda, Stadt";"Gemeinden";"139,90";"73,62";"80,92";"90,74";"149,13";"199,82";"261,58";"305,36";"322,35"
"16068052";"Sprötau";"Gemeinden";"131,47";"80,17";"75,90";"76,65";"168,77";"215,52";"271,54";"299,32";"315,82"
"16068053";"Straußfurt";"Gemeinden";"131,69";"59,44";"63,55";"74,12";"138,12";"191,79";"289,04";"322,14";"365,46"
"16068055";"Udestedt";"Gemeinden";"129,22";"81,37";"91,57";"96,30";"153,00";"205,03";"305,94";"367,81";"398,35"
"16068056";"Vogelsberg";"Gemeinden";"137,93";"60,96";"62,75";"69,43";"130,19";"183,91";"242,05";"341,93";"374,72"
"16068057";"Walschleben";"Gemeinden";"136,73";"79,59";"82,05";"93,21";"147,77";"207,60";"285,48";"355,46";"378,72"
"16068058";"Weißensee, Stadt";"Gemeinden";"136,59";"57,82";"59,70";"72,95";"124,82";"175,01";"223,53";"280,81";"289,40"
"16068059";"Werningshausen";"Gemeinden";"132,98";"51,49";"56,15";"56,99";"119,29";"178,04";"249,97";"313,79";"333,76"
"16068061";"Witterda";"Gemeinden";"123,93";"61,08";"81,01";"108,30";"220,20";"309,22";"419,48";"453,76";"487,19"
"16068062";"Wundersleben";"Gemeinden";"94,14";"39,08";"50,51";"79,09";"203,12";"283,24";"392,26";"445,47";"482,96"
"16068063";"Buttstädt";"Gemeinden";"135,59";"62,83";"57,95";"60,61";"104,27";"156,21";"219,35";"270,88";"287,80"
"16068064";"Kindelbrück";"Gemeinden";"137,41";"52,87";"44,02";"50,82";"94,06";"134,41";"190,75";"248,80";"267,60"
"16069001";"Ahlstädt";"Gemeinden";"118,42";"86,67";"90,91";"111,89";"204,38";"266,67";"349,01";"323,64";"316,96"
"16069003";"Beinerstadt";"Gemeinden";"142,25";"81,21";"74,36";"79,69";"130,21";"213,02";"247,41";"297,13";"320,47"
"16069004";"Bischofrod";"Gemeinden";"114,62";"58,30";"47,62";"61,22";"74,87";"143,65";"277,35";"340,37";"360,48"
"16069006";"Brünn/Thür.";"Gemeinden";"134,04";"76,13";"62,10";"72,96";"116,13";"175,68";"261,66";"372,81";"385,11"
"16069008";"Dingsleben";"Gemeinden";"133,09";"90,59";"80,88";"93,86";"158,67";"205,53";"270,00";"390,77";"415,73"
"16069009";"Ehrenberg";"Gemeinden";"139,24";"57,85";"48,46";"61,61";"111,11";"139,78";"239,07";"283,32";"285,13"
"16069011";"Eichenberg";"Gemeinden";"138,89";"83,33";"68,06";"62,18";"134,83";"168,54";"259,68";"302,13";"332,36"
"16069012";"Eisfeld, Stadt";"Gemeinden";"137,83";"87,41";"67,66";"74,73";"143,72";"205,37";"280,23";"340,93";"366,61"
"16069016";"Grimmelshausen";"Gemeinden";"130,84";"62,80";"63,11";"60,30";"127,07";"170,45";"243,12";"244,60";"264,77"
"16069017";"Grub";"Gemeinden";"142,24";"81,82";"57,69";"65,33";"114,75";"190,18";"224,07";"229,10";"265,06"
"16069021";"Henfstädt";"Gemeinden";"135,83";"79,63";"66,33";"69,59";"129,48";"150,54";"219,20";"288,50";"345,22"
"16069024";"Hildburghausen, Stadt";"Gemeinden";"137,00";"95,33";"77,49";"87,35";"154,53";"206,28";"264,01";"296,08";"306,84"
"16069025";"Kloster Veßra";"Gemeinden";"137,57";"76,50";"54,95";"52,92";"126,84";"178,34";"260,52";"295,15";"328,60"
"16069026";"Lengfeld";"Gemeinden";"143,13";"80,52";"71,72";"69,41";"115,81";"176,34";"268,57";"295,33";"324,41"
"16069028";"Marisfeld";"Gemeinden";"140,85";"73,02";"70,18";"68,18";"121,56";"167,04";"267,50";"319,82";"355,41"
"16069035";"Oberstadt";"Gemeinden";"136,27";"71,90";"59,73";"58,39";"119,59";"174,79";"208,09";"266,54";"291,04"
"16069037";"Reurieth";"Gemeinden";"138,92";"81,83";"68,11";"73,35";"144,74";"214,71";"291,93";"385,26";"416,26"
"16069041";"Schlechtsart";"Gemeinden";"133,80";"108,43";"88,61";"59,52";"148,81";"192,55";"252,17";"316,60";"474,19"
"16069042";"Schleusegrund";"Gemeinden";"137,64";"80,10";"71,53";"77,11";"133,87";"192,74";"265,21";"305,79";"332,82"
"16069043";"Schleusingen, Stadt";"Gemeinden";"133,70";"78,65";"72,04";"80,80";"160,92";"234,32";"315,43";"374,85";"402,66"
"16069044";"Schmeheim";"Gemeinden";"135,21";"70,13";"72,39";"74,71";"169,28";"234,90";"328,96";"338,83";"377,01"
"16069046";"Schweickershausen";"Gemeinden";"175,18";"83,92";"69,18";"72,29";"174,50";"201,26";"306,86";"314,31";"322,72"
"16069047";"St.Bernhard";"Gemeinden";"140,47";"60,40";"51,02";"46,10";"87,27";"139,00";"198,24";"235,56";"256,51"
"16069049";"Straufhain";"Gemeinden";"131,98";"85,67";"70,80";"76,05";"141,41";"212,64";"285,07";"341,70";"358,53"
"16069051";"Themar, Stadt";"Gemeinden";"140,32";"85,88";"74,47";"72,49";"121,63";"167,79";"221,95";"262,12";"282,96"
"16069052";"Ummerstadt, Stadt";"Gemeinden";"130,28";"99,82";"74,14";"82,55";"163,39";"225,41";"271,85";"373,50";"385,47"
"16069053";"Veilsdorf";"Gemeinden";"139,17";"79,67";"70,68";"80,37";"156,08";"229,89";"303,20";"361,03";"381,19"
"16069056";"Westhausen";"Gemeinden";"134,28";"113,30";"80,54";"87,69";"165,30";"226,89";"266,81";"292,35";"377,27"
"16069058";"Auengrund";"Gemeinden";"135,52";"74,03";"57,28";"60,51";"130,65";"212,36";"293,12";"360,04";"379,58"
"16069061";"Masserberg";"Gemeinden";"140,05";"65,67";"60,67";"60,15";"116,18";"172,81";"244,56";"284,68";"314,53"
"16069062";"Römhild, Stadt";"Gemeinden";"135,57";"80,17";"66,31";"73,26";"126,71";"193,19";"255,17";"318,88";"346,02"
"16069063";"Heldburg, Stadt";"Gemeinden";"136,35";"92,25";"71,97";"81,03";"153,16";"218,34";"285,16";"344,59";"365,03"
"16070001";"Alkersleben";"Gemeinden";"136,49";"57,47";"62,50";"58,65";"110,76";"163,46";"257,21";"321,62";"348,92"
"16070004";"Arnstadt, Stadt";"Gemeinden";"138,90";"83,88";"82,13";"88,83";"141,84";"196,06";"255,08";"297,18";"298,20"
"16070006";"Bösleben-Wüllersleben";"Gemeinden";"134,33";"55,23";"51,36";"57,06";"115,62";"184,59";"257,73";"366,24";"379,33"
"16070008";"Dornheim";"Gemeinden";"134,69";"56,04";"52,91";"48,70";"114,78";"166,38";"263,80";"326,95";"339,49"
"16070011";"Elgersburg";"Gemeinden";"139,98";"59,07";"56,09";"60,98";"122,11";"178,63";"276,03";"333,73";"346,71"
"16070012";"Elleben";"Gemeinden";"107,38";"31,44";"50,16";"98,24";"265,22";"364,36";"543,27";"530,30";"566,65"
"16070013";"Elxleben";"Gemeinden";"134,02";"71,43";"70,74";"80,59";"164,38";"249,57";"381,63";"431,26";"402,41"
"16070028";"Amt Wachsenburg";"Gemeinden";"125,30";"64,34";"70,76";"88,54";"178,10";"239,61";"331,71";"393,74";"410,87"
"16070029";"Ilmenau, Stadt";"Gemeinden";"137,14";"74,93";"70,68";"82,15";"145,17";"205,34";"283,54";"315,64";"325,76"
"16070034";"Martinroda";"Gemeinden";"138,04";"56,04";"52,98";"56,30";"128,04";"191,91";"286,31";"343,94";"370,96"
"16070041";"Osthausen-Wülfershausen";"Gemeinden";"133,22";"61,56";"50,43";"65,10";"116,15";"176,69";"251,29";"336,58";"343,11"
"16070043";"Plaue, Stadt";"Gemeinden";"135,16";"65,74";"63,07";"72,85";"134,52";"180,18";"263,16";"313,20";"327,03"
"16070048";"Stadtilm, Stadt";"Gemeinden";"133,55";"56,77";"58,39";"68,70";"130,94";"192,34";"265,99";"309,86";"324,15"
"16070054";"Witzleben";"Gemeinden";"135,50";"65,07";"58,11";"64,25";"106,74";"171,78";"250,09";"334,65";"352,19"
"16070057";"Geratal";"Gemeinden";"137,48";"65,86";"63,99";"70,24";"128,46";"186,67";"258,63";"307,88";"325,68"
"16070058";"Großbreitenbach, Stadt";"Gemeinden";"138,22";"53,75";"54,11";"60,23";"109,70";"162,63";"248,12";"297,18";"309,43"
"16071001";"Apolda, Stadt";"Gemeinden";"137,06";"71,12";"73,74";"80,16";"134,00";"188,66";"244,63";"278,20";"282,75"
"16071003";"Bad Berka, Stadt";"Gemeinden";"133,15";"90,99";"84,42";"98,73";"183,75";"244,65";"348,96";"387,10";"401,22"
"16071004";"Bad Sulza, Stadt";"Gemeinden";"133,29";"61,41";"57,05";"62,47";"124,22";"191,51";"257,96";"307,27";"311,12"
"16071005";"Ballstedt";"Gemeinden";"95,68";"44,04";"67,04";"85,11";"200,63";"292,68";"401,69";"452,62";"468,34"
"16071008";"Blankenhain, Stadt";"Gemeinden";"134,90";"70,83";"64,33";"73,83";"130,32";"189,89";"265,87";"294,22";"305,53"
"16071009";"Buchfart";"Gemeinden";"138,61";"95,48";"108,91";"115,38";"182,32";"255,43";"374,95";"390,82";"396,62"
"16071013";"Döbritschen";"Gemeinden";"137,34";"63,03";"65,57";"63,29";"164,50";"236,18";"330,27";"341,28";"346,12"
"16071015";"Eberstedt";"Gemeinden";"134,26";"58,04";"53,10";"69,57";"173,52";"197,12";"321,20";"329,39";"368,21"
"16071017";"Ettersburg";"Gemeinden";"137,02";"54,11";"58,60";"71,67";"138,30";"166,95";"251,65";"334,53";"338,41"
"16071019";"Frankendorf";"Gemeinden";"124,18";"65,09";"54,64";"69,52";"147,54";"226,74";"317,59";"304,56";"310,44"
"16071022";"Großheringen";"Gemeinden";"141,06";"77,36";"71,12";"82,98";"161,57";"234,04";"317,47";"399,45";"426,44"
"16071025";"Großschwabhausen";"Gemeinden";"130,91";"77,31";"64,97";"83,72";"186,16";"262,18";"365,24";"436,77";"449,09"
"16071027";"Hammerstedt";"Gemeinden";"139,18";"63,16";"73,03";"70,18";"163,64";"212,12";"237,76";"300,90";"318,05"
"16071031";"Hetschburg";"Gemeinden";"133,64";"77,63";"65,31";"83,67";"196,51";"247,01";"312,92";"333,42";"369,81"
"16071032";"Hohenfelden";"Gemeinden";"135,87";"76,92";"71,43";"69,95";"155,08";"219,02";"283,89";"335,87";"340,43"
"16071037";"Kapellendorf";"Gemeinden";"126,76";"60,61";"57,78";"55,67";"159,19";"291,04";"426,03";"446,16";"482,08"
"16071038";"Kiliansroda";"Gemeinden";"107,14";"45,83";"46,61";"72,96";"149,12";"195,00";"379,19";"425,27";"439,78"
"16071042";"Kleinschwabhausen";"Gemeinden";"119,85";"64,41";"70,37";"74,63";"115,83";"202,76";"298,89";"340,68";"353,08"
"16071043";"Klettbach";"Gemeinden";"123,08";"44,67";"58,78";"122,87";"228,70";"326,36";"439,42";"464,52";"500,47"
"16071046";"Kranichfeld, Stadt";"Gemeinden";"131,97";"58,48";"62,71";"73,18";"134,72";"191,13";"273,40";"324,41";"335,78"
"16071049";"Lehnstedt";"Gemeinden";"133,90";"55,39";"63,22";"62,13";"112,36";"195,40";"260,99";"345,64";"377,68"
"16071053";"Magdala, Stadt";"Gemeinden";"125,63";"56,37";"61,02";"81,76";"163,63";"236,22";"313,07";"400,15";"426,40"
"16071055";"Mechelroda";"Gemeinden";"141,73";"70,87";"56,82";"68,70";"139,62";"151,85";"230,94";"327,83";"361,87"
"16071056";"Mellingen";"Gemeinden";"135,41";"76,81";"74,44";"81,39";"138,40";"195,78";"278,46";"363,08";"373,58"
"16071059";"Nauendorf";"Gemeinden";"128,44";"70,63";"66,67";"100,32";"247,35";"273,33";"353,00";"417,91";"448,92"
"16071061";"Neumark, Stadt";"Gemeinden";"135,38";"69,77";"69,68";"66,00";"148,45";"193,48";"265,88";"302,46";"323,11"
"16071064";"Niedertrebra";"Gemeinden";"134,70";"52,35";"48,86";"54,38";"122,60";"178,43";"250,29";"288,47";"308,51"
"16071069";"Obertrebra";"Gemeinden";"151,85";"59,26";"50,51";"52,26";"96,22";"141,82";"202,76";"264,02";"290,93"
"16071071";"Oettern";"Gemeinden";"121,62";"80,54";"91,50";"71,43";"116,44";"226,28";"383,20";"436,11";"475,39"
"16071079";"Rittersdorf";"Gemeinden";"122,61";"34,35";"39,29";"44,61";"101,12";"177,61";"268,07";"386,01";"396,25"
"16071083";"Schmiedehausen";"Gemeinden";"135,70";"50,96";"52,52";"47,19";"71,43";"127,50";"213,39";"247,34";"274,67"
"16071087";"Tonndorf";"Gemeinden";"137,35";"89,00";"82,41";"72,44";"131,82";"190,33";"267,70";"287,59";"298,90"
"16071089";"Umpferstedt";"Gemeinden";"130,57";"75,15";"66,05";"76,19";"122,11";"174,44";"257,34";"311,78";"310,31"
"16071093";"Vollersroda";"Gemeinden";"125,54";"76,60";"69,26";"61,67";"125,63";"195,98";"310,00";"317,36";"348,23"
"16071095";"Wiegendorf";"Gemeinden";"109,38";"32,26";"44,16";"47,62";"113,57";"190,91";"282,44";"332,63";"364,20"
"16071101";"Ilmtal-Weinstraße";"Gemeinden";"129,28";"60,07";"61,35";"68,14";"133,88";"194,78";"286,15";"361,85";"385,15"
"16071102";"Am Ettersberg";"Gemeinden";"133,01";"71,63";"65,93";"71,88";"143,69";"205,88";"285,45";"346,80";"363,44"
"16071103";"Grammetal";"Gemeinden";"116,48";"59,41";"60,11";"77,25";"158,09";"235,63";"338,67";"400,87";"421,73"
"16072006";"Goldisthal";"Gemeinden";"144,27";"59,88";"41,67";"51,22";"78,77";"112,98";"176,78";"237,43";"276,12"
"16072011";"Lauscha, Stadt";"Gemeinden";"144,88";"73,36";"63,38";"75,68";"131,38";"183,89";"253,27";"322,36";"334,98"
"16072013";"Neuhaus am Rennweg, Stadt";"Gemeinden";"138,91";"84,31";"77,24";"84,73";"150,42";"201,91";"267,37";"306,14";"322,53"
"16072015";"Schalkau, Stadt";"Gemeinden";"135,10";"79,92";"72,27";"84,82";"146,65";"210,57";"278,36";"331,22";"356,07"
"16072018";"Sonneberg, Stadt";"Gemeinden";"140,63";"97,66";"82,96";"91,58";"152,91";"216,89";"264,84";"312,03";"324,27"
"16072019";"Steinach, Stadt";"Gemeinden";"139,09";"88,05";"73,66";"81,72";"144,21";"197,58";"258,06";"305,96";"333,34"
"16072023";"Frankenblick";"Gemeinden";"136,44";"91,38";"82,39";"93,59";"156,46";"225,79";"292,23";"343,68";"369,58"
"16072024";"Föritztal";"Gemeinden";"128,11";"89,08";"80,16";"85,67";"163,56";"237,99";"317,42";"370,99";"398,03"
